# platform=debian kernel=linux host=lg1 device=rpi1 git_commit=bd7d1f3 sample_rate=96000
frame,samples,block_drops,buffer_pct,total_ms,wait_ms,exec_ms,copy_ms,sound_ms,tg_ms,ui_ms,plot_ms,bg_fps,bg_sps,bg_spf,fg_fps,fg_sps,fg_spf,sync_locked,bph,rate_spd,beat_error_ms,amplitude_deg
1,1920,0,0.1,0.320,0.182,0.138,0.012,0.001,0.085,0.000,0.035,0.0,0.0,0.0,0.0,0.0,0.0,0,,,,
2,1920,0,0.1,11.167,11.005,0.162,0.012,0.002,0.079,0.001,0.066,0.0,0.0,0.0,0.0,0.0,0.0,0,,,,
3,1920,0,0.1,0.974,0.625,0.349,0.013,0.002,0.105,0.136,0.091,0.0,0.0,0.0,0.0,0.0,0.0,0,,,,
4,1920,0,0.1,0.433,0.044,0.389,0.012,0.000,0.158,0.174,0.044,0.0,0.0,0.0,0.0,0.0,0.0,0,,,,
5,1920,0,0.1,0.472,0.046,0.426,0.012,0.001,0.202,0.153,0.057,0.0,0.0,0.0,0.0,0.0,0.0,0,,,,
6,1920,0,0.1,0.517,0.044,0.473,0.012,0.000,0.269,0.122,0.069,0.0,0.0,0.0,0.0,0.0,0.0,0,,,,
7,1920,0,0.1,0.638,0.046,0.592,0.012,0.000,0.327,0.169,0.082,0.0,0.0,0.0,0.0,0.0,0.0,0,,,,
8,1920,0,0.1,0.617,0.046,0.571,0.012,0.000,0.354,0.109,0.094,0.0,0.0,0.0,0.0,0.0,0.0,0,,,,
9,1920,0,0.1,0.696,0.039,0.657,0.012,0.000,0.401,0.121,0.123,0.0,0.0,0.0,0.0,0.0,0.0,0,,,,
10,1920,0,0.1,0.788,0.044,0.744,0.011,0.001,0.502,0.108,0.121,0.0,0.0,0.0,0.0,0.0,0.0,0,,,,
11,1920,0,0.1,0.844,0.067,0.777,0.012,0.001,0.563,0.090,0.109,0.0,0.0,0.0,0.0,0.0,0.0,0,,,,
12,1920,0,0.1,0.963,0.042,0.921,0.008,0.001,0.547,0.259,0.105,0.0,0.0,0.0,0.0,0.0,0.0,0,,,,
13,1920,0,0.1,0.896,0.038,0.858,0.008,0.000,0.655,0.077,0.117,0.0,0.0,0.0,0.0,0.0,0.0,0,,,,
14,1920,0,0.1,0.406,0.040,0.366,0.008,0.000,0.148,0.080,0.128,0.0,0.0,0.0,0.0,0.0,0.0,0,,,,
15,1920,0,0.1,0.909,0.038,0.871,0.009,0.000,0.651,0.074,0.137,0.0,0.0,0.0,0.0,0.0,0.0,0,,,,
16,1920,0,0.1,0.965,0.040,0.925,0.008,0.000,0.691,0.078,0.147,0.0,0.0,0.0,0.0,0.0,0.0,0,,,,
17,1920,0,0.1,1.342,0.048,1.294,0.012,0.000,0.945,0.123,0.213,0.0,0.0,0.0,0.0,0.0,0.0,0,,,,
18,1920,0,0.1,1.314,0.072,1.242,0.012,0.000,0.900,0.104,0.224,0.0,0.0,0.0,0.0,0.0,0.0,0,,,,
19,1920,0,0.1,1.333,0.069,1.264,0.013,0.000,0.901,0.110,0.240,0.0,0.0,0.0,0.0,0.0,0.0,0,,,,
20,1920,0,0.1,1.106,0.051,1.055,0.011,0.001,0.366,0.425,0.250,0.0,0.0,0.0,0.0,0.0,0.0,0,,,,
21,1920,0,0.1,1.095,0.090,1.005,0.012,0.000,0.600,0.122,0.269,0.0,0.0,0.0,0.0,0.0,0.0,0,,,,
22,1920,0,0.1,1.101,0.068,1.033,0.008,0.001,0.629,0.149,0.245,0.0,0.0,0.0,0.0,0.0,0.0,0,,,,
23,1920,0,0.1,0.997,0.042,0.955,0.008,0.001,0.643,0.092,0.210,0.0,0.0,0.0,0.0,0.0,0.0,0,,,,
