# platform=debian kernel=linux host=lg1 device=rpi1 git_commit=bd7d1f3 sample_rate=96000
frame,samples,block_drops,buffer_pct,total_ms,wait_ms,exec_ms,copy_ms,sound_ms,tg_ms,ui_ms,plot_ms,bg_fps,bg_sps,bg_spf,fg_fps,fg_sps,fg_spf
1,1920,0,0.1,0.272,0.162,0.110,0.008,0.001,0.061,0.001,0.032,0.0,0.0,0.0,0.0,0.0,0.0
2,1920,0,0.1,0.858,0.742,0.116,0.009,0.002,0.052,0.001,0.049,0.0,0.0,0.0,0.0,0.0,0.0
3,1920,0,0.1,0.179,0.031,0.148,0.007,0.001,0.062,0.051,0.026,0.0,0.0,0.0,0.0,0.0,0.0
4,1920,0,0.1,0.288,0.034,0.254,0.007,0.001,0.093,0.122,0.030,0.0,0.0,0.0,0.0,0.0,0.0
5,1920,0,0.1,0.320,0.037,0.283,0.007,0.001,0.138,0.098,0.038,0.0,0.0,0.0,0.0,0.0,0.0
6,1920,0,0.1,0.360,0.039,0.321,0.008,0.001,0.176,0.085,0.050,0.0,0.0,0.0,0.0,0.0,0.0
7,1920,0,0.1,0.465,0.046,0.419,0.008,0.001,0.218,0.133,0.057,0.0,0.0,0.0,0.0,0.0,0.0
8,1920,0,0.1,0.511,0.066,0.445,0.009,0.002,0.243,0.110,0.081,0.0,0.0,0.0,0.0,0.0,0.0
9,1920,0,0.1,0.485,0.033,0.452,0.007,0.001,0.272,0.091,0.080,0.0,0.0,0.0,0.0,0.0,0.0
10,1920,0,0.1,0.549,0.034,0.515,0.007,0.001,0.342,0.076,0.088,0.0,0.0,0.0,0.0,0.0,0.0
11,1920,0,0.1,0.663,0.038,0.625,0.008,0.001,0.439,0.078,0.099,0.0,0.0,0.0,0.0,0.0,0.0
12,1920,0,0.1,0.915,0.037,0.878,0.007,0.001,0.511,0.257,0.101,0.0,0.0,0.0,0.0,0.0,0.0
13,1920,0,0.1,0.845,0.034,0.811,0.008,0.000,0.614,0.076,0.113,0.0,0.0,0.0,0.0,0.0,0.0
14,1920,0,0.1,0.367,0.029,0.338,0.008,0.000,0.137,0.073,0.119,0.0,0.0,0.0,0.0,0.0,0.0
15,1920,0,0.1,0.884,0.029,0.855,0.008,0.000,0.597,0.083,0.167,0.0,0.0,0.0,0.0,0.0,0.0
16,1920,0,0.1,0.887,0.037,0.850,0.008,0.000,0.624,0.075,0.143,0.0,0.0,0.0,0.0,0.0,0.0
17,1920,0,0.1,0.920,0.042,0.878,0.008,0.000,0.622,0.093,0.154,0.0,0.0,0.0,0.0,0.0,0.0
18,1920,0,0.1,0.881,0.034,0.847,0.007,0.000,0.599,0.075,0.165,0.0,0.0,0.0,0.0,0.0,0.0
19,1920,0,0.1,0.902,0.039,0.863,0.008,0.001,0.595,0.087,0.172,0.0,0.0,0.0,0.0,0.0,0.0
20,1920,0,0.1,0.896,0.037,0.859,0.008,0.000,0.244,0.427,0.179,0.0,0.0,0.0,0.0,0.0,0.0
21,1920,0,0.1,0.703,0.040,0.663,0.008,0.001,0.382,0.077,0.195,0.0,0.0,0.0,0.0,0.0,0.0
22,1920,0,0.1,0.922,0.037,0.885,0.008,0.000,0.602,0.071,0.203,0.0,0.0,0.0,0.0,0.0,0.0
23,1920,0,0.1,0.935,0.036,0.899,0.008,0.001,0.606,0.077,0.207,0.0,0.0,0.0,0.0,0.0,0.0
24,1920,0,0.1,1.043,0.054,0.989,0.009,0.000,0.629,0.105,0.245,0.0,0.0,0.0,0.0,0.0,0.0
25,1920,0,0.1,1.035,0.055,0.980,0.008,0.001,0.631,0.088,0.251,0.0,0.0,0.0,0.0,0.0,0.0
26,1920,0,0.1,0.828,0.065,0.763,0.008,0.001,0.418,0.091,0.244,0.0,0.0,0.0,0.0,0.0,0.0
27,1920,0,0.1,0.732,0.063,0.669,0.008,0.001,0.290,0.097,0.272,0.0,0.0,0.0,0.0,0.0,0.0
28,1920,0,0.1,1.090,0.050,1.040,0.008,0.001,0.626,0.099,0.306,0.0,0.0,0.0,0.0,0.0,0.0
29,1920,0,0.1,1.180,0.169,1.011,0.010,0.001,0.614,0.087,0.296,0.0,0.0,0.0,0.0,0.0,0.0
30,1920,0,0.1,1.298,0.265,1.033,0.009,0.001,0.578,0.092,0.349,0.0,0.0,0.0,0.0,0.0,0.0
31,1920,0,0.1,2.619,1.522,1.097,0.009,0.001,0.595,0.099,0.389,0.0,0.0,0.0,0.0,0.0,0.0
32,1920,0,0.1,3.759,2.704,1.055,0.009,0.001,0.489,0.108,0.446,0.0,0.0,0.0,0.0,0.0,0.0
33,1920,0,0.1,2.781,1.879,0.902,0.009,0.002,0.112,0.173,0.603,0.0,0.0,0.0,0.0,0.0,0.0
34,1920,0,0.1,1.796,0.720,1.076,0.010,0.001,0.550,0.093,0.419,0.0,0.0,0.0,0.0,0.0,0.0
35,1920,0,0.1,1.104,0.098,1.006,0.008,0.002,0.549,0.083,0.361,0.0,0.0,0.0,0.0,0.0,0.0
36,1920,0,0.1,1.054,0.059,0.995,0.008,0.001,0.525,0.090,0.370,0.0,0.0,0.0,0.0,0.0,0.0
37,1920,0,0.1,1.911,0.048,1.863,0.008,0.001,0.520,0.984,0.350,0.0,0.0,0.0,0.0,0.0,0.0
38,1920,0,0.1,2.054,0.710,1.344,0.009,0.001,0.589,0.166,0.575,0.0,0.0,0.0,0.0,0.0,0.0
39,1920,0,0.1,1.625,0.584,1.041,0.009,0.001,0.145,0.195,0.688,0.0,0.0,0.0,0.0,0.0,0.0
40,1920,0,0.1,1.241,0.080,1.161,0.009,0.002,0.514,0.137,0.497,0.0,0.0,0.0,0.0,0.0,0.0
41,1920,0,0.1,1.191,0.116,1.075,0.009,0.002,0.515,0.116,0.430,0.0,0.0,0.0,0.0,0.0,0.0
42,1920,0,0.1,1.283,0.108,1.175,0.008,0.001,0.523,0.151,0.490,0.0,0.0,0.0,0.0,0.0,0.0
43,1920,0,0.1,1.202,0.051,1.151,0.008,0.001,0.568,0.123,0.449,0.0,0.0,0.0,0.0,0.0,0.0
44,1920,0,0.1,1.279,0.074,1.205,0.008,0.001,0.584,0.149,0.462,0.0,0.0,0.0,0.0,0.0,0.0
45,1920,0,0.1,0.876,0.065,0.811,0.008,0.002,0.247,0.117,0.437,0.0,0.0,0.0,0.0,0.0,0.0
46,1920,0,0.1,1.048,0.067,0.981,0.009,0.001,0.400,0.135,0.436,0.0,0.0,0.0,0.0,0.0,0.0
47,1920,0,0.1,1.307,0.051,1.256,0.008,0.001,0.651,0.128,0.467,0.0,0.0,0.0,0.0,0.0,0.0
48,1920,0,0.1,1.545,0.068,1.477,0.008,0.001,0.871,0.127,0.468,0.0,0.0,0.0,0.0,0.0,0.0
49,1920,0,0.1,1.327,0.062,1.265,0.009,0.000,0.635,0.125,0.495,0.0,0.0,0.0,0.0,0.0,0.0
50,1920,0,0.1,1.333,0.065,1.268,0.009,0.000,0.652,0.103,0.502,0.0,0.0,0.0,0.0,0.0,0.0
51,1920,0,0.1,1.198,0.108,1.090,0.009,0.001,0.431,0.123,0.525,0.0,0.0,0.0,0.0,0.0,0.0
52,1920,0,0.1,0.983,0.054,0.929,0.008,0.000,0.292,0.123,0.504,0.0,0.0,0.0,0.0,0.0,0.0
53,1920,0,0.1,1.928,0.120,1.808,0.014,0.001,0.925,0.147,0.717,0.0,0.0,0.0,0.0,0.0,0.0
54,1920,0,0.1,8.195,6.376,1.819,0.013,0.001,0.942,0.132,0.729,0.0,0.0,0.0,0.0,0.0,0.0
55,1920,0,0.1,13.258,11.411,1.847,0.012,0.001,0.962,0.136,0.734,0.0,0.0,0.0,0.0,0.0,0.0
56,1920,0,0.1,18.651,16.777,1.874,0.013,0.002,0.966,0.140,0.751,0.0,0.0,0.0,0.0,0.0,0.0
57,3840,0,0.1,24.275,22.792,1.483,0.017,0.001,0.666,0.191,0.603,0.0,0.0,0.0,0.0,0.0,0.0
58,1920,0,0.1,2.718,1.422,1.296,0.008,0.001,0.560,0.124,0.600,0.0,0.0,0.0,0.0,0.0,0.0
59,1920,0,0.1,1.353,0.076,1.277,0.008,0.001,0.509,0.141,0.615,0.0,0.0,0.0,0.0,0.0,0.0
60,1920,0,0.1,1.263,0.070,1.193,0.008,0.001,0.472,0.129,0.580,0.0,0.0,0.0,0.0,0.0,0.0
61,1920,0,0.1,1.192,0.059,1.133,0.007,0.000,0.445,0.120,0.559,0.0,0.0,0.0,0.0,0.0,0.0
62,1920,0,0.1,1.286,0.059,1.227,0.008,0.000,0.441,0.137,0.639,0.0,0.0,0.0,0.0,0.0,0.0
63,1920,0,0.1,0.943,0.076,0.867,0.008,0.001,0.097,0.109,0.649,0.0,0.0,0.0,0.0,0.0,0.0
64,1920,0,0.1,1.301,0.071,1.230,0.008,0.001,0.469,0.131,0.621,0.0,0.0,0.0,0.0,0.0,0.0
