# platform=debian kernel=linux host=lg1 device=rpi1 git_commit=bd7d1f3 sample_rate=96000
frame,samples,block_drops,buffer_pct,total_ms,wait_ms,exec_ms,copy_ms,sound_ms,tg_ms,ui_ms,plot_ms,bg_fps,bg_sps,bg_spf,fg_fps,fg_sps,fg_spf,sync_locked,bph,rate_spd,beat_error_ms,amplitude_deg
1,1920,0,0.1,0.254,0.139,0.115,0.012,0.001,0.065,0.000,0.030,0.0,0.0,0.0,0.0,0.0,0.0,0,,,,
2,1920,0,0.1,11.384,11.219,0.165,0.014,0.002,0.074,0.001,0.072,0.0,0.0,0.0,0.0,0.0,0.0,0,,,,
3,1920,0,0.1,0.279,0.049,0.230,0.011,0.001,0.093,0.082,0.042,0.0,0.0,0.0,0.0,0.0,0.0,0,,,,
4,1920,0,0.1,0.412,0.047,0.365,0.012,0.001,0.140,0.172,0.040,0.0,0.0,0.0,0.0,0.0,0.0,0,,,,
5,1920,0,0.1,0.454,0.045,0.409,0.011,0.000,0.199,0.144,0.053,0.0,0.0,0.0,0.0,0.0,0.0,0,,,,
6,1920,0,0.1,0.373,0.036,0.337,0.009,0.000,0.190,0.086,0.051,0.0,0.0,0.0,0.0,0.0,0.0,0,,,,
7,1920,0,0.1,0.466,0.036,0.430,0.009,0.000,0.228,0.132,0.061,0.0,0.0,0.0,0.0,0.0,0.0,0,,,,
8,1920,0,0.1,0.450,0.044,0.406,0.008,0.000,0.246,0.079,0.069,0.0,0.0,0.0,0.0,0.0,0.0,0,,,,
9,1920,0,0.1,0.499,0.036,0.463,0.009,0.000,0.280,0.091,0.083,0.0,0.0,0.0,0.0,0.0,0.0,0,,,,
10,1920,0,0.1,0.569,0.035,0.534,0.009,0.000,0.349,0.084,0.090,0.0,0.0,0.0,0.0,0.0,0.0,0,,,,
11,1920,0,0.1,0.679,0.035,0.644,0.008,0.001,0.455,0.079,0.099,0.0,0.0,0.0,0.0,0.0,0.0,0,,,,
12,1920,0,0.1,1.291,0.042,1.249,0.012,0.001,0.772,0.302,0.160,0.0,0.0,0.0,0.0,0.0,0.0,0,,,,
13,1920,0,0.1,1.244,0.046,1.198,0.012,0.001,0.923,0.105,0.157,0.0,0.0,0.0,0.0,0.0,0.0,0,,,,
14,1920,0,0.1,0.541,0.043,0.498,0.012,0.001,0.209,0.104,0.172,0.0,0.0,0.0,0.0,0.0,0.0,0,,,,
15,1920,0,0.1,1.262,0.045,1.217,0.012,0.001,0.916,0.104,0.184,0.0,0.0,0.0,0.0,0.0,0.0,0,,,,
16,1920,0,0.1,1.348,0.039,1.309,0.012,0.000,0.991,0.107,0.198,0.0,0.0,0.0,0.0,0.0,0.0,0,,,,
17,1920,0,0.1,0.940,0.032,0.908,0.008,0.000,0.650,0.094,0.154,0.0,0.0,0.0,0.0,0.0,0.0,0,,,,
18,1920,0,0.1,0.912,0.031,0.881,0.008,0.001,0.628,0.079,0.164,0.0,0.0,0.0,0.0,0.0,0.0,0,,,,
19,1920,0,0.1,0.924,0.033,0.891,0.008,0.000,0.630,0.078,0.172,0.0,0.0,0.0,0.0,0.0,0.0,0,,,,
20,1920,0,0.1,0.832,0.037,0.795,0.008,0.000,0.258,0.352,0.176,0.0,0.0,0.0,0.0,0.0,0.0,0,,,,
21,1920,0,0.1,0.743,0.037,0.706,0.008,0.001,0.406,0.099,0.191,0.0,0.0,0.0,0.0,0.0,0.0,0,,,,
22,1920,0,0.1,1.363,0.037,1.326,0.012,0.001,0.917,0.118,0.277,0.0,0.0,0.0,0.0,0.0,0.0,0,,,,
23,1920,0,0.1,1.641,0.197,1.444,0.012,0.002,0.964,0.152,0.310,0.0,0.0,0.0,0.0,0.0,0.0,0,,,,
24,1920,0,0.1,5.736,4.237,1.499,0.012,0.001,0.995,0.154,0.335,0.0,0.0,0.0,0.0,0.0,0.0,0,,,,
25,1920,0,0.1,10.359,8.738,1.621,0.013,0.003,1.106,0.153,0.343,0.0,0.0,0.0,0.0,0.0,0.0,0,,,,
26,1920,0,0.1,15.319,14.160,1.159,0.016,0.000,0.649,0.140,0.350,0.0,0.0,0.0,0.0,0.0,0.0,0,,,,
27,3840,0,0.1,22.152,20.072,2.080,0.024,0.002,1.385,0.280,0.385,0.0,0.0,0.0,0.0,0.0,0.0,0,,,,
28,1920,0,0.1,9.716,8.240,1.476,0.013,0.001,0.918,0.142,0.399,0.0,0.0,0.0,0.0,0.0,0.0,0,,,,
29,1920,0,0.1,16.341,14.982,1.359,0.013,0.002,0.805,0.130,0.405,0.0,0.0,0.0,0.0,0.0,0.0,0,,,,
30,3840,0,0.1,25.694,23.607,2.087,0.025,0.002,1.348,0.273,0.436,0.0,0.0,0.0,0.0,0.0,0.0,0,,,,
31,1920,0,0.1,14.829,13.857,0.972,0.014,0.001,0.165,0.195,0.593,0.0,0.0,0.0,0.0,0.0,0.0,0,,,,
32,3840,0,0.1,23.586,21.196,2.390,0.025,0.001,1.592,0.302,0.467,0.0,0.0,0.0,0.0,0.0,0.0,0,,,,
33,1920,0,0.1,12.149,10.694,1.455,0.014,0.001,0.782,0.134,0.521,0.0,0.0,0.0,0.0,0.0,0.0,0,,,,
34,1920,0,0.1,19.673,17.710,1.963,0.015,0.001,0.776,0.602,0.567,0.0,0.0,0.0,0.0,0.0,0.0,0,,,,
35,1920,0,0.1,2.043,0.660,1.383,0.011,0.000,0.763,0.110,0.494,0.0,0.0,0.0,0.0,0.0,0.0,0,,,,
36,1920,0,0.1,8.839,7.789,1.050,0.013,0.002,0.191,0.161,0.680,0.0,0.0,0.0,0.0,0.0,0.0,0,,,,
37,1920,0,0.1,16.292,14.888,1.404,0.013,0.002,0.706,0.119,0.560,0.0,0.0,0.0,0.0,0.0,0.0,0,,,,
38,3840,0,0.1,25.448,23.156,2.292,0.024,0.001,1.421,0.269,0.572,0.0,0.0,0.0,0.0,0.0,0.0,0,,,,
39,1920,0,0.1,13.236,11.719,1.517,0.013,0.002,0.803,0.117,0.580,0.0,0.0,0.0,0.0,0.0,0.0,0,,,,
40,1920,0,0.1,18.132,16.950,1.182,0.011,0.002,0.593,0.096,0.478,0.0,0.0,0.0,0.0,0.0,0.0,0,,,,
41,1920,0,0.1,17.666,16.541,1.125,0.009,0.002,0.272,0.165,0.674,0.0,0.0,0.0,0.0,0.0,0.0,0,,,,
42,1920,0,0.1,15.690,14.517,1.173,0.010,0.002,0.419,0.097,0.642,0.0,0.0,0.0,0.0,0.0,0.0,0,,,,
43,1920,0,0.1,14.129,12.822,1.307,0.010,0.002,0.685,0.086,0.520,0.0,0.0,0.0,0.0,0.0,0.0,0,,,,
44,1920,0,0.1,12.847,11.597,1.250,0.010,0.002,0.668,0.093,0.475,0.0,0.0,0.0,0.0,0.0,0.0,0,,,,
45,1920,0,0.1,11.289,10.030,1.259,0.010,0.001,0.644,0.114,0.488,0.0,0.0,0.0,0.0,0.0,0.0,0,,,,
46,1920,0,0.1,17.735,15.978,1.757,0.014,0.002,0.950,0.112,0.676,0.0,0.0,0.0,0.0,0.0,0.0,0,,,,
47,3840,0,0.1,23.929,21.938,1.991,0.025,0.002,1.028,0.225,0.708,0.0,0.0,0.0,0.0,0.0,0.0,0,,,,
48,1920,0,0.1,9.998,8.244,1.754,0.016,0.001,0.900,0.119,0.716,0.0,0.0,0.0,0.0,0.0,0.0,0,,,,
49,1920,0,0.1,15.258,13.503,1.755,0.013,0.002,0.896,0.108,0.733,0.0,0.0,0.0,0.0,0.0,0.0,0,,,,
50,1920,0,0.1,20.053,18.257,1.796,0.013,0.002,0.931,0.104,0.744,0.0,0.0,0.0,0.0,0.0,0.0,0,,,,
51,1920,0,0.1,2.792,0.983,1.809,0.012,0.001,0.951,0.108,0.736,0.0,0.0,0.0,0.0,0.0,0.0,0,,,,
52,1920,0,0.1,8.890,7.127,1.763,0.013,0.002,0.847,0.131,0.768,0.0,0.0,0.0,0.0,0.0,0.0,0,,,,
53,1920,0,0.1,12.763,11.387,1.376,0.013,0.004,0.212,0.169,0.975,0.0,0.0,0.0,0.0,0.0,0.0,0,,,,
54,1920,0,0.1,17.705,15.890,1.815,0.013,0.002,0.847,0.111,0.839,0.0,0.0,0.0,0.0,0.0,0.0,0,,,,
55,3840,0,0.1,26.108,23.514,2.594,0.024,0.001,1.488,0.229,0.848,0.0,0.0,0.0,0.0,0.0,0.0,0,,,,
56,1920,0,0.1,13.432,11.835,1.597,0.013,0.001,0.639,0.114,0.826,0.0,0.0,0.0,0.0,0.0,0.0,0,,,,
57,3840,0,0.1,22.618,20.767,1.851,0.025,0.001,0.752,0.207,0.863,0.0,0.0,0.0,0.0,0.0,0.0,0,,,,
58,1920,0,0.1,8.921,7.308,1.613,0.014,0.001,0.601,0.124,0.871,0.0,0.0,0.0,0.0,0.0,0.0,0,,,,
59,1920,0,0.1,16.984,15.224,1.760,0.013,0.002,0.724,0.141,0.876,0.0,0.0,0.0,0.0,0.0,0.0,0,,,,
60,3840,0,0.1,24.653,22.109,2.544,0.024,0.002,1.346,0.223,0.945,0.0,0.0,0.0,0.0,0.0,0.0,0,,,,
61,1920,0,0.1,14.207,12.446,1.761,0.015,0.001,0.673,0.118,0.951,0.0,0.0,0.0,0.0,0.0,0.0,0,,,,
62,3840,0,0.1,25.295,21.207,4.088,0.025,0.004,0.736,2.379,0.942,0.0,0.0,0.0,0.0,0.0,0.0,0,,,,
63,1920,0,0.1,14.077,12.302,1.775,0.014,0.001,0.646,0.152,0.958,0.0,0.0,0.0,0.0,0.0,0.0,0,,,,
64,3840,0,0.1,23.781,21.138,2.643,0.025,0.001,1.398,0.229,0.986,0.0,0.0,0.0,0.0,0.0,0.0,0,,,,
65,1920,0,0.1,11.574,9.654,1.920,0.014,0.002,0.785,0.113,1.003,0.0,0.0,0.0,0.0,0.0,0.0,0,,,,
66,1920,0,0.1,20.855,19.122,1.733,0.014,0.002,0.505,0.120,1.088,0.0,0.0,0.0,0.0,0.0,0.0,0,,,,
67,1920,0,0.1,3.225,1.747,1.478,0.012,0.000,0.361,0.112,0.990,0.0,0.0,0.0,0.0,0.0,0.0,0,,,,
68,1920,0,0.1,9.341,7.296,2.045,0.014,0.001,0.863,0.110,1.053,0.0,0.0,0.0,0.0,0.0,0.0,0,,,,
