frame,cpu_total,cpu0,cpu1,cpu2,cpu3,mem_used_mb,mem_total_mb,temp_c,freq_mhz,throttled
100,26.4,89.5,7.9,1.7,6.3,1634.0,16214.9,89.2,2400.0,917510
200,28.4,99.2,7.8,2.8,4.8,1642.3,16214.9,89.2,2400.0,917510
300,28.1,99.2,5.6,2.0,4.0,1651.8,16214.9,90.3,2400.0,917510
400,28.1,99.0,6.1,5.6,1.6,1657.6,16214.9,90.3,2400.0,917510
500,27.9,99.3,6.3,4.3,1.1,1661.0,16214.9,88.1,2400.0,917510
600,27.8,99.3,5.8,4.2,1.4,1657.3,16214.9,89.8,2400.0,917510
700,28.1,99.3,6.4,5.7,1.7,1654.9,16214.9,90.3,2400.0,917510
800,28.2,99.4,6.4,4.6,1.9,1661.8,16214.9,89.2,2400.0,917510
900,27.6,99.3,5.3,4.0,0.7,1658.1,16214.9,90.3,2400.0,917510
1000,27.8,99.3,6.6,4.6,0.7,1656.7,16214.9,88.7,2400.0,917510
1100,27.6,99.4,4.7,3.5,1.4,1655.7,16214.9,89.8,2400.0,917510
1200,27.9,99.4,4.8,6.2,1.8,1656.3,16214.9,90.3,2400.0,917510
1300,27.5,99.4,4.6,4.2,1.3,1656.3,16214.9,89.8,2400.0,917510
