frame,cpu_total,cpu0,cpu1,cpu2,cpu3,mem_used_mb,mem_total_mb,temp_c,freq_mhz,throttled
100,26.6,2.4,91.4,4.7,8.5,1585.9,16214.9,89.2,2400.0,917510
200,28.6,3.9,98.9,5.7,5.4,1599.5,16214.9,88.7,2400.0,917510
300,27.9,2.0,99.1,2.9,6.7,1597.0,16214.9,89.8,2400.0,917510
400,28.1,3.3,99.2,3.9,6.7,1623.4,16214.9,89.8,2400.0,917510
500,27.8,2.0,99.4,3.2,5.3,1618.0,16214.9,89.8,2400.0,917510
600,28.2,3.0,99.5,3.3,7.7,1613.8,16214.9,89.8,2400.0,917510
700,27.8,2.5,99.2,4.3,5.4,1612.0,16214.9,89.8,2400.0,917510
800,27.7,2.1,99.2,3.4,4.8,1612.2,16214.9,88.7,2400.0,917510
900,27.6,17.1,81.0,3.5,8.6,1605.1,16214.9,90.3,2400.0,917510
1000,27.8,8.3,1.3,3.0,98.4,1623.8,16214.9,89.8,2400.0,917510
1100,27.8,7.0,1.1,4.1,99.5,1612.4,16214.9,90.3,2400.0,917510
