frame,cpu_total,cpu0,cpu1,cpu2,cpu3,mem_used_mb,mem_total_mb,temp_c,freq_mhz,throttled
100,27.1,8.8,3.2,9.0,88.2,2277.1,16214.9,85.9,2400.0,917510
200,30.1,12.9,3.5,5.4,98.8,2289.3,16214.9,86.5,2400.0,917510
300,29.5,10.1,2.8,5.6,99.2,2290.4,16214.9,87.5,2400.0,917510
400,29.2,11.2,1.5,3.5,99.2,2308.3,16214.9,86.5,2400.0,917510
500,28.8,9.6,1.2,4.8,99.2,2313.8,16214.9,87.0,2400.0,917510
600,28.6,9.6,2.0,3.4,99.0,2310.0,16214.9,84.8,2400.0,917510
700,28.7,8.9,1.9,3.9,99.2,2311.0,16214.9,85.9,2400.0,917510
800,27.9,8.9,1.4,5.7,95.6,2311.2,16214.9,86.5,2400.0,917510
900,28.9,9.8,1.7,4.7,99.3,2311.2,16214.9,86.5,2400.0,917510
1000,28.9,10.5,2.4,3.4,99.3,2312.2,16214.9,85.4,2400.0,917510
1100,28.9,11.0,1.8,3.8,99.1,2312.2,16214.9,86.5,2400.0,917510
1200,28.7,9.2,1.6,3.5,99.1,2310.8,16214.9,87.5,2400.0,917510
1300,28.8,10.1,3.9,2.1,99.3,2313.0,16214.9,85.9,2400.0,917510
