frame,cpu_total,cpu0,cpu1,cpu2,cpu3,mem_used_mb,mem_total_mb,temp_c,freq_mhz,throttled
100,26.5,1.5,7.4,91.4,4.9,1636.8,16214.9,88.7,2400.0,917510
200,28.3,1.4,6.6,99.3,6.2,1650.6,16214.9,89.2,2400.0,917510
300,27.5,1.4,6.1,96.4,6.0,1671.4,16214.9,88.7,2400.0,917510
400,27.8,0.9,6.5,99.4,3.2,1674.8,16214.9,89.2,2400.0,917510
500,27.9,2.3,6.0,99.2,4.0,1664.3,16214.9,89.8,2400.0,917510
600,27.7,52.2,5.1,48.8,4.6,1665.4,16214.9,89.2,2400.0,917510
700,27.9,99.4,5.2,1.1,5.5,1692.5,16214.9,89.8,2400.0,917510
800,27.8,74.7,5.1,26.3,4.9,1676.2,16214.9,90.3,2400.0,917510
900,27.8,2.0,6.1,99.4,3.1,1667.7,16214.9,89.2,2400.0,917510
1000,27.5,1.4,6.1,99.1,2.9,1660.5,16214.9,89.2,2400.0,917510
1100,27.7,1.7,5.8,99.4,3.9,1657.3,16214.9,89.2,2400.0,917510
