frame,cpu_total,cpu0,cpu1,cpu2,cpu3,mem_used_mb,mem_total_mb,temp_c,freq_mhz,throttled
100,27.3,1.6,10.1,91.5,4.7,2292.6,16214.9,85.9,2400.0,917510
200,29.5,4.1,10.8,99.0,4.7,2291.8,16214.9,86.5,2400.0,917510
300,28.7,1.2,8.2,99.1,5.2,2287.9,16214.9,84.3,2400.0,917510
400,28.8,2.8,8.8,99.1,4.6,2288.5,16214.9,87.5,2400.0,917510
500,28.5,2.0,7.9,99.4,4.0,2288.9,16214.9,85.4,2400.0,917510
600,28.6,2.7,7.7,99.1,4.7,2287.2,16214.9,86.5,2400.0,917510
700,29.1,6.3,8.8,99.4,2.1,2290.3,16214.9,87.0,2400.0,917510
800,28.6,3.9,7.5,99.1,2.1,2291.3,16214.9,85.4,2400.0,917510
900,28.3,4.2,7.6,99.4,1.9,2291.5,16214.9,85.9,2400.0,917510
1000,28.5,4.8,7.7,99.1,1.8,2292.8,16214.9,87.5,2400.0,917510
1100,28.7,5.3,8.0,99.1,2.8,2292.8,16214.9,85.9,2400.0,917510
1200,28.5,4.7,7.2,99.1,2.8,2293.2,16214.9,85.4,2400.0,917510
