frame,cpu_total,cpu0,cpu1,cpu2,cpu3,mem_used_mb,mem_total_mb,temp_c,freq_mhz,throttled
100,26.5,8.4,89.0,3.1,6.1,1620.3,16214.9,88.7,2400.0,917510
200,28.8,8.7,98.9,2.3,5.3,1637.5,16214.9,89.8,2400.0,917510
300,28.1,8.0,99.2,1.5,3.1,1638.2,16214.9,89.2,2400.0,917510
400,28.5,7.5,99.3,3.3,3.6,1661.3,16214.9,89.2,2400.0,917510
500,28.4,8.1,99.2,4.5,2.6,1659.9,16214.9,89.2,2400.0,917510
600,28.1,6.6,99.3,5.0,0.7,1658.1,16214.9,89.8,2400.0,917510
700,28.0,7.7,99.3,3.1,2.0,1651.3,16214.9,90.3,2400.0,917510
800,28.2,6.4,99.3,4.9,1.1,1647.8,16214.9,90.9,2400.0,917510
900,27.9,6.1,99.4,4.2,1.9,1649.1,16214.9,88.7,2400.0,917510
1000,27.6,5.6,99.1,3.1,1.5,1655.5,16214.9,89.8,2400.0,917510
1100,27.7,5.8,99.4,3.2,2.0,1674.6,16214.9,90.3,2400.0,917510
1200,27.7,5.7,99.4,2.7,2.1,1657.5,16214.9,88.7,2400.0,917510
1300,27.8,6.8,99.4,3.9,1.0,1655.4,16214.9,90.3,2400.0,917510
