frame,cpu_total,cpu0,cpu1,cpu2,cpu3,mem_used_mb,mem_total_mb,temp_c,freq_mhz,throttled
100,26.2,2.6,89.3,6.0,7.8,1631.3,16214.9,87.0,2400.0,917510
200,29.0,2.5,99.2,5.3,7.9,1638.8,16214.9,88.1,2400.0,917510
300,28.1,1.3,99.2,4.7,6.9,1649.0,16214.9,87.5,2400.0,917510
400,28.3,2.7,99.2,3.8,7.3,1656.5,16214.9,88.1,2400.0,917510
500,28.1,1.2,99.2,3.3,7.4,1665.7,16214.9,87.0,2400.0,917510
600,27.7,0.8,99.2,4.3,5.5,1659.3,16214.9,88.1,2400.0,917510
700,28.1,1.3,99.1,4.4,6.3,1660.5,16214.9,88.7,2400.0,917510
800,27.9,1.2,99.2,4.7,5.6,1655.6,16214.9,89.8,2400.0,917510
900,27.7,0.9,99.6,3.1,7.6,1653.4,16214.9,87.5,2400.0,917510
1000,28.0,1.4,99.3,3.6,6.8,1656.6,16214.9,88.7,2400.0,917510
