frame,cpu_total,cpu0,cpu1,cpu2,cpu3,mem_used_mb,mem_total_mb,temp_c,freq_mhz,throttled
100,26.9,91.4,3.1,2.4,10.5,2292.5,16214.9,85.4,2400.0,917510
200,29.1,99.0,4.2,2.6,9.8,2297.9,16214.9,85.9,2400.0,917510
300,28.6,99.1,1.5,4.5,8.4,2298.2,16214.9,85.9,2400.0,917510
400,28.8,99.1,0.9,5.6,8.8,2320.3,16214.9,85.9,2400.0,917510
500,28.8,99.4,2.1,4.2,9.3,2324.6,16214.9,85.4,2400.0,917510
600,28.8,99.1,1.6,5.0,9.0,2322.4,16214.9,85.4,2400.0,917510
700,28.5,99.4,0.9,4.6,8.2,2329.1,16214.9,85.9,2400.0,917510
800,28.4,99.1,0.9,5.3,8.1,2327.0,16214.9,85.9,2400.0,917510
900,28.6,99.4,1.5,4.0,9.1,2327.6,16214.9,85.9,2400.0,917510
1000,28.8,99.1,2.4,5.1,9.4,2327.3,16214.9,86.5,2400.0,917510
1100,28.5,94.2,6.7,4.6,8.6,2327.9,16214.9,86.5,2400.0,917510
1200,28.5,1.6,99.4,4.4,7.9,2326.5,16214.9,87.0,2400.0,917510
