frame,cpu_total,cpu0,cpu1,cpu2,cpu3,mem_used_mb,mem_total_mb,temp_c,freq_mhz,throttled
100,27.4,3.2,88.7,12.3,5.8,2283.4,16214.9,85.9,2400.0,917510
200,29.7,2.9,99.2,10.9,4.6,2283.9,16214.9,87.5,2400.0,917510
300,29.4,2.5,98.8,9.1,6.5,2309.6,16214.9,87.0,2400.0,917510
400,29.4,9.5,99.2,5.3,3.0,2303.4,16214.9,88.7,2400.0,917510
500,29.4,9.7,99.1,4.8,2.6,2308.3,16214.9,86.5,2400.0,917510
600,29.2,10.5,99.3,3.7,3.4,2308.3,16214.9,88.1,2400.0,917510
700,28.8,9.5,99.1,3.1,2.2,2309.8,16214.9,88.7,2400.0,917510
800,29.1,9.3,99.3,3.7,3.3,2308.4,16214.9,89.8,2400.0,917510
900,29.2,11.4,99.2,4.1,2.9,2310.8,16214.9,87.5,2400.0,917510
1000,29.0,10.3,99.3,3.7,1.9,2309.5,16214.9,87.5,2400.0,917510
1100,28.7,10.0,99.4,3.5,1.9,2310.1,16214.9,87.5,2400.0,917510
1200,28.7,8.9,99.0,3.1,1.4,2309.5,16214.9,87.5,2400.0,917510
1300,29.0,9.5,99.3,3.8,3.1,2310.6,16214.9,88.7,2400.0,917510
1400,29.0,10.8,99.3,4.3,2.2,2308.9,16214.9,89.2,2400.0,917510
