frame,cpu_total,cpu0,cpu1,cpu2,cpu3,mem_used_mb,mem_total_mb,temp_c,freq_mhz,throttled
100,25.8,12.7,5.2,56.5,29.3,2292.6,16214.9,85.4,2400.0,917510
200,29.6,12.7,3.8,98.8,1.6,2304.2,16214.9,84.8,2400.0,917510
300,29.7,11.5,6.8,99.1,1.7,2313.7,16214.9,85.9,2400.0,917510
400,28.9,9.9,5.1,99.3,1.8,2323.7,16214.9,85.9,2400.0,917510
500,29.4,12.3,4.6,99.2,2.1,2336.5,16214.9,86.5,2400.0,917510
600,28.8,10.5,4.7,99.3,1.1,2332.8,16214.9,87.5,2400.0,917510
700,29.0,10.7,4.0,99.1,0.4,2328.1,16214.9,88.1,2400.0,917510
800,28.6,9.2,4.2,99.0,1.1,2323.5,16214.9,86.5,2400.0,917510
900,28.6,9.1,3.8,99.6,1.2,2323.6,16214.9,86.5,2400.0,917510
1000,29.0,10.5,4.8,99.3,0.7,2322.8,16214.9,85.9,2400.0,917510
1100,28.6,9.9,3.4,99.3,1.3,2321.1,16214.9,85.4,2400.0,917510
1200,28.4,8.0,4.4,99.1,1.3,2319.9,16214.9,87.0,2400.0,917510
1300,28.4,8.0,4.0,99.3,0.7,2323.9,16214.9,85.4,2400.0,917510
1400,28.9,9.2,5.3,99.3,1.9,2322.9,16214.9,86.5,2400.0,917510
