frame,cpu_total,cpu0,cpu1,cpu2,cpu3,mem_used_mb,mem_total_mb,temp_c,freq_mhz,throttled
100,26.7,87.4,1.4,2.3,16.5,2262.5,16214.9,85.9,2400.0,917510
200,29.5,98.9,1.9,9.7,6.2,2263.2,16214.9,85.4,2400.0,917510
300,29.2,99.1,1.7,10.4,6.4,2276.7,16214.9,86.5,2400.0,917510
400,29.4,99.2,1.1,12.4,4.6,2290.0,16214.9,84.8,2400.0,917510
500,29.0,44.8,1.2,12.9,56.6,2290.6,16214.9,87.5,2400.0,917510
600,29.1,1.0,1.3,14.4,99.3,2290.5,16214.9,87.0,2400.0,917510
700,28.4,1.1,1.1,11.1,99.3,2287.8,16214.9,86.5,2400.0,917510
800,28.8,2.1,1.7,11.5,99.3,2288.6,16214.9,85.4,2400.0,917510
900,28.6,1.7,1.7,10.9,99.0,2286.1,16214.9,87.0,2400.0,917510
1000,28.7,1.7,1.7,11.6,99.3,2289.0,16214.9,87.0,2400.0,917510
1100,28.9,1.9,2.5,12.0,99.1,2287.1,16214.9,87.0,2400.0,917510
1200,28.6,1.8,2.1,11.0,99.4,2283.9,16214.9,87.0,2400.0,917510
1300,29.1,2.1,2.8,12.0,99.3,2283.7,16214.9,85.4,2400.0,917510
