frame,cpu_total,cpu0,cpu1,cpu2,cpu3,mem_used_mb,mem_total_mb,temp_c,freq_mhz,throttled
100,27.2,4.5,88.7,12.6,3.2,2269.3,16214.9,84.8,2400.0,917510
200,29.8,3.7,99.2,7.9,9.4,2265.2,16214.9,86.5,2400.0,917510
300,29.6,2.9,99.2,5.8,11.5,2273.9,16214.9,85.9,2400.0,917510
400,28.9,1.6,99.2,4.0,9.5,2289.8,16214.9,85.4,2400.0,917510
500,28.7,0.9,99.1,5.2,8.5,2294.8,16214.9,84.8,2400.0,917510
600,28.8,1.3,99.3,4.0,9.6,2295.3,16214.9,86.5,2400.0,917510
700,29.2,0.9,99.2,5.5,10.8,2297.3,16214.9,86.5,2400.0,917510
800,29.0,2.3,99.3,5.3,9.4,2298.9,16214.9,86.5,2400.0,917510
900,29.0,1.5,99.3,5.5,9.2,2301.8,16214.9,87.0,2400.0,917510
1000,29.0,2.2,99.3,3.7,11.2,2301.9,16214.9,87.0,2400.0,917510
1100,28.7,2.6,99.1,4.4,7.6,2308.8,16214.9,86.5,2400.0,917510
1200,28.6,5.7,38.4,4.4,65.6,2309.2,16214.9,87.0,2400.0,917510
1300,28.7,9.4,1.3,4.7,99.0,2306.7,16214.9,87.5,2400.0,917510
1400,28.7,8.4,0.6,5.4,99.4,2308.8,16214.9,88.1,2400.0,917510
