frame,cpu_total,cpu0,cpu1,cpu2,cpu3,mem_used_mb,mem_total_mb,temp_c,freq_mhz,throttled
100,27.1,4.8,4.4,86.1,12.8,2273.1,16214.9,85.4,2400.0,917510
200,29.5,4.9,2.4,98.8,11.3,2288.8,16214.9,87.0,2400.0,917510
300,29.3,4.8,2.4,99.2,10.5,2289.2,16214.9,87.5,2400.0,917510
400,29.1,5.4,2.7,99.6,8.7,2316.6,16214.9,87.5,2400.0,917510
500,29.3,5.5,2.0,99.2,9.4,2317.3,16214.9,88.1,2400.0,917510
600,29.1,5.7,2.0,99.0,9.0,2317.7,16214.9,87.5,2400.0,917510
700,28.6,5.6,97.1,2.5,9.2,2320.1,16214.9,87.5,2400.0,917510
800,28.7,6.7,99.3,0.7,7.9,2318.8,16214.9,88.1,2400.0,917510
900,28.8,4.7,99.3,1.0,10.2,2320.9,16214.9,87.0,2400.0,917510
1000,28.7,4.9,99.0,1.4,9.4,2316.7,16214.9,88.1,2400.0,917510
1100,28.8,5.9,99.4,1.5,8.7,2317.1,16214.9,88.7,2400.0,917510
1200,28.6,5.2,99.1,0.9,8.7,2314.9,16214.9,88.1,2400.0,917510
1300,28.7,5.3,99.3,1.4,8.7,2305.6,16214.9,88.1,2400.0,917510
