frame,cpu_total,cpu0,cpu1,cpu2,cpu3,mem_used_mb,mem_total_mb,temp_c,freq_mhz,throttled
100,24.6,7.9,4.1,81.7,5.2,1728.4,16214.9,84.3,2400.0,917512
200,29.9,9.8,2.0,98.5,8.1,1734.7,16214.9,85.4,2400.0,917510
300,32.4,12.0,5.2,98.7,12.6,1759.4,16214.9,84.8,2400.0,917510
400,29.6,11.5,6.0,99.1,2.8,1760.5,16214.9,84.8,2400.0,917510
500,46.9,50.6,51.9,56.1,29.5,1788.1,16214.9,84.3,2400.0,917512
600,29.3,99.1,5.8,10.8,1.3,1786.3,16214.9,84.3,2400.0,917512
700,32.6,98.8,14.7,7.5,9.9,1776.3,16214.9,84.3,2400.0,917510
800,29.0,99.1,5.2,8.3,3.2,1767.5,16214.9,84.8,2400.0,917512
900,28.1,98.8,3.3,7.4,2.0,1760.7,16214.9,85.4,2400.0,917510
1000,27.8,99.5,2.8,7.0,1.4,1759.6,16214.9,85.4,2400.0,917510
1100,28.5,99.2,4.5,8.8,2.0,1757.2,16214.9,84.8,2400.0,917510
1200,28.2,41.2,4.4,7.2,60.0,1757.8,16214.9,84.8,2400.0,917510
1300,28.0,1.9,3.8,6.8,98.9,1761.6,16214.9,84.3,2400.0,917512
1400,28.2,1.4,4.5,7.1,99.3,1758.7,16214.9,85.4,2400.0,917510
1500,28.3,1.8,5.4,5.9,99.1,1756.8,16214.9,85.4,2400.0,917510
1600,27.9,1.1,3.7,5.5,98.9,1756.5,16214.9,85.9,2400.0,917510
