frame,cpu_total,cpu0,cpu1,cpu2,cpu3,mem_used_mb,mem_total_mb,temp_c,freq_mhz,throttled
100,24.7,1.6,7.4,79.3,9.7,2237.4,16214.9,84.8,2400.0,917510
200,31.2,2.0,9.5,98.0,15.3,2242.6,16214.9,84.8,2400.0,917510
300,30.8,1.4,9.6,99.1,12.3,2258.8,16214.9,84.8,2400.0,917510
400,29.7,1.8,6.3,99.1,10.4,2261.5,16214.9,84.8,2400.0,917510
