frame,cpu_total,cpu0,cpu1,cpu2,cpu3,mem_used_mb,mem_total_mb,temp_c,freq_mhz,throttled
100,27.0,2.3,90.9,4.5,10.3,2276.4,16214.9,85.9,2400.0,917510
200,29.0,2.2,99.1,2.8,11.2,2291.2,16214.9,84.8,2400.0,917510
300,28.9,3.3,98.8,0.9,12.9,2289.5,16214.9,85.9,2400.0,917510
400,28.5,1.9,99.1,0.3,11.8,2338.2,16214.9,85.9,2400.0,917510
500,28.6,2.4,99.4,1.2,11.8,2360.0,16214.9,86.5,2400.0,917510
600,28.9,2.8,99.1,0.6,12.4,2365.5,16214.9,86.5,2400.0,917510
700,28.5,1.2,99.1,1.4,11.7,2365.9,16214.9,86.5,2400.0,917510
800,28.5,1.5,99.4,1.2,11.5,2366.7,16214.9,87.0,2400.0,917510
900,28.7,4.1,99.0,2.2,9.7,2367.1,16214.9,84.8,2400.0,917510
1000,28.3,5.2,38.3,62.2,7.9,2367.0,16214.9,85.9,2400.0,917510
1100,28.5,4.8,0.3,99.4,8.2,2365.3,16214.9,86.5,2400.0,917510
1200,28.2,2.8,86.5,13.9,8.5,2363.3,16214.9,85.9,2400.0,917510
