frame,cpu_total,cpu0,cpu1,cpu2,cpu3,mem_used_mb,mem_total_mb,temp_c,freq_mhz,throttled
100,25.2,85.8,1.2,2.4,12.0,1600.4,16214.9,86.5,2400.0,917510
200,29.1,98.8,1.6,3.6,11.8,1610.3,16214.9,88.7,2400.0,917510
300,28.5,99.2,1.2,2.1,10.6,1611.7,16214.9,89.2,2400.0,917510
400,28.0,99.2,0.8,2.9,8.1,1632.2,16214.9,89.2,2400.0,917510
500,28.3,99.2,2.5,5.3,6.6,1629.3,16214.9,88.1,2400.0,917510
600,27.8,99.3,0.4,4.0,5.5,1619.5,16214.9,89.2,2400.0,917510
700,27.9,99.6,1.2,3.3,6.4,1619.9,16214.9,89.2,2400.0,917510
800,28.0,99.3,2.1,3.6,6.1,1613.1,16214.9,89.8,2400.0,917510
900,27.9,99.2,1.2,4.7,6.3,1609.6,16214.9,89.8,2400.0,917510
1000,27.7,99.3,0.4,3.6,5.5,1608.6,16214.9,89.8,2400.0,917510
1100,27.7,99.4,1.2,3.1,6.4,1613.1,16214.9,88.1,2400.0,917510
1200,27.9,99.3,1.7,5.0,4.7,1607.3,16214.9,89.8,2400.0,917510
1300,27.9,99.0,1.4,5.7,4.1,1605.0,16214.9,89.2,2400.0,917510
1400,27.5,2.1,98.7,3.4,5.8,1611.1,16214.9,88.1,2400.0,917510
