frame,cpu_total,cpu0,cpu1,cpu2,cpu3,mem_used_mb,mem_total_mb,temp_c,freq_mhz,throttled
100,26.0,9.3,4.4,86.3,2.0,2318.0,16214.9,84.8,2400.0,917510
200,30.3,13.0,6.2,99.2,2.1,2315.7,16214.9,83.7,2400.0,917512
300,29.4,11.0,4.1,99.2,2.4,2310.5,16214.9,85.4,2400.0,917510
400,29.3,11.4,2.2,99.3,3.6,2308.9,16214.9,85.4,2400.0,917510
500,29.5,10.7,2.1,98.8,5.0,2309.9,16214.9,86.5,2400.0,917510
600,28.9,8.3,2.1,99.3,5.3,2306.9,16214.9,85.9,2400.0,917510
700,29.6,11.2,2.1,99.2,6.2,2306.3,16214.9,84.8,2400.0,917510
800,29.0,10.3,1.7,99.3,4.8,2304.8,16214.9,84.8,2400.0,917510
900,29.1,10.2,1.8,99.3,4.8,2306.0,16214.9,85.4,2400.0,917510
1000,29.1,9.3,1.8,99.3,5.5,2306.7,16214.9,87.0,2400.0,917510
1100,29.3,11.0,2.8,99.0,4.8,2304.3,16214.9,86.5,2400.0,917510
1200,28.9,9.6,1.8,99.4,4.8,2303.3,16214.9,85.4,2400.0,917510
1300,28.8,9.3,1.1,99.3,4.6,2301.2,16214.9,85.9,2400.0,917510
1400,29.1,9.6,2.3,99.0,6.1,2301.3,16214.9,86.5,2400.0,917510
