frame,cpu_total,cpu0,cpu1,cpu2,cpu3,mem_used_mb,mem_total_mb,temp_c,freq_mhz,throttled
100,27.0,1.3,4.7,11.0,89.6,2281.9,16214.9,84.3,2400.0,917512
200,29.6,2.0,4.8,12.0,99.2,2280.2,16214.9,85.9,2400.0,917510
300,29.3,2.6,3.8,10.5,99.2,2281.5,16214.9,85.9,2400.0,917510
400,29.1,2.5,4.3,9.5,99.3,2284.0,16214.9,86.5,2400.0,917510
500,29.3,2.6,4.8,10.7,99.1,2290.7,16214.9,86.5,2400.0,917510
600,29.1,1.9,4.5,10.1,99.3,2291.1,16214.9,86.5,2400.0,917510
700,29.2,2.5,4.7,10.2,99.2,2294.3,16214.9,86.5,2400.0,917510
800,28.9,5.0,2.8,8.2,99.3,2294.0,16214.9,86.5,2400.0,917510
900,28.6,4.9,2.7,7.5,99.2,2294.6,16214.9,87.0,2400.0,917510
1000,28.8,4.5,2.4,8.6,99.0,2297.4,16214.9,87.5,2400.0,917510
1100,28.9,4.4,1.9,9.1,99.4,2298.4,16214.9,87.0,2400.0,917510
1200,29.0,4.4,3.4,9.1,99.1,2296.6,16214.9,85.9,2400.0,917510
1300,28.9,3.4,2.7,10.1,99.3,2296.9,16214.9,88.1,2400.0,917510
1400,28.6,3.3,2.3,8.5,99.4,2297.0,16214.9,85.9,2400.0,917510
