frame,cpu_total,cpu0,cpu1,cpu2,cpu3,mem_used_mb,mem_total_mb,temp_c,freq_mhz,throttled
100,26.3,6.1,88.6,3.5,7.5,1641.3,16214.9,88.7,2400.0,917510
200,28.8,6.4,98.8,1.2,8.1,1649.0,16214.9,88.7,2400.0,917510
300,27.8,3.6,99.2,2.0,5.6,1655.7,16214.9,88.7,2400.0,917510
400,28.1,4.2,99.2,1.7,7.0,1663.0,16214.9,89.2,2400.0,917510
500,28.1,4.5,99.2,1.2,6.8,1663.3,16214.9,89.2,2400.0,917510
600,28.0,3.3,99.3,2.1,6.4,1658.7,16214.9,89.2,2400.0,917510
700,27.9,5.0,99.2,1.2,6.2,1657.0,16214.9,89.2,2400.0,917510
800,27.9,4.5,99.3,0.8,6.0,1653.9,16214.9,89.2,2400.0,917510
900,28.1,4.8,99.2,1.6,6.0,1651.4,16214.9,89.8,2400.0,917510
1000,27.9,5.4,99.3,1.4,5.8,1654.3,16214.9,88.7,2400.0,917510
1100,27.8,4.5,99.4,1.0,6.4,1651.2,16214.9,89.2,2400.0,917510
1200,28.0,4.9,99.4,2.3,5.2,1648.9,16214.9,89.2,2400.0,917510
1300,27.9,3.8,99.3,1.7,6.7,1652.2,16214.9,89.2,2400.0,917510
1400,27.9,3.9,99.3,0.7,7.0,1659.0,16214.9,89.8,2400.0,917510
