frame,cpu_total,cpu0,cpu1,cpu2,cpu3,mem_used_mb,mem_total_mb,temp_c,freq_mhz,throttled
100,26.2,9.1,74.2,16.2,4.8,2264.1,16214.9,78.8,2400.0,917504
200,28.8,10.3,95.2,7.4,2.1,2267.6,16214.9,81.0,2400.0,917504
300,30.8,14.4,98.4,6.8,4.6,2272.4,16214.9,81.5,2400.0,917504
400,30.2,11.1,99.0,6.7,4.6,2284.7,16214.9,81.5,2400.0,917504
500,29.2,10.1,98.9,4.8,3.1,2286.1,16214.9,81.5,2400.0,917504
600,30.4,11.9,98.5,7.7,2.6,2289.0,16214.9,82.0,2400.0,917512
700,29.9,11.2,98.9,4.8,4.7,2289.0,16214.9,81.5,2400.0,917504
800,30.0,12.0,99.0,5.3,2.6,2285.7,16214.9,83.2,2400.0,917512
900,29.2,10.2,99.0,5.1,1.5,2287.9,16214.9,82.6,2400.0,917512
1000,29.2,10.2,99.0,5.7,2.1,2288.6,16214.9,82.6,2400.0,917512
1100,29.5,9.6,99.0,6.8,2.1,2290.1,16214.9,83.7,2400.0,917512
1200,29.2,9.5,99.5,4.8,2.6,2289.5,16214.9,83.7,2400.0,917512
1300,29.1,8.5,99.0,5.8,3.1,2290.0,16214.9,81.5,2400.0,917512
1400,29.3,10.2,99.0,5.2,2.6,2288.3,16214.9,82.6,2400.0,917512
1500,29.4,9.7,99.0,5.6,2.6,2289.2,16214.9,84.8,2400.0,917510
1600,28.7,7.9,99.5,5.4,1.0,2288.4,16214.9,83.2,2400.0,917512
1700,29.1,8.0,99.1,6.5,3.7,2287.9,16214.9,83.7,2400.0,917512
1800,28.8,8.0,99.0,4.5,0.5,2290.0,16214.9,83.7,2400.0,917512
1900,28.7,9.3,99.0,5.3,2.4,2289.8,16214.9,83.7,2400.0,917512
