frame,cpu_total,cpu0,cpu1,cpu2,cpu3,mem_used_mb,mem_total_mb,temp_c,freq_mhz,throttled
100,26.6,2.3,90.8,5.0,7.7,1605.5,16214.9,89.2,2400.0,917510
200,28.3,2.2,99.3,4.4,7.0,1617.4,16214.9,89.2,2400.0,917510
300,28.1,2.4,99.4,3.3,7.2,1615.0,16214.9,88.7,2400.0,917510
400,27.7,1.1,99.2,3.4,5.4,1618.2,16214.9,89.8,2400.0,917510
500,27.8,1.9,99.2,4.2,5.8,1615.8,16214.9,89.2,2400.0,917510
600,27.7,1.1,99.2,2.6,6.8,1613.1,16214.9,89.2,2400.0,917510
700,27.7,1.4,99.4,3.9,5.9,1611.2,16214.9,88.1,2400.0,917510
800,27.6,1.6,99.2,2.7,5.8,1609.3,16214.9,90.9,2400.0,917510
900,27.7,1.8,99.4,2.9,5.8,1608.0,16214.9,89.2,2400.0,917510
1000,27.6,2.1,99.4,3.6,5.7,1606.0,16214.9,89.8,2400.0,917510
1100,27.7,1.7,99.4,3.7,5.7,1605.5,16214.9,89.2,2400.0,917510
