frame,cpu_total,cpu0,cpu1,cpu2,cpu3,mem_used_mb,mem_total_mb,temp_c,freq_mhz,throttled
100,26.4,3.3,6.1,93.4,2.1,1628.3,16214.9,85.4,2400.0,917510
200,27.8,2.9,6.4,99.2,2.2,1641.1,16214.9,84.3,2400.0,917512
300,27.5,39.2,4.5,62.9,3.3,1659.1,16214.9,84.3,2400.0,917510
400,27.4,52.0,49.5,4.7,3.4,1652.6,16214.9,84.8,2400.0,917512
500,27.4,2.0,99.2,4.4,3.6,1640.6,16214.9,84.8,2400.0,917510
600,27.8,1.8,99.3,5.3,4.3,1636.5,16214.9,84.8,2400.0,917510
700,27.5,3.6,99.3,4.3,2.0,1634.2,16214.9,84.3,2400.0,917512
800,27.5,1.7,99.3,6.6,3.2,1632.7,16214.9,84.8,2400.0,917510
900,27.4,1.5,99.3,5.7,3.0,1630.9,16214.9,84.3,2400.0,917512
1000,27.5,2.4,99.2,4.3,3.7,1631.0,16214.9,84.8,2400.0,917512
