frame,cpu_total,cpu0,cpu1,cpu2,cpu3,mem_used_mb,mem_total_mb,temp_c,freq_mhz,throttled
100,26.4,4.7,5.8,91.8,1.8,1491.6,16214.9,64.5,2400.0,0
200,29.0,5.2,7.5,99.0,3.9,1530.0,16214.9,66.7,2400.0,0
300,28.2,3.2,1.3,94.5,14.1,1527.3,16214.9,65.0,2400.0,0
400,28.7,1.8,11.0,1.8,99.3,1527.9,16214.9,65.5,2400.0,0
500,28.1,1.3,10.2,1.0,99.3,1523.3,16214.9,67.2,2400.0,0
600,28.7,2.3,9.9,2.6,99.3,1521.6,16214.9,67.8,2400.0,0
700,28.5,3.5,9.5,2.2,99.4,1520.2,16214.9,68.9,2400.0,0
800,27.9,4.0,6.7,0.8,99.2,1519.4,16214.9,68.3,2400.0,0
900,28.3,5.2,7.1,2.6,99.2,1522.9,16214.9,68.3,2400.0,0
1000,27.8,4.7,6.0,1.3,99.4,1522.4,16214.9,68.3,2400.0,0
1100,27.6,3.1,6.2,2.8,99.2,1520.4,16214.9,67.8,2400.0,0
1200,27.7,3.2,6.6,1.4,99.4,1534.2,16214.9,67.8,2400.0,0
