frame,cpu_total,cpu0,cpu1,cpu2,cpu3,mem_used_mb,mem_total_mb,temp_c,freq_mhz,throttled
100,27.3,88.9,3.7,10.3,6.4,2269.4,16214.9,85.9,2400.0,917510
200,29.2,99.2,2.8,10.7,2.8,2277.7,16214.9,85.9,2400.0,917510
300,28.9,99.1,1.3,11.2,3.5,2285.9,16214.9,85.9,2400.0,917510
400,29.2,99.3,5.7,11.0,1.7,2299.2,16214.9,85.9,2400.0,917510
500,28.7,99.6,5.0,9.5,0.5,2299.1,16214.9,86.5,2400.0,917510
600,28.6,99.3,4.3,8.7,1.4,2300.6,16214.9,86.5,2400.0,917510
700,28.8,99.2,9.3,4.7,1.7,2296.7,16214.9,85.9,2400.0,917510
800,29.1,42.2,11.6,3.5,58.9,2299.5,16214.9,85.9,2400.0,917510
900,28.8,1.5,11.9,1.9,99.3,2302.0,16214.9,87.0,2400.0,917510
1000,28.7,2.1,11.0,1.7,99.3,2303.2,16214.9,87.0,2400.0,917510
1100,28.4,2.7,7.9,51.2,52.3,2298.0,16214.9,87.0,2400.0,917510
1200,28.4,1.6,2.9,99.0,9.0,2298.0,16214.9,86.5,2400.0,917510
1300,28.5,2.7,3.4,99.3,9.4,2298.0,16214.9,86.5,2400.0,917510
1400,28.3,1.0,3.2,99.1,8.8,2297.4,16214.9,85.9,2400.0,917510
