frame,cpu_total,cpu0,cpu1,cpu2,cpu3,mem_used_mb,mem_total_mb,temp_c,freq_mhz,throttled
100,26.2,6.9,2.6,88.4,6.1,1648.6,16214.9,89.2,2400.0,917510
200,29.5,6.5,3.0,99.1,9.4,1655.6,16214.9,88.7,2400.0,917510
300,28.3,3.1,2.3,99.2,8.0,1667.9,16214.9,89.2,2400.0,917510
400,28.3,3.0,3.9,99.1,6.8,1683.6,16214.9,87.5,2400.0,917510
500,28.1,1.2,4.1,99.2,6.5,1677.9,16214.9,90.3,2400.0,917510
600,27.9,2.2,3.4,99.3,6.3,1680.8,16214.9,89.2,2400.0,917510
700,28.1,0.7,4.7,99.3,6.9,1671.4,16214.9,90.3,2400.0,917510
800,28.2,3.2,3.9,99.3,6.4,1661.9,16214.9,89.8,2400.0,917510
900,28.0,2.5,4.7,99.3,5.5,1656.7,16214.9,88.7,2400.0,917510
1000,27.9,1.8,3.7,99.3,6.6,1656.9,16214.9,88.1,2400.0,917510
1100,28.0,1.9,4.4,99.4,6.6,1654.5,16214.9,89.2,2400.0,917510
1200,27.8,1.5,3.8,99.1,5.4,1651.6,16214.9,90.3,2400.0,917510
1300,28.0,2.1,4.2,99.3,6.2,1651.7,16214.9,89.8,2400.0,917510
1400,27.9,1.7,3.3,99.3,5.6,1653.2,16214.9,88.7,2400.0,917510
