frame,cpu_total,cpu0,cpu1,cpu2,cpu3,mem_used_mb,mem_total_mb,temp_c,freq_mhz,throttled
100,26.8,8.2,1.5,5.8,91.2,2294.7,16214.9,85.9,2400.0,917510
200,28.7,7.5,2.0,5.3,99.0,2293.5,16214.9,86.5,2400.0,917510
300,28.4,6.7,4.8,1.8,99.1,2295.7,16214.9,86.5,2400.0,917510
400,28.6,9.9,3.6,1.8,99.1,2301.1,16214.9,86.5,2400.0,917510
500,28.6,7.3,5.0,1.5,99.1,2302.6,16214.9,88.7,2400.0,917510
600,28.4,8.4,3.4,1.9,99.4,2303.2,16214.9,84.8,2400.0,917510
700,28.6,7.4,3.9,2.7,99.1,2304.5,16214.9,87.0,2400.0,917510
800,28.5,7.6,4.0,2.1,99.1,2306.6,16214.9,85.4,2400.0,917510
900,28.4,8.3,3.1,3.1,99.1,2305.0,16214.9,87.0,2400.0,917510
1000,28.8,7.5,5.1,3.3,99.4,2305.3,16214.9,87.0,2400.0,917510
1100,28.3,7.9,3.8,1.3,99.1,2301.8,16214.9,85.4,2400.0,917510
1200,28.4,7.1,4.9,1.9,99.1,2302.5,16214.9,84.8,2400.0,917510
