frame,cpu_total,cpu0,cpu1,cpu2,cpu3,mem_used_mb,mem_total_mb,temp_c,freq_mhz,throttled
100,26.6,87.4,11.9,3.1,5.0,2311.2,16214.9,85.4,2400.0,917510
200,29.7,99.2,11.2,2.0,6.7,2318.3,16214.9,85.9,2400.0,917510
300,29.3,99.2,10.4,4.0,3.2,2312.8,16214.9,85.9,2400.0,917510
400,29.1,99.3,10.7,3.7,2.0,2312.3,16214.9,84.8,2400.0,917510
500,29.0,99.1,7.9,5.9,3.0,2307.7,16214.9,85.4,2400.0,917510
600,29.0,99.3,10.0,3.6,2.9,2308.7,16214.9,86.5,2400.0,917510
700,29.2,99.2,10.6,5.3,1.9,2311.0,16214.9,86.5,2400.0,917510
800,28.7,99.3,9.2,4.1,1.4,2305.7,16214.9,86.5,2400.0,917510
900,28.6,99.3,8.7,4.2,2.1,2304.3,16214.9,85.9,2400.0,917510
1000,28.6,99.0,9.8,3.5,1.8,2306.1,16214.9,85.9,2400.0,917510
1100,28.4,99.4,9.3,2.7,2.1,2310.3,16214.9,87.0,2400.0,917510
1200,28.5,38.8,9.6,62.2,3.0,2307.8,16214.9,86.5,2400.0,917510
1300,28.8,1.1,10.7,98.9,4.0,2308.7,16214.9,87.0,2400.0,917510
