frame,cpu_total,cpu0,cpu1,cpu2,cpu3,mem_used_mb,mem_total_mb,temp_c,freq_mhz,throttled
100,26.1,8.9,88.3,1.8,5.4,1631.9,16214.9,84.8,2400.0,917510
200,28.8,8.2,99.2,1.2,5.7,1645.9,16214.9,87.0,2400.0,917510
300,28.3,7.4,99.1,2.2,5.2,1646.7,16214.9,87.5,2400.0,917510
400,28.2,6.9,99.2,2.3,3.1,1661.5,16214.9,88.1,2400.0,917510
500,28.6,8.8,99.2,2.9,3.8,1664.7,16214.9,87.0,2400.0,917510
600,28.2,6.8,99.2,2.0,4.7,1657.4,16214.9,88.1,2400.0,917510
700,28.3,8.0,99.1,1.8,4.0,1652.4,16214.9,87.0,2400.0,917510
800,28.2,7.5,99.2,2.0,4.7,1653.2,16214.9,87.5,2400.0,917510
900,28.6,10.0,99.1,1.8,3.1,1647.5,16214.9,88.1,2400.0,917510
1000,27.8,6.1,99.3,1.4,4.2,1664.4,16214.9,87.0,2400.0,917510
