frame,cpu_total,cpu0,cpu1,cpu2,cpu3,mem_used_mb,mem_total_mb,temp_c,freq_mhz,throttled
100,26.8,4.7,8.9,3.4,90.1,1640.3,16214.9,88.1,2400.0,917510
200,28.5,2.7,9.4,2.6,98.9,1645.1,16214.9,89.8,2400.0,917510
300,28.6,2.2,11.0,2.2,99.3,1649.1,16214.9,89.8,2400.0,917510
400,27.8,1.4,9.0,1.0,99.3,1659.7,16214.9,89.2,2400.0,917510
500,28.1,1.8,9.1,1.7,99.3,1656.6,16214.9,89.8,2400.0,917510
600,28.3,3.1,9.3,1.4,99.3,1656.5,16214.9,89.2,2400.0,917510
700,27.6,1.6,8.4,1.0,99.4,1653.0,16214.9,88.7,2400.0,917510
800,28.0,2.1,8.4,1.0,99.3,1651.5,16214.9,89.2,2400.0,917510
900,27.9,2.8,8.5,1.3,99.4,1652.7,16214.9,89.8,2400.0,917510
1000,27.8,2.6,8.6,0.9,99.4,1651.5,16214.9,90.3,2400.0,917510
1100,27.6,1.6,7.5,1.0,99.5,1651.6,16214.9,88.1,2400.0,917510
1200,27.7,0.9,8.4,0.9,99.1,1650.8,16214.9,89.2,2400.0,917510
