frame,cpu_total,cpu0,cpu1,cpu2,cpu3,mem_used_mb,mem_total_mb,temp_c,freq_mhz,throttled
100,26.2,5.6,11.9,1.2,85.8,2318.1,16214.9,87.0,2400.0,917510
200,30.0,4.4,11.2,4.7,99.2,2314.4,16214.9,86.5,2400.0,917510
300,29.8,3.7,12.4,4.9,99.2,2305.0,16214.9,86.5,2400.0,917510
400,28.9,1.0,10.3,4.0,99.0,2311.5,16214.9,86.5,2400.0,917510
500,28.8,2.1,10.1,3.8,99.6,2308.7,16214.9,87.5,2400.0,917510
600,29.4,1.8,11.1,5.3,98.9,2304.1,16214.9,87.0,2400.0,917510
700,28.9,1.2,9.5,4.7,99.2,2302.3,16214.9,87.0,2400.0,917510
800,28.9,1.1,11.0,3.7,99.3,2303.3,16214.9,87.0,2400.0,917510
900,28.5,2.1,7.7,3.8,99.3,2303.8,16214.9,85.9,2400.0,917510
1000,28.7,3.1,9.0,3.1,99.3,2302.5,16214.9,87.0,2400.0,917510
1100,28.8,2.7,9.5,4.8,99.1,2302.8,16214.9,87.0,2400.0,917510
1200,28.5,2.0,8.5,3.0,99.4,2302.3,16214.9,86.5,2400.0,917510
1300,28.8,1.7,8.9,4.1,99.3,2299.2,16214.9,86.5,2400.0,917510
