frame,cpu_total,cpu0,cpu1,cpu2,cpu3,mem_used_mb,mem_total_mb,temp_c,freq_mhz,throttled
100,27.1,11.9,1.7,89.4,4.7,2328.2,16214.9,86.5,2400.0,917510
200,29.5,9.0,1.9,98.8,7.8,2268.9,16214.9,86.5,2400.0,917510
300,30.0,4.0,2.2,99.1,15.9,2279.6,16214.9,86.5,2400.0,917510
400,29.2,2.1,1.4,99.3,13.2,2288.1,16214.9,87.0,2400.0,917510
500,29.4,2.1,2.9,99.2,14.3,2289.2,16214.9,88.1,2400.0,917510
600,29.2,2.9,2.2,98.9,12.6,2289.4,16214.9,87.0,2400.0,917510
700,28.8,2.0,2.0,99.2,11.5,2292.2,16214.9,88.1,2400.0,917510
800,28.9,1.8,2.1,99.3,12.5,2292.7,16214.9,87.5,2400.0,917510
900,28.9,2.6,4.1,99.3,9.7,2294.3,16214.9,87.5,2400.0,917510
1000,29.0,2.7,4.3,99.2,9.2,2295.4,16214.9,87.0,2400.0,917510
1100,28.8,2.0,4.6,99.0,9.4,2295.9,16214.9,87.5,2400.0,917510
1200,28.9,2.4,4.7,99.4,10.0,2294.9,16214.9,87.0,2400.0,917510
1300,29.1,2.8,5.7,98.9,8.8,2293.9,16214.9,87.0,2400.0,917510
1400,28.5,1.3,4.5,99.4,7.8,2294.0,16214.9,88.1,2400.0,917510
