frame,cpu_total,cpu0,cpu1,cpu2,cpu3,mem_used_mb,mem_total_mb,temp_c,freq_mhz,throttled
100,26.6,1.6,7.8,89.9,6.0,1638.3,16214.9,89.8,2400.0,917510
200,28.3,2.3,7.6,99.2,4.2,1641.9,16214.9,89.2,2400.0,917510
300,28.3,3.4,6.5,99.2,5.3,1649.3,16214.9,90.3,2400.0,917510
400,28.6,2.7,6.4,99.3,5.3,1657.7,16214.9,88.7,2400.0,917510
500,28.1,3.1,6.6,99.2,2.8,1659.3,16214.9,88.7,2400.0,917510
600,28.5,4.1,6.9,99.3,4.1,1657.0,16214.9,89.8,2400.0,917510
700,28.0,3.2,6.0,99.3,3.5,1656.0,16214.9,88.1,2400.0,917510
800,28.1,2.7,6.1,99.3,3.7,1654.6,16214.9,90.3,2400.0,917510
900,28.4,2.9,6.2,99.4,4.5,1654.2,16214.9,88.7,2400.0,917510
1000,28.3,2.8,6.1,99.4,4.5,1654.8,16214.9,89.8,2400.0,917510
1100,27.7,3.9,4.8,99.4,2.1,1652.7,16214.9,89.8,2400.0,917510
1200,28.2,5.3,6.0,99.4,2.2,1650.7,16214.9,89.2,2400.0,917510
1300,28.0,3.8,7.1,99.1,1.6,1651.3,16214.9,89.2,2400.0,917510
