frame,cpu_total,cpu0,cpu1,cpu2,cpu3,mem_used_mb,mem_total_mb,temp_c,freq_mhz,throttled
100,27.0,15.2,87.9,2.7,2.7,2270.2,16214.9,84.8,2400.0,917510
200,30.0,16.7,99.2,2.0,1.6,2289.3,16214.9,85.9,2400.0,917510
300,29.0,12.3,99.2,2.6,2.5,2302.4,16214.9,85.9,2400.0,917510
400,29.2,11.4,99.0,4.7,2.7,2328.8,16214.9,85.4,2400.0,917510
500,28.7,8.8,99.2,4.2,0.8,2328.7,16214.9,85.4,2400.0,917510
600,29.7,11.9,99.3,6.2,2.9,2330.8,16214.9,85.4,2400.0,917510
700,29.0,10.3,99.2,4.3,1.3,2330.4,16214.9,85.9,2400.0,917510
800,28.8,7.4,99.0,5.6,2.7,2333.9,16214.9,87.0,2400.0,917510
900,28.9,8.0,99.3,6.4,0.8,2334.9,16214.9,85.4,2400.0,917510
1000,29.0,9.6,99.3,6.2,1.1,2333.2,16214.9,85.4,2400.0,917510
1100,29.2,9.9,99.1,5.4,1.9,2342.7,16214.9,87.0,2400.0,917510
1200,28.8,9.5,99.1,5.5,1.2,2340.5,16214.9,86.5,2400.0,917510
1300,29.1,9.1,99.3,6.5,1.8,2347.0,16214.9,87.0,2400.0,917510
1400,28.7,8.4,99.3,5.6,1.3,2348.2,16214.9,86.5,2400.0,917510
