frame,cpu_total,cpu0,cpu1,cpu2,cpu3,mem_used_mb,mem_total_mb,temp_c,freq_mhz,throttled
100,24.5,2.6,67.5,9.7,19.3,1603.1,16214.9,83.2,2400.0,917512
200,30.3,3.0,99.0,12.0,8.0,1610.4,16214.9,84.8,2400.0,917510
300,28.3,0.9,99.1,7.8,3.7,1620.3,16214.9,84.3,2400.0,917512
400,28.3,2.3,99.1,8.3,3.7,1624.0,16214.9,85.4,2400.0,917510
500,28.2,1.3,99.2,7.5,3.8,1638.2,16214.9,85.4,2400.0,917510
600,28.0,2.2,99.1,7.6,3.1,1641.2,16214.9,85.9,2400.0,917510
700,28.5,5.4,99.2,7.2,0.9,1637.0,16214.9,84.3,2400.0,917512
800,28.1,1.8,99.1,6.0,3.7,1636.4,16214.9,83.7,2400.0,917512
900,28.3,1.6,99.2,6.8,5.9,1634.5,16214.9,84.3,2400.0,917510
1000,28.0,1.4,99.1,6.1,3.4,1633.2,16214.9,84.8,2400.0,917512
1100,28.0,3.7,99.2,6.9,1.6,1639.0,16214.9,85.4,2400.0,917510
1200,28.3,4.3,99.2,7.7,0.4,1640.2,16214.9,85.9,2400.0,917510
1300,27.8,3.1,99.2,7.3,1.5,1635.1,16214.9,84.3,2400.0,917512
1400,28.1,4.9,99.3,6.4,1.1,1630.0,16214.9,85.9,2400.0,917510
1500,27.6,3.7,99.2,5.7,0.4,1632.3,16214.9,84.3,2400.0,917512
1600,28.1,4.7,99.2,7.4,1.9,1634.2,16214.9,84.8,2400.0,917512
