frame,cpu_total,cpu0,cpu1,cpu2,cpu3,mem_used_mb,mem_total_mb,temp_c,freq_mhz,throttled
100,25.9,60.9,10.1,29.0,2.7,1584.3,16214.9,86.5,2400.0,917510
200,28.6,98.8,12.3,0.8,2.1,1588.0,16214.9,87.5,2400.0,917510
300,28.4,99.2,9.9,2.1,2.1,1592.2,16214.9,88.1,2400.0,917510
400,27.9,99.1,4.0,0.9,7.1,1602.1,16214.9,87.5,2400.0,917510
500,28.5,99.2,4.2,1.7,8.4,1604.2,16214.9,87.0,2400.0,917510
600,28.5,99.1,5.5,2.9,7.3,1603.5,16214.9,88.1,2400.0,917510
700,28.4,99.6,2.6,1.3,9.3,1606.1,16214.9,88.7,2400.0,917510
800,28.3,99.2,1.6,2.0,11.4,1604.6,16214.9,88.7,2400.0,917510
900,28.0,99.2,0.8,1.6,9.9,1606.9,16214.9,88.7,2400.0,917510
1000,27.9,99.1,1.3,1.3,9.7,1606.6,16214.9,89.2,2400.0,917510
1100,28.3,99.2,2.5,2.5,8.9,1614.9,16214.9,88.7,2400.0,917510
1200,27.6,99.3,1.7,1.0,7.8,1626.5,16214.9,88.7,2400.0,917510
1300,27.9,99.2,2.4,2.0,8.4,1623.2,16214.9,87.5,2400.0,917510
1400,27.6,99.0,1.0,1.4,8.3,1615.0,16214.9,89.2,2400.0,917510
1500,28.1,99.6,0.9,1.8,9.5,1614.8,16214.9,87.5,2400.0,917510
