frame,cpu_total,cpu0,cpu1,cpu2,cpu3,mem_used_mb,mem_total_mb,temp_c,freq_mhz,throttled
100,26.4,1.4,4.9,92.0,6.7,1496.4,16214.9,61.7,2400.0,0
200,28.1,2.6,3.6,99.0,6.2,1508.0,16214.9,62.8,2400.0,0
300,28.3,3.8,4.5,99.2,5.7,1520.2,16214.9,63.4,2400.0,0
400,27.8,3.5,1.4,99.3,6.3,1519.5,16214.9,62.8,2400.0,0
500,27.7,3.3,1.3,99.4,5.6,1516.7,16214.9,62.8,2400.0,0
600,28.0,3.9,2.1,99.3,6.0,1511.2,16214.9,64.5,2400.0,0
700,28.1,3.8,1.4,99.3,6.1,1508.4,16214.9,65.0,2400.0,0
800,27.9,4.0,2.3,99.1,6.3,1532.1,16214.9,64.5,2400.0,0
900,28.4,1.5,1.5,99.3,10.2,1531.1,16214.9,65.5,2400.0,0
1000,28.4,2.5,1.9,99.4,10.5,1521.2,16214.9,66.1,2400.0,0
1100,27.6,1.6,0.9,99.1,7.6,1516.7,16214.9,66.1,2400.0,0
1200,28.4,2.6,2.6,99.4,10.2,1523.6,16214.9,66.1,2400.0,0
