frame,cpu_total,cpu0,cpu1,cpu2,cpu3,mem_used_mb,mem_total_mb,temp_c,freq_mhz,throttled
100,27.3,85.5,7.4,14.9,1.5,2281.6,16214.9,85.9,2400.0,917510
200,29.2,99.3,4.8,11.1,1.7,2289.6,16214.9,85.9,2400.0,917510
300,28.5,33.2,4.2,5.7,70.5,2289.1,16214.9,85.4,2400.0,917510
400,28.3,9.0,3.3,1.2,98.8,2296.7,16214.9,86.5,2400.0,917510
500,28.8,8.8,5.8,1.5,99.1,2296.8,16214.9,85.4,2400.0,917510
600,28.4,7.9,4.1,1.2,99.4,2299.1,16214.9,86.5,2400.0,917510
700,28.4,9.3,3.3,2.6,98.3,2300.7,16214.9,86.5,2400.0,917510
800,28.3,8.8,3.7,99.4,0.6,2299.2,16214.9,87.0,2400.0,917510
900,28.3,8.2,3.1,99.1,1.2,2301.5,16214.9,87.0,2400.0,917510
1000,28.2,6.7,4.4,99.4,1.6,2299.2,16214.9,87.0,2400.0,917510
1100,28.4,8.4,4.6,47.6,53.0,2299.3,16214.9,87.0,2400.0,917510
