frame,cpu_total,cpu0,cpu1,cpu2,cpu3,mem_used_mb,mem_total_mb,temp_c,freq_mhz,throttled
100,27.2,2.7,89.0,6.1,10.2,2308.3,16214.9,87.0,2400.0,917510
200,29.4,2.0,99.2,5.6,10.2,2307.6,16214.9,87.0,2400.0,917510
300,29.6,2.5,99.2,4.2,11.2,2306.0,16214.9,88.1,2400.0,917510
400,28.9,1.6,99.2,4.3,9.4,2309.5,16214.9,88.1,2400.0,917510
500,40.7,10.1,98.5,12.6,40.4,2332.3,16214.9,88.7,2400.0,917510
600,28.8,7.3,99.3,9.0,0.0,2325.5,16214.9,86.5,2400.0,917510
700,29.2,7.3,99.2,9.3,0.8,2323.7,16214.9,88.1,2400.0,917510
800,28.9,6.1,98.9,9.5,0.7,2320.2,16214.9,88.1,2400.0,917510
900,29.1,7.0,99.3,8.5,1.4,2320.7,16214.9,88.7,2400.0,917510
1000,28.6,3.7,99.3,9.4,0.4,2319.4,16214.9,88.1,2400.0,917510
1100,28.9,4.8,99.4,9.4,1.5,2318.9,16214.9,88.7,2400.0,917510
1200,28.8,5.4,99.1,9.2,1.2,2318.0,16214.9,87.5,2400.0,917510
1300,28.8,5.8,99.3,5.1,4.4,2313.8,16214.9,88.7,2400.0,917510
