frame,cpu_total,cpu0,cpu1,cpu2,cpu3,mem_used_mb,mem_total_mb,temp_c,freq_mhz,throttled
100,26.6,2.7,12.1,4.5,88.1,2287.6,16214.9,85.9,2400.0,917510
200,29.9,1.9,12.9,5.0,98.9,2290.3,16214.9,86.5,2400.0,917510
300,29.0,1.7,10.0,3.1,99.6,2299.2,16214.9,86.5,2400.0,917510
400,29.1,2.6,9.6,4.4,98.9,2309.0,16214.9,87.0,2400.0,917510
500,28.9,1.5,10.1,3.3,99.3,2312.2,16214.9,87.0,2400.0,917510
600,28.9,2.2,9.4,4.4,99.4,2311.9,16214.9,87.0,2400.0,917510
700,28.9,3.7,10.2,2.8,99.0,2311.5,16214.9,85.4,2400.0,917510
800,28.8,3.5,10.3,2.7,99.2,2314.5,16214.9,86.5,2400.0,917510
900,28.7,5.5,8.2,0.6,99.4,2315.0,16214.9,86.5,2400.0,917510
1000,29.0,5.2,9.6,1.0,99.4,2314.9,16214.9,87.0,2400.0,917510
1100,28.6,4.9,8.8,1.2,99.1,2314.5,16214.9,87.0,2400.0,917510
1200,28.5,4.8,8.1,0.6,99.4,2313.0,16214.9,88.1,2400.0,917510
1300,28.8,5.1,10.0,1.3,99.4,2313.4,16214.9,86.5,2400.0,917510
