frame,cpu_total,cpu0,cpu1,cpu2,cpu3,mem_used_mb,mem_total_mb,temp_c,freq_mhz,throttled
100,26.6,5.1,9.5,2.5,89.2,1623.8,16214.9,88.1,2400.0,917510
200,28.7,5.0,8.6,1.4,99.3,1634.7,16214.9,89.2,2400.0,917510
300,28.4,4.7,8.4,0.7,99.0,1643.4,16214.9,87.5,2400.0,917510
400,28.3,4.6,7.8,1.3,99.3,1642.4,16214.9,90.3,2400.0,917510
500,28.1,3.4,6.8,2.3,99.2,1643.8,16214.9,89.2,2400.0,917510
600,28.2,4.2,6.7,2.1,99.3,1640.9,16214.9,88.7,2400.0,917510
700,28.3,5.1,6.9,2.5,99.3,1640.6,16214.9,89.8,2400.0,917510
800,28.0,4.0,6.8,24.8,76.1,1641.0,16214.9,88.1,2400.0,917510
900,28.0,2.6,8.4,99.0,1.0,1644.2,16214.9,90.3,2400.0,917510
1000,28.1,3.1,7.1,99.4,1.5,1644.2,16214.9,90.3,2400.0,917510
1100,27.6,1.1,8.2,99.5,0.8,1643.6,16214.9,89.8,2400.0,917510
1200,27.8,1.0,8.9,99.3,1.7,1643.0,16214.9,89.8,2400.0,917510
1300,27.7,1.6,8.6,99.4,0.6,1643.6,16214.9,89.2,2400.0,917510
