frame,cpu_total,cpu0,cpu1,cpu2,cpu3,mem_used_mb,mem_total_mb,temp_c,freq_mhz,throttled
100,26.2,2.1,8.8,89.6,4.2,1634.5,16214.9,87.0,2400.0,917510
200,28.8,1.7,8.7,99.1,5.2,1641.9,16214.9,86.5,2400.0,917510
300,28.5,1.7,8.7,99.2,4.2,1647.0,16214.9,85.9,2400.0,917510
400,28.1,1.6,6.6,99.2,4.1,1657.8,16214.9,86.5,2400.0,917510
500,28.4,1.7,7.2,99.6,5.4,1659.0,16214.9,87.0,2400.0,917510
600,28.2,2.0,7.4,99.2,3.7,1653.4,16214.9,87.5,2400.0,917510
700,27.8,0.0,5.8,99.1,4.8,1651.0,16214.9,89.2,2400.0,917510
800,28.0,1.2,7.4,99.2,3.9,1647.5,16214.9,88.1,2400.0,917510
900,27.9,1.7,6.9,99.1,3.0,1646.9,16214.9,89.2,2400.0,917510
1000,27.9,1.4,8.0,99.3,3.5,1645.3,16214.9,87.5,2400.0,917510
