frame,cpu_total,cpu0,cpu1,cpu2,cpu3,mem_used_mb,mem_total_mb,temp_c,freq_mhz,throttled
100,24.8,8.9,1.6,22.5,66.5,2265.5,16214.9,83.2,2400.0,917512
200,30.9,5.9,6.9,11.1,98.4,2283.1,16214.9,82.6,2400.0,917512
300,30.8,6.9,12.9,3.9,99.0,2291.8,16214.9,83.7,2400.0,917512
400,30.0,4.1,12.9,2.3,99.1,2305.9,16214.9,84.8,2400.0,917512
500,29.5,3.0,13.4,3.5,98.7,2310.2,16214.9,84.8,2400.0,917512
600,30.1,2.6,16.2,2.6,99.1,2308.1,16214.9,84.8,2400.0,917510
700,29.8,2.1,15.3,3.4,99.1,2310.6,16214.9,84.8,2400.0,917510
800,29.8,1.3,14.8,3.1,99.1,2310.3,16214.9,85.4,2400.0,917510
900,29.9,2.8,14.9,3.6,99.2,2311.7,16214.9,84.8,2400.0,917510
1000,31.5,4.6,14.8,6.8,99.1,2305.7,16214.9,84.3,2400.0,917512
1100,28.9,2.2,11.6,3.7,99.3,2307.3,16214.9,85.4,2400.0,917510
1200,29.0,0.8,12.7,2.0,99.2,2309.6,16214.9,84.8,2400.0,917510
1300,28.9,2.2,12.6,0.4,98.9,2307.3,16214.9,84.8,2400.0,917510
1400,29.2,3.0,14.2,1.4,99.0,2305.8,16214.9,85.4,2400.0,917510
1500,29.1,2.2,13.3,1.5,99.3,2305.5,16214.9,84.8,2400.0,917510
1600,29.2,2.6,11.7,1.9,99.3,2304.0,16214.9,84.8,2400.0,917510
