frame,cpu_total,cpu0,cpu1,cpu2,cpu3,mem_used_mb,mem_total_mb,temp_c,freq_mhz,throttled
100,26.8,2.8,5.5,88.1,10.0,2288.8,16214.9,85.4,2400.0,917510
200,29.7,4.0,6.8,98.8,9.0,2288.2,16214.9,85.9,2400.0,917510
300,29.5,3.8,5.9,99.2,9.6,2287.7,16214.9,85.9,2400.0,917510
400,28.8,2.4,2.4,99.2,9.8,2288.9,16214.9,87.0,2400.0,917510
500,29.3,4.0,4.4,99.2,9.4,2288.9,16214.9,85.9,2400.0,917510
600,29.0,2.7,5.0,99.3,9.0,2290.2,16214.9,84.8,2400.0,917510
700,28.8,2.3,3.5,99.2,9.2,2291.7,16214.9,87.5,2400.0,917510
800,29.1,6.7,1.4,98.9,9.1,2292.4,16214.9,86.5,2400.0,917510
900,28.9,6.3,2.1,99.3,8.5,2293.0,16214.9,85.9,2400.0,917510
1000,28.6,5.3,1.4,99.3,7.8,2295.0,16214.9,84.8,2400.0,917510
1100,29.0,7.0,2.4,99.1,8.3,2295.9,16214.9,87.0,2400.0,917510
1200,28.4,4.5,0.6,99.4,8.2,2291.0,16214.9,86.5,2400.0,917510
1300,28.5,9.5,0.4,98.9,4.3,2295.1,16214.9,85.4,2400.0,917510
