frame,cpu_total,cpu0,cpu1,cpu2,cpu3,mem_used_mb,mem_total_mb,temp_c,freq_mhz,throttled
100,25.6,89.0,5.3,1.8,5.9,1633.7,16214.9,89.2,2400.0,917510
200,28.4,99.2,4.3,1.2,7.4,1644.8,16214.9,89.2,2400.0,917510
300,27.9,99.2,3.9,2.3,5.9,1655.2,16214.9,88.1,2400.0,917510
400,28.2,99.3,4.4,2.0,7.1,1667.4,16214.9,88.7,2400.0,917510
500,27.7,99.3,3.9,1.8,5.0,1662.9,16214.9,88.7,2400.0,917510
600,28.2,99.3,4.6,2.5,6.7,1654.8,16214.9,88.7,2400.0,917510
700,27.7,99.7,2.1,1.7,7.1,1654.4,16214.9,89.8,2400.0,917510
800,28.1,99.0,3.9,3.3,5.3,1651.0,16214.9,90.3,2400.0,917510
900,27.8,99.4,3.5,1.9,6.3,1649.2,16214.9,89.8,2400.0,917510
1000,27.9,99.4,3.7,2.5,5.9,1648.8,16214.9,90.3,2400.0,917510
1100,27.9,99.5,4.1,2.1,5.9,1653.3,16214.9,89.8,2400.0,917510
1200,27.8,99.2,2.8,2.0,6.2,1654.3,16214.9,88.7,2400.0,917510
