frame,cpu_total,cpu0,cpu1,cpu2,cpu3,mem_used_mb,mem_total_mb,temp_c,freq_mhz,throttled
100,27.4,89.5,10.4,7.6,1.7,2331.5,16214.9,85.9,2400.0,917510
200,29.3,98.8,9.4,6.6,1.9,2320.8,16214.9,86.5,2400.0,917510
300,29.3,99.2,10.1,5.5,2.0,2320.8,16214.9,85.4,2400.0,917510
400,28.5,53.7,8.8,47.6,4.2,2320.4,16214.9,87.5,2400.0,917510
500,28.8,2.0,9.7,99.2,3.3,2308.4,16214.9,85.9,2400.0,917510
600,28.8,1.5,9.5,99.3,4.4,2304.4,16214.9,86.5,2400.0,917510
700,29.1,1.9,10.3,99.2,5.4,2298.2,16214.9,87.0,2400.0,917510
800,28.9,1.4,10.3,98.9,4.6,2294.8,16214.9,85.9,2400.0,917510
900,28.5,1.4,9.1,99.3,2.5,2293.6,16214.9,87.0,2400.0,917510
1000,28.6,1.1,9.5,99.3,4.9,2294.0,16214.9,87.5,2400.0,917510
1100,28.7,1.6,10.0,99.4,2.9,2291.3,16214.9,86.5,2400.0,917510
1200,28.7,2.4,8.5,99.1,5.4,2292.2,16214.9,86.5,2400.0,917510
1300,28.9,4.1,9.9,99.3,2.2,2290.9,16214.9,87.5,2400.0,917510
