frame,cpu_total,cpu0,cpu1,cpu2,cpu3,mem_used_mb,mem_total_mb,temp_c,freq_mhz,throttled
100,27.8,7.0,3.5,89.5,10.9,2306.2,16214.9,85.9,2400.0,917510
200,29.6,5.3,2.4,99.2,10.8,2307.3,16214.9,85.9,2400.0,917510
300,29.2,5.4,2.5,99.2,9.5,2319.0,16214.9,85.9,2400.0,917510
400,29.0,4.0,2.0,99.2,8.8,2328.1,16214.9,86.5,2400.0,917510
500,29.2,6.0,1.7,99.1,9.5,2329.2,16214.9,85.9,2400.0,917510
600,29.3,5.2,2.7,99.3,9.7,2328.2,16214.9,87.0,2400.0,917510
700,29.0,4.0,2.6,99.1,10.2,2326.1,16214.9,87.0,2400.0,917510
800,29.4,6.4,1.8,99.3,10.1,2326.6,16214.9,85.4,2400.0,917510
900,29.1,6.3,1.2,99.2,9.7,2328.3,16214.9,86.5,2400.0,917510
1000,29.0,5.0,1.9,99.2,9.1,2327.3,16214.9,86.5,2400.0,917510
1100,28.6,5.2,1.3,99.4,7.5,2328.5,16214.9,86.5,2400.0,917510
1200,29.0,5.6,2.3,99.0,8.4,2325.6,16214.9,85.4,2400.0,917510
1300,28.9,5.3,2.3,99.3,9.4,2329.3,16214.9,86.5,2400.0,917510
1400,28.5,4.8,2.2,99.3,7.4,2326.1,16214.9,86.5,2400.0,917510
