frame,cpu_total,cpu0,cpu1,cpu2,cpu3,mem_used_mb,mem_total_mb,temp_c,freq_mhz,throttled
100,27.3,2.6,11.2,3.8,91.1,2326.1,16214.9,84.8,2400.0,917510
200,29.2,3.5,10.4,4.1,99.0,2323.3,16214.9,87.0,2400.0,917510
300,28.6,2.4,8.3,3.0,99.4,2323.5,16214.9,85.9,2400.0,917510
400,28.6,1.2,9.3,4.3,99.1,2322.5,16214.9,87.0,2400.0,917510
500,28.6,4.5,8.8,1.8,99.1,2319.6,16214.9,86.5,2400.0,917510
600,28.4,6.3,6.8,0.6,99.4,2318.9,16214.9,85.4,2400.0,917510
700,28.5,5.2,7.6,2.0,99.1,2318.9,16214.9,86.5,2400.0,917510
800,28.5,3.0,9.0,1.5,99.4,2319.3,16214.9,86.5,2400.0,917510
900,28.3,2.8,7.1,3.4,99.1,2323.3,16214.9,87.0,2400.0,917510
1000,28.3,2.8,6.9,3.6,99.1,2319.0,16214.9,86.5,2400.0,917510
1100,28.5,3.1,8.1,1.9,99.4,2319.0,16214.9,86.5,2400.0,917510
