frame,cpu_total,cpu0,cpu1,cpu2,cpu3,mem_used_mb,mem_total_mb,temp_c,freq_mhz,throttled
100,27.0,3.6,89.1,10.3,6.3,2276.3,16214.9,86.5,2400.0,917510
200,29.6,2.7,98.9,11.3,5.3,2287.6,16214.9,85.9,2400.0,917510
300,29.1,3.5,99.1,9.6,2.7,2300.6,16214.9,87.0,2400.0,917510
400,29.0,3.3,99.3,9.0,4.6,2319.7,16214.9,86.5,2400.0,917510
500,29.3,5.5,33.6,10.9,67.2,2325.8,16214.9,86.5,2400.0,917510
600,28.8,4.7,2.5,8.4,99.3,2323.4,16214.9,88.1,2400.0,917510
700,28.7,3.8,2.1,9.6,99.2,2322.5,16214.9,87.0,2400.0,917510
800,28.8,4.8,1.4,9.1,99.3,2317.0,16214.9,87.0,2400.0,917510
900,28.7,6.0,0.7,7.7,99.0,2303.4,16214.9,87.0,2400.0,917510
1000,28.5,4.9,1.0,8.0,99.3,2298.5,16214.9,87.5,2400.0,917510
1100,28.7,4.0,2.0,9.3,99.3,2292.3,16214.9,87.0,2400.0,917510
1200,29.0,5.1,2.1,9.2,99.1,2292.7,16214.9,87.0,2400.0,917510
1300,28.6,3.5,2.1,10.1,99.3,2290.1,16214.9,87.5,2400.0,917510
1400,28.4,2.4,4.4,8.1,99.0,2288.0,16214.9,87.0,2400.0,917510
