frame,cpu_total,cpu0,cpu1,cpu2,cpu3,mem_used_mb,mem_total_mb,temp_c,freq_mhz,throttled
100,27.9,32.8,27.8,26.6,24.9,1627.6,16214.9,84.3,2400.0,917512
200,31.2,31.0,27.4,32.6,33.6,1635.5,16214.9,84.8,2400.0,917510
300,28.9,31.3,25.6,30.4,28.6,1634.6,16214.9,84.8,2400.0,917510
400,28.8,30.7,27.3,26.2,30.4,1641.6,16214.9,86.5,2400.0,917510
500,30.0,33.6,24.5,32.1,30.4,1639.5,16214.9,85.4,2400.0,917510
600,29.5,33.0,29.1,27.5,29.2,1645.6,16214.9,84.8,1900.0,917510
700,29.3,32.8,27.4,29.9,26.3,1643.7,16214.9,84.8,2400.0,917510
800,29.3,29.1,27.7,33.0,27.9,1644.7,16214.9,85.4,2400.0,917510
900,29.1,29.9,25.0,31.7,29.6,1645.3,16214.9,84.8,2400.0,917510
1000,29.7,29.4,26.7,31.5,31.1,1642.7,16214.9,84.3,2400.0,917512
1100,29.7,30.5,28.3,28.9,30.9,1647.5,16214.9,84.8,2400.0,917510
1200,29.7,32.9,27.7,26.8,32.0,1649.7,16214.9,83.7,2400.0,917510
1300,28.6,30.5,26.8,26.9,30.5,1643.9,16214.9,85.4,2400.0,917510
1400,28.5,28.6,24.6,29.5,30.7,1641.9,16214.9,85.4,2400.0,917510
1500,28.9,30.6,24.7,29.4,31.3,1641.2,16214.9,85.9,2400.0,917510
1600,28.9,27.8,26.3,30.7,31.1,1644.0,16214.9,83.7,2400.0,917512
1700,29.2,29.4,26.2,29.7,30.7,1644.5,16214.9,84.3,1900.0,917512
1800,29.5,31.7,25.0,29.6,31.9,1643.7,16214.9,84.8,1900.0,917510
1900,29.0,29.9,27.9,30.2,28.5,1643.7,16214.9,85.9,2400.0,917510
2000,28.8,31.7,26.6,27.9,28.7,1646.3,16214.9,84.8,1900.0,917510
2100,28.8,30.0,24.8,27.9,32.2,1645.5,16214.9,83.7,2400.0,917512
2200,29.5,31.0,27.0,29.6,30.2,1646.2,16214.9,85.4,2400.0,917510
2300,28.8,26.8,27.4,30.6,30.7,1644.3,16214.9,85.4,2400.0,917510
2400,29.1,28.0,28.2,31.0,28.9,1644.0,16214.9,85.9,2400.0,917510
2500,29.5,29.7,25.7,32.1,30.2,1645.2,16214.9,85.4,2400.0,917510
2600,29.1,27.4,23.6,32.0,33.0,1643.8,16214.9,84.8,2400.0,917510
2700,28.7,33.6,26.7,25.6,29.2,1647.9,16214.9,84.3,2400.0,917512
2800,28.9,28.8,25.1,31.3,30.2,1648.0,16214.9,84.3,1900.0,917512
2900,28.0,31.8,27.1,26.1,26.8,1645.5,16214.9,87.5,2400.0,917510
3000,28.4,28.5,25.1,30.3,30.1,1643.4,16214.9,84.3,1800.0,917512
3100,29.0,31.0,27.1,31.0,27.5,1650.2,16214.9,83.7,2400.0,917510
3200,28.6,28.1,26.7,27.6,31.7,1649.8,16214.9,85.4,1900.0,917510
3300,29.3,29.6,28.2,32.0,27.6,1643.4,16214.9,85.4,2400.0,917510
3400,28.8,29.1,27.1,29.4,29.1,1649.6,16214.9,84.3,1900.0,917512
3500,28.4,28.8,22.7,31.0,31.7,1648.0,16214.9,84.8,2400.0,917510
3600,29.1,29.5,25.5,31.3,30.0,1645.4,16214.9,85.9,2400.0,917510
3700,29.3,34.2,24.6,26.7,31.3,1643.2,16214.9,84.8,2400.0,917510
3800,28.9,28.6,26.2,33.5,28.0,1644.1,16214.9,85.4,2400.0,917510
3900,28.6,29.1,25.6,27.0,32.7,1646.2,16214.9,84.3,2400.0,917512
4000,28.6,27.3,24.3,33.1,29.5,1648.7,16214.9,84.8,2400.0,917510
4100,28.7,30.5,24.9,30.9,28.4,1645.6,16214.9,84.8,2400.0,917510
4200,28.6,29.0,25.2,31.2,28.3,1646.1,16214.9,84.8,2400.0,917510
4300,29.4,30.5,28.1,29.7,29.5,1643.4,16214.9,84.3,2400.0,917512
