# platform=windows kernel=winnt host=LGE217-00157a sample_rate=48000
frame,samples,block_drops,buffer_pct,total_ms,wait_ms,exec_ms,copy_ms,sound_ms,tg_ms,ui_ms,plot_ms,bg_fps,bg_sps,bg_spf,fg_fps,fg_sps,fg_spf
1,48000,0,25.0,5.647,0.264,5.383,0.467,0.001,2.732,2.043,0.135,0.0,0.0,0.0,0.0,0.0,0.0
2,48000,0,25.0,6.511,0.165,6.346,0.384,0.002,2.990,2.469,0.493,0.0,0.0,0.0,0.0,0.0,0.0
3,48000,0,25.0,6.968,0.274,6.694,0.341,0.001,3.357,2.593,0.398,0.0,0.0,0.0,0.0,0.0,0.0
4,48000,0,25.0,8.760,0.172,8.588,0.381,0.001,5.983,1.327,0.893,1.2,57330.5,48000.0,1.2,57193.9,48000.0
5,48000,0,25.0,4.814,0.159,4.655,0.210,0.001,2.991,0.747,0.703,1.2,57330.5,48000.0,1.2,57193.9,48000.0
6,48000,0,25.0,6.648,0.297,6.351,0.295,0.001,1.832,2.883,1.335,0.8,39473.7,48000.0,0.8,39506.2,48000.0
7,48000,0,25.0,4.192,0.248,3.944,0.282,0.000,1.588,0.890,1.179,0.8,39473.7,48000.0,0.8,39506.2,48000.0
8,48000,0,25.0,7.036,0.240,6.796,0.279,0.002,3.990,0.927,1.594,0.7,32312.4,48000.0,0.7,32312.4,48000.0
9,48000,0,25.0,5.878,0.143,5.735,0.224,0.000,2.346,0.802,2.360,0.7,32312.4,48000.0,0.7,32312.4,48000.0
10,48000,0,25.0,6.530,0.140,6.390,0.291,0.005,3.475,1.009,1.605,0.7,32312.4,48000.0,0.7,32312.4,48000.0
11,48000,0,25.0,6.241,0.313,5.928,0.292,0.002,2.579,0.913,2.137,1.1,52041.9,48000.0,1.1,52060.7,48000.0
12,48000,0,25.0,10.581,0.174,10.407,0.267,0.002,4.019,4.474,1.642,1.1,52041.9,48000.0,1.1,52060.7,48000.0
13,49920,0,26.0,8.464,0.227,8.237,0.319,0.001,4.727,1.135,2.051,0.7,32263.6,48960.0,0.7,32231.7,48960.0
14,48000,0,25.0,5.160,0.276,4.884,0.258,0.000,1.568,0.818,2.235,0.7,32263.6,48960.0,0.7,32231.7,48960.0
15,48000,0,25.0,8.953,0.283,8.670,0.358,0.000,4.845,1.163,2.299,0.7,32263.6,48960.0,0.7,32231.7,48960.0
16,48000,0,25.0,5.702,0.231,5.471,0.207,0.001,1.766,0.764,2.728,1.1,54033.8,48000.0,1.1,54094.7,48000.0
17,48000,0,25.0,5.848,0.241,5.607,0.233,0.000,1.836,0.821,2.711,1.1,54033.8,48000.0,1.1,54094.7,48000.0
18,48000,0,25.0,5.619,0.213,5.406,0.255,0.000,1.375,0.923,2.849,0.8,39916.8,48000.0,0.8,39916.8,48000.0
19,48000,0,25.0,7.390,0.195,7.195,0.248,0.000,2.563,0.876,3.504,0.8,39916.8,48000.0,0.8,39916.8,48000.0
20,48000,0,25.0,8.186,0.183,8.003,0.364,0.003,2.875,1.217,3.538,0.8,39916.8,48000.0,0.8,39916.8,48000.0
21,48000,0,25.0,11.237,0.132,11.105,0.442,0.003,5.836,1.608,3.213,1.0,48273.6,48000.0,1.0,48176.6,48000.0
22,48000,0,25.0,9.796,0.149,9.647,0.313,0.001,4.671,1.028,3.632,0.4,18957.3,48000.0,0.4,18972.3,48000.0
23,48000,0,25.0,15.502,0.037,15.465,0.208,0.003,2.941,8.601,3.709,0.4,18957.3,48000.0,0.4,18972.3,48000.0
24,51840,0,27.0,9.574,0.340,9.234,0.266,0.002,1.599,1.008,6.357,0.6,30690.5,48000.0,0.6,31918.2,49920.0
25,1920,0,1.0,7.291,2.596,4.695,0.009,0.000,0.117,0.045,4.522,0.6,30690.5,48000.0,0.6,31918.2,49920.0
26,1920,0,1.0,6.930,2.552,4.378,0.008,0.000,0.119,0.027,4.222,0.6,30690.5,48000.0,0.6,31918.2,49920.0
27,1920,0,1.0,6.412,1.612,4.800,0.010,0.000,0.133,0.059,4.597,0.6,30690.5,48000.0,0.6,31918.2,49920.0
28,1920,0,1.0,3.403,0.058,3.345,0.011,0.003,0.121,0.029,3.181,0.6,30690.5,48000.0,0.6,31918.2,49920.0
29,1920,0,1.0,4.873,0.421,4.452,0.008,0.001,0.137,0.042,4.262,0.6,30690.5,48000.0,0.6,31918.2,49920.0
30,1920,0,1.0,7.967,3.381,4.586,0.018,0.001,0.116,0.038,4.412,0.6,30690.5,48000.0,0.6,31918.2,49920.0
31,1920,0,1.0,4.582,0.043,4.539,0.009,0.000,0.139,0.039,4.351,0.6,30690.5,48000.0,0.6,31918.2,49920.0
32,1920,0,1.0,9.729,5.142,4.587,0.009,0.000,0.122,0.043,4.413,0.6,30690.5,48000.0,0.6,31918.2,49920.0
33,1920,0,1.0,4.921,0.865,4.056,0.009,0.001,0.122,0.039,3.884,0.6,30690.5,48000.0,0.6,31918.2,49920.0
34,1920,0,1.0,4.069,0.127,3.942,0.009,0.000,0.116,0.043,3.774,0.6,30690.5,48000.0,0.6,31918.2,49920.0
35,1920,0,1.0,8.311,3.591,4.720,0.009,0.000,0.139,0.048,4.524,0.6,30690.5,48000.0,0.6,31918.2,49920.0
36,1920,0,1.0,5.622,0.061,5.561,0.009,0.000,0.113,0.040,5.398,0.6,30690.5,48000.0,0.6,31918.2,49920.0
