frame,cpu_total,cpu0,cpu1,cpu2,cpu3,mem_used_mb,mem_total_mb,temp_c,freq_mhz,throttled
100,26.4,25.7,27.0,27.9,25.4,1751.9,16214.9,84.3,2400.0,917512
200,30.3,30.4,28.0,32.3,30.5,1740.8,16214.9,84.3,1900.0,917512
300,29.9,26.4,28.4,31.4,33.1,1715.0,16214.9,84.8,2400.0,917510
400,29.2,33.1,24.5,29.5,29.5,1711.9,16214.9,85.4,2400.0,917510
500,30.4,33.1,29.9,28.3,30.4,1707.6,16214.9,84.3,2400.0,917512
600,28.9,29.8,27.0,30.6,28.2,1699.0,16214.9,84.3,2400.0,917512
700,29.5,29.5,30.3,28.8,29.3,1705.6,16214.9,84.8,2400.0,917510
800,28.8,28.1,25.4,29.3,32.2,1706.5,16214.9,84.8,2400.0,917510
900,29.6,29.6,28.0,31.1,29.4,1706.5,16214.9,84.3,1900.0,917512
1000,30.0,27.4,27.1,31.6,34.5,1695.7,16214.9,85.4,2400.0,917510
1100,29.7,31.7,25.2,28.8,33.1,1695.6,16214.9,84.8,1800.0,917510
1200,29.8,27.8,30.0,29.0,31.8,1699.0,16214.9,83.2,2400.0,917512
1300,29.3,31.4,25.3,33.2,28.2,1706.2,16214.9,84.8,2400.0,917510
1400,28.6,28.7,26.0,31.5,27.5,1722.7,16214.9,83.7,2400.0,917512
1500,31.2,29.8,30.6,33.4,31.3,1746.9,16214.9,85.4,2400.0,917510
1600,29.3,29.8,24.9,32.4,29.3,1730.4,16214.9,84.3,2400.0,917512
1700,40.3,41.9,42.9,37.1,39.5,1731.4,16214.9,85.4,2400.0,917510
1800,34.2,36.2,33.1,32.2,35.1,1732.5,16214.9,85.4,2400.0,917510
1900,33.4,29.8,31.9,38.0,33.7,1733.0,16214.9,83.7,2400.0,917510
2000,30.2,30.3,28.4,32.0,30.8,1694.0,16214.9,83.7,2400.0,917510
2100,28.5,31.1,23.3,30.3,29.2,1695.2,16214.9,84.3,2400.0,917512
2200,29.4,29.6,28.5,28.1,31.3,1702.5,16214.9,83.7,2400.0,917512
2300,29.0,26.2,27.5,32.9,29.4,1712.7,16214.9,85.4,2400.0,917510
2400,29.0,31.2,27.0,29.2,28.6,1719.8,16214.9,83.7,2400.0,917512
2500,29.4,28.6,27.9,29.9,30.7,1724.5,16214.9,84.8,2400.0,917510
2600,29.2,34.1,24.8,31.9,26.9,1717.7,16214.9,84.8,2400.0,917510
2700,29.0,32.2,25.9,27.2,30.7,1726.9,16214.9,84.8,2400.0,917510
2800,28.9,29.3,26.3,33.0,27.0,1739.8,16214.9,84.3,2400.0,917510
2900,29.6,31.9,24.0,32.8,29.6,1736.2,16214.9,84.8,2400.0,917510
3000,29.4,27.6,29.5,34.5,25.5,1726.1,16214.9,86.5,2400.0,917510
3100,29.5,28.3,29.8,29.1,31.0,1728.0,16214.9,84.3,2400.0,917512
3200,29.3,24.8,30.7,30.4,30.9,1725.8,16214.9,83.7,2400.0,917512
3300,28.9,25.5,31.7,31.7,26.8,1731.4,16214.9,84.8,2400.0,917510
3400,29.4,25.9,26.3,32.0,33.8,1732.9,16214.9,84.8,2400.0,917510
3500,29.5,25.2,30.4,28.9,32.3,1735.2,16214.9,85.4,2400.0,917510
3600,28.1,27.9,28.6,29.4,27.0,1738.3,16214.9,85.9,2400.0,917510
3700,29.3,28.4,28.0,30.9,28.9,1697.7,16214.9,84.3,2400.0,917510
3800,29.2,25.3,31.7,32.4,27.6,1718.5,16214.9,83.7,2400.0,917512
3900,30.0,25.4,30.9,33.1,31.3,1714.8,16214.9,85.4,2400.0,917512
4000,29.1,27.9,30.0,30.6,27.5,1712.7,16214.9,85.4,2400.0,917510
4100,28.9,24.8,32.0,30.0,28.5,1725.7,16214.9,83.7,2400.0,917512
4200,29.0,23.6,31.9,28.4,32.1,1735.6,16214.9,86.5,2400.0,917510
4300,29.1,25.2,28.6,32.6,30.1,1732.1,16214.9,84.8,2400.0,917510
4400,29.0,25.6,25.8,33.0,31.5,1724.9,16214.9,83.7,2400.0,917512
4500,29.3,24.5,31.2,29.6,31.0,1730.2,16214.9,85.4,2400.0,917510
4600,29.1,28.7,29.6,29.8,28.9,1726.1,16214.9,84.8,2400.0,917510
4700,28.5,27.9,30.7,28.1,27.7,1721.9,16214.9,85.4,2400.0,917510
4800,29.2,28.0,34.5,27.7,26.4,1726.0,16214.9,84.8,2400.0,917510
4900,28.5,24.3,30.3,28.0,30.7,1721.5,16214.9,84.3,2400.0,917512
5000,28.5,24.5,27.4,33.1,30.0,1719.6,16214.9,84.8,2400.0,917510
5100,28.8,27.1,31.1,27.0,29.4,1724.1,16214.9,84.3,1800.0,917512
