frame,cpu_total,cpu0,cpu1,cpu2,cpu3,mem_used_mb,mem_total_mb,temp_c,freq_mhz,throttled
100,26.3,25.6,29.4,24.7,25.3,1645.3,16214.9,84.3,2400.0,917512
200,30.6,31.1,29.8,31.2,30.7,1651.9,16214.9,84.3,1800.0,917510
300,29.7,33.3,28.8,26.0,30.9,1663.5,16214.9,86.5,2400.0,917510
400,31.7,35.0,34.0,27.3,30.6,1673.3,16214.9,85.4,2400.0,917510
500,30.6,30.6,30.4,27.9,33.3,1674.7,16214.9,85.4,1800.0,917510
600,30.6,32.5,31.5,26.8,31.6,1674.4,16214.9,85.4,2400.0,917510
700,29.4,29.9,29.4,26.5,31.4,1676.7,16214.9,84.8,2400.0,917510
800,29.4,31.0,27.9,30.6,28.6,1677.4,16214.9,85.4,2400.0,917510
900,29.4,29.0,32.1,22.8,33.3,1676.9,16214.9,85.4,2400.0,917510
1000,29.6,29.4,31.6,25.0,32.3,1680.2,16214.9,84.3,2400.0,917512
1100,29.5,26.2,32.4,27.2,32.3,1682.0,16214.9,85.9,1900.0,917510
1200,30.7,34.8,30.9,28.1,29.3,1680.6,16214.9,83.7,2400.0,917512
1300,28.9,33.5,30.0,23.2,28.6,1675.7,16214.9,85.4,1900.0,917510
1400,29.0,30.4,30.7,25.2,29.6,1677.5,16214.9,85.9,2400.0,917510
1500,28.5,28.3,31.2,24.9,29.5,1679.0,16214.9,85.9,1900.0,917510
1600,29.1,28.5,29.9,26.6,32.0,1677.8,16214.9,85.4,2400.0,917510
1700,29.4,32.0,27.0,27.6,31.0,1679.0,16214.9,85.4,1900.0,917510
1800,29.6,34.9,26.0,25.9,31.5,1676.2,16214.9,86.5,2400.0,917510
1900,29.0,28.5,29.9,26.9,30.8,1681.0,16214.9,85.4,2400.0,917510
2000,29.0,31.7,32.1,21.7,30.7,1678.7,16214.9,85.4,2400.0,917510
2100,29.6,31.2,28.8,29.5,28.7,1679.0,16214.9,85.9,1800.0,917510
2200,29.3,29.7,28.6,27.9,31.6,1675.7,16214.9,84.8,2400.0,917510
2300,28.9,26.9,34.2,24.7,29.6,1679.0,16214.9,85.9,2400.0,917510
