frame,cpu_total,cpu0,cpu1,cpu2,cpu3,mem_used_mb,mem_total_mb,temp_c,freq_mhz,throttled
100,26.1,9.9,5.5,76.6,13.5,1746.1,16214.9,75.5,2400.0,0
200,32.5,34.4,10.3,70.0,15.3,1801.1,16214.9,77.7,2400.0,0
300,36.0,98.6,19.4,9.7,15.6,1844.3,16214.9,78.2,2400.0,0
400,39.8,98.7,22.7,15.6,23.5,1831.8,16214.9,79.3,2400.0,0
500,32.1,98.6,8.3,5.3,14.9,1841.0,16214.9,79.9,2400.0,0
600,32.7,53.5,9.6,50.2,18.1,1867.8,16214.9,79.3,2400.0,0
700,33.1,5.1,8.2,98.2,18.4,1886.4,16214.9,81.0,2400.0,0
800,34.7,7.5,9.8,98.6,22.8,1922.6,16214.9,79.9,2400.0,524288
900,35.5,8.6,11.2,98.2,21.8,1912.3,16214.9,81.5,2400.0,524296
1000,32.1,2.8,6.9,98.6,18.8,1929.0,16214.9,80.4,2400.0,524288
1100,33.5,12.0,9.1,98.2,14.5,1941.6,16214.9,82.0,2400.0,524296
1200,33.6,19.6,12.7,98.2,2.3,1959.3,16214.9,82.6,2400.0,524296
1300,31.7,16.7,9.6,98.6,1.4,1929.9,16214.9,82.0,2400.0,524296
1400,30.8,14.5,7.1,98.2,2.3,1950.3,16214.9,82.6,2400.0,524296
1500,30.4,15.0,4.2,98.6,2.8,1962.1,16214.9,83.2,2400.0,524296
1600,30.2,13.6,5.6,98.6,3.7,1965.2,16214.9,83.7,2400.0,524296
1700,30.1,14.5,4.7,98.6,2.3,1975.4,16214.9,83.2,2400.0,524296
1800,30.0,11.6,6.3,98.6,2.7,1941.4,16214.9,83.2,2400.0,524296
1900,35.8,19.4,13.4,98.3,10.6,1916.9,16214.9,83.7,2400.0,524296
2000,30.1,12.1,6.0,98.7,3.4,1926.5,16214.9,82.6,2400.0,917512
2100,30.4,14.6,6.1,98.7,2.2,1890.4,16214.9,83.7,2400.0,917512
2200,30.0,9.6,39.1,15.1,55.3,1877.8,16214.9,84.3,2400.0,917512
2300,29.3,3.9,2.1,12.6,98.7,1918.0,16214.9,83.7,2400.0,917512
2400,30.1,7.3,11.2,2.5,98.7,1904.9,16214.9,84.3,2400.0,917512
2500,29.7,7.4,10.2,37.5,63.3,1912.1,16214.9,83.2,2400.0,917512
2600,29.3,2.2,10.8,4.3,98.7,1880.1,16214.9,83.2,2400.0,917512
2700,30.1,3.0,12.9,5.2,98.3,1903.6,16214.9,83.2,2400.0,917510
2800,29.4,2.2,11.3,5.6,98.7,1889.1,16214.9,83.7,2400.0,917512
2900,30.5,7.2,11.2,4.5,98.8,1869.2,16214.9,84.3,2400.0,917512
3000,29.5,1.8,11.8,4.3,98.7,1858.4,16214.9,83.2,2400.0,917512
3100,29.5,1.7,11.8,5.1,98.7,1854.8,16214.9,84.3,2400.0,917512
3200,29.8,2.5,11.5,5.3,98.8,1849.3,16214.9,83.2,2400.0,917512
3300,29.8,3.1,11.2,6.0,98.7,1835.5,16214.9,84.3,2400.0,917512
3400,31.6,11.1,15.9,7.0,91.8,1802.5,16214.9,84.3,2400.0,917512
3500,30.1,92.2,19.0,5.3,5.0,1784.0,16214.9,84.3,2400.0,917512
3600,30.2,12.3,98.7,6.0,4.9,1775.9,16214.9,83.2,2400.0,917512
3700,30.1,13.8,98.3,5.0,4.8,1733.2,16214.9,84.8,2400.0,917512
3800,30.5,14.4,98.7,4.3,4.6,1775.7,16214.9,83.2,2400.0,917512
3900,29.7,11.1,98.7,4.7,4.1,1781.9,16214.9,84.3,2400.0,917512
4000,30.5,13.7,98.7,4.7,3.8,1818.7,16214.9,84.3,2400.0,917512
4100,30.1,11.6,98.8,6.9,4.2,1810.3,16214.9,84.3,2400.0,917512
4200,29.5,11.8,98.8,4.5,2.8,1833.1,16214.9,83.2,2400.0,917512
4300,29.5,11.5,98.8,4.5,3.2,1817.7,16214.9,84.8,2400.0,917510
4400,29.4,10.0,98.4,4.5,2.8,1837.3,16214.9,83.2,2400.0,917512
4500,29.4,11.9,98.8,4.5,2.8,1825.0,16214.9,83.2,2400.0,917512
4600,30.3,16.5,98.7,4.6,2.1,1838.2,16214.9,84.3,2400.0,917512
4700,29.2,10.1,98.8,4.7,2.7,1822.1,16214.9,84.3,2400.0,917512
4800,29.0,8.8,98.7,6.0,1.7,1833.0,16214.9,83.2,2400.0,917512
4900,29.3,10.8,98.8,5.1,2.4,1817.0,16214.9,84.8,2400.0,917510
5000,29.1,3.4,98.3,11.4,3.0,1834.6,16214.9,85.4,2400.0,917510
5100,28.6,2.4,99.2,2.3,9.4,1820.6,16214.9,84.3,2400.0,917512
5200,29.2,10.5,98.8,2.4,4.0,1837.2,16214.9,84.8,2400.0,917512
5300,28.9,10.5,98.8,0.8,4.0,1826.9,16214.9,83.7,2400.0,917512
5400,29.9,14.5,98.9,2.6,4.5,1845.7,16214.9,84.3,2400.0,917510
5500,29.3,10.7,98.8,2.7,5.1,1828.8,16214.9,84.3,2400.0,917512
5600,29.1,12.5,98.8,2.0,1.7,1846.1,16214.9,84.8,2400.0,917510
5700,29.1,11.8,98.8,2.7,4.2,1833.1,16214.9,83.2,2400.0,917512
5800,28.6,9.8,32.5,2.6,68.6,1814.4,16214.9,83.7,2400.0,917512
5900,28.6,8.9,0.4,4.0,98.9,1831.0,16214.9,84.3,2400.0,917512
6000,28.6,9.6,0.4,4.7,98.8,1821.8,16214.9,83.7,2400.0,917512
6100,29.4,13.2,0.8,4.8,98.8,1812.1,16214.9,83.2,2400.0,917512
6200,28.5,11.7,9.5,2.5,90.5,1825.0,16214.9,84.3,2400.0,917512
6300,28.4,9.3,12.5,1.2,89.6,1807.7,16214.9,84.8,2400.0,917510
6400,29.0,10.0,5.1,1.8,98.5,1830.1,16214.9,84.8,2400.0,917510
6500,28.8,9.0,4.8,1.5,98.9,1819.0,16214.9,84.8,2400.0,917510
6600,28.6,9.1,3.3,1.7,98.8,1804.9,16214.9,84.8,2400.0,917510
6700,28.3,7.9,3.6,1.5,98.9,1823.2,16214.9,84.8,2400.0,917510
6800,28.4,9.4,3.9,0.8,98.8,1809.9,16214.9,84.3,2400.0,917512
6900,29.3,11.4,4.8,2.0,99.2,1823.5,16214.9,84.8,2400.0,917510
7000,28.6,0.4,4.4,9.2,98.8,1812.1,16214.9,85.9,2400.0,917510
7100,28.5,1.5,3.0,9.4,98.9,1800.2,16214.9,84.3,2400.0,917512
7200,28.7,2.1,4.1,9.4,99.2,1818.7,16214.9,85.9,2400.0,917510
7300,28.1,2.0,90.0,9.7,10.4,1804.8,16214.9,84.3,2400.0,917512
7400,28.1,5.0,98.9,7.2,1.1,1809.3,16214.9,83.2,2400.0,917512
7500,28.8,9.8,98.9,3.4,1.1,1812.5,16214.9,84.3,2400.0,917512
7600,28.5,10.3,99.3,3.7,0.7,1797.3,16214.9,83.7,2400.0,917512
7700,28.3,6.0,98.8,6.7,1.2,1810.1,16214.9,83.2,2400.0,917512
7800,28.2,1.6,99.2,10.0,0.8,1801.7,16214.9,84.8,2400.0,917510
7900,28.2,3.4,19.9,88.0,0.7,1778.2,16214.9,84.3,2400.0,917512
8000,28.4,4.0,8.5,99.3,1.1,1768.8,16214.9,83.7,2400.0,917512
8100,28.0,2.7,8.5,98.9,0.7,1753.1,16214.9,84.3,2400.0,917512
8200,28.7,5.0,9.7,98.5,1.9,1755.0,16214.9,84.8,2400.0,917510
8300,28.6,2.9,8.2,99.3,2.2,1755.2,16214.9,83.2,2400.0,917512
8400,28.6,3.1,8.0,98.9,3.5,1767.2,16214.9,84.8,2400.0,917510
8500,28.5,1.9,8.4,99.3,3.7,1778.0,16214.9,84.8,2400.0,917510
8600,28.4,1.2,8.0,98.9,3.8,1782.7,16214.9,84.8,2400.0,917510
8700,28.6,1.1,8.8,98.9,4.4,1807.1,16214.9,84.8,2400.0,917510
8800,28.0,1.6,6.8,99.2,2.8,1799.7,16214.9,83.2,2400.0,917512
8900,28.5,2.8,10.2,99.2,3.6,1795.0,16214.9,85.4,2400.0,917510
9000,28.5,1.6,8.7,98.8,2.8,1791.9,16214.9,85.4,2400.0,917510
9100,28.7,4.4,8.6,99.0,2.8,1780.7,16214.9,84.8,2400.0,917510
9200,28.4,1.5,8.9,98.9,2.9,1771.0,16214.9,84.3,2400.0,917512
9300,28.1,1.4,8.7,99.0,2.1,1776.7,16214.9,84.8,2400.0,917510
9400,28.4,1.5,7.3,99.3,3.7,1804.0,16214.9,84.3,2400.0,917512
9500,28.0,1.2,8.0,98.9,3.4,1803.5,16214.9,84.8,2400.0,917512
9600,28.6,1.6,9.8,98.8,3.2,1775.3,16214.9,84.3,2400.0,917512
9700,28.0,2.3,7.7,98.9,1.9,1803.9,16214.9,84.8,2400.0,917510
9800,29.5,5.6,8.7,99.2,4.2,1778.4,16214.9,84.8,2400.0,917510
9900,28.6,2.9,9.3,98.9,4.3,1764.6,16214.9,84.8,2400.0,917510
10000,28.5,2.2,8.8,98.9,3.9,1742.2,16214.9,85.4,2400.0,917510
10100,27.4,1.4,7.7,95.4,4.2,1755.8,16214.9,84.3,2400.0,917512
10200,28.4,1.9,8.6,99.3,1.9,1769.3,16214.9,84.8,2400.0,917510
10300,28.2,1.9,8.5,98.9,2.9,1763.1,16214.9,84.3,2400.0,917512
10400,28.6,2.5,9.6,99.0,2.5,1775.3,16214.9,84.8,2400.0,917512
10500,29.6,7.1,10.0,98.8,3.5,1765.1,16214.9,83.2,2400.0,917512
10600,28.5,2.3,8.0,98.9,3.8,1787.9,16214.9,84.8,2400.0,917510
10700,28.6,1.2,9.3,98.8,3.9,1794.2,16214.9,84.8,2400.0,917510
10800,28.8,8.1,3.4,99.2,3.5,1797.8,16214.9,84.3,2400.0,917512
10900,28.8,9.6,2.2,98.9,4.7,1805.3,16214.9,84.8,2400.0,917512
11000,27.2,7.4,1.4,95.1,2.6,1802.4,16214.9,84.8,2400.0,917510
11100,28.5,10.8,49.8,50.8,2.4,1770.7,16214.9,85.4,2400.0,917510
11200,29.0,44.0,63.2,1.5,7.1,1755.5,16214.9,85.4,2400.0,917510
11300,27.9,99.3,1.4,1.4,9.5,1738.5,16214.9,84.8,2400.0,917510
11400,27.9,99.3,1.5,0.8,9.6,1725.5,16214.9,84.3,2400.0,917510
11500,28.2,97.9,1.0,2.8,11.0,1749.4,16214.9,82.6,2400.0,917512
11600,28.4,1.2,1.1,99.2,11.5,1763.7,16214.9,84.8,2400.0,917510
11700,28.0,1.2,26.3,75.0,8.5,1787.6,16214.9,84.8,2400.0,917510
11800,28.5,3.6,98.9,7.9,3.5,1808.7,16214.9,83.7,2400.0,917512
