frame,cpu_total,cpu0,cpu1,cpu2,cpu3,mem_used_mb,mem_total_mb,temp_c,freq_mhz,throttled
100,5.7,6.1,4.4,4.4,8.0,997.9,16214.9,59.5,2400.0,0
200,36.3,5.6,26.7,12.7,99.1,1132.9,16214.9,59.0,2400.0,0
300,31.5,1.9,16.9,7.1,98.9,1197.9,16214.9,59.5,2400.0,0
400,43.9,32.0,27.5,16.1,99.2,1208.1,16214.9,60.6,2400.0,0
500,29.5,2.7,8.4,7.6,99.2,1199.0,16214.9,60.6,2400.0,0
600,26.7,0.4,4.0,2.4,99.6,1168.8,16214.9,60.1,2400.0,0
700,28.0,1.1,8.1,3.7,99.3,1166.4,16214.9,60.6,2400.0,0
800,27.3,1.6,5.6,2.8,99.2,1141.4,16214.9,60.6,2400.0,0
900,27.4,0.7,4.8,3.6,99.3,1128.0,16214.9,61.1,2400.0,0
1000,27.8,3.2,7.4,2.4,99.2,1055.6,16214.9,61.1,2400.0,0
1100,27.9,1.5,7.0,3.0,99.6,1037.1,16214.9,60.6,2400.0,0
1200,26.9,1.1,4.2,1.5,99.3,1024.2,16214.9,60.6,2400.0,0
