frame,samples,total_ms,wait_ms,exec_ms,copy_ms,sound_ms,tg_ms,ui_ms,plot_ms,bg_fps,bg_sps,bg_spf,fg_fps,fg_sps,fg_spf
37,2048,36.103,29.398,6.705,0.019,0.001,4.316,0.671,1.688,0.0,0.0,0.0,0.0,0.0,0.0
38,2048,31.327,25.399,5.928,0.020,0.001,3.424,0.693,1.781,0.0,0.0,0.0,0.0,0.0,0.0
39,1024,22.241,19.185,3.056,0.009,0.001,0.709,0.346,1.981,0.0,0.0,0.0,0.0,0.0,0.0
40,1024,3.802,0.734,3.068,0.007,0.001,0.817,0.353,1.888,0.0,0.0,0.0,0.0,0.0,0.0
41,1024,17.646,13.305,4.341,0.010,0.001,1.894,0.372,2.056,0.0,0.0,0.0,0.0,0.0,0.0
42,2048,35.517,29.203,6.314,0.017,0.001,3.524,0.727,2.040,0.0,0.0,0.0,0.0,0.0,0.0
43,2048,32.575,25.850,6.725,0.019,0.001,3.925,0.694,2.078,0.0,0.0,0.0,0.0,0.0,0.0
44,2048,27.811,22.322,5.489,0.021,0.000,2.582,0.695,2.181,0.0,0.0,0.0,0.0,0.0,0.0
45,1024,22.919,17.842,5.077,0.011,0.001,2.332,0.364,2.359,0.0,0.0,0.0,0.0,0.0,0.0
46,1024,6.236,1.406,4.830,0.008,0.000,2.291,0.343,2.186,0.0,0.0,0.0,0.0,0.0,0.0
47,1024,21.578,16.363,5.215,0.010,0.001,2.495,0.389,2.310,0.0,0.0,0.0,0.0,0.0,0.0
48,1024,5.365,0.162,5.203,0.008,0.001,2.571,0.342,2.279,0.0,0.0,0.0,0.0,0.0,0.0
49,1024,19.512,14.278,5.234,0.010,0.001,2.428,0.361,2.424,0.0,0.0,0.0,0.0,0.0,0.0
50,2048,35.279,28.308,6.971,0.016,0.000,3.726,0.716,2.506,0.0,0.0,0.0,0.0,0.0,0.0
51,2048,31.196,24.093,7.103,0.020,0.001,3.726,0.767,2.581,0.0,0.0,0.0,0.0,0.0,0.0
52,1024,24.283,18.587,5.696,0.014,0.001,2.660,0.389,2.625,0.0,0.0,0.0,0.0,0.0,0.0
53,1024,8.079,2.852,5.227,0.007,0.000,2.278,0.344,2.596,0.0,0.0,0.0,0.0,0.0,0.0
54,1024,24.361,18.750,5.611,0.011,0.001,2.491,0.430,2.669,0.0,0.0,0.0,0.0,0.0,0.0
55,1024,8.262,2.910,5.352,0.007,0.001,2.369,0.337,2.637,0.0,0.0,0.0,0.0,0.0,0.0
56,1024,25.817,19.924,5.893,0.011,0.000,2.701,0.360,2.812,0.0,0.0,0.0,0.0,0.0,0.0
57,1024,7.518,3.975,3.543,0.009,0.000,0.499,0.339,2.695,0.0,0.0,0.0,0.0,0.0,0.0
58,1024,21.960,16.956,5.004,0.010,0.001,1.774,0.361,2.850,0.0,0.0,0.0,0.0,0.0,0.0
59,1024,6.524,0.487,6.037,0.007,0.000,2.898,0.337,2.794,0.0,0.0,0.0,0.0,0.0,0.0
60,1024,23.791,17.282,6.509,0.010,0.001,3.237,0.370,2.882,0.0,0.0,0.0,0.0,0.0,0.0
61,1024,8.676,2.338,6.338,0.008,0.000,3.096,0.339,2.892,0.0,0.0,0.0,0.0,0.0,0.0
62,1024,24.452,17.979,6.473,0.012,0.001,3.075,0.372,3.004,0.0,0.0,0.0,0.0,0.0,0.0
63,1024,9.194,2.989,6.205,0.007,0.001,2.934,0.336,2.926,0.0,0.0,0.0,0.0,0.0,0.0
64,1024,23.122,16.713,6.409,0.011,0.001,2.850,0.371,3.167,0.0,0.0,0.0,0.0,0.0,0.0
65,1024,5.767,1.737,4.030,0.007,0.000,0.645,0.339,3.036,0.0,0.0,0.0,0.0,0.0,0.0
66,1024,20.847,15.642,5.205,0.010,0.001,1.528,0.370,3.289,0.0,0.0,0.0,0.0,0.0,0.0
67,2048,40.475,30.279,10.196,0.020,0.001,6.194,0.690,3.283,0.0,0.0,0.0,0.0,0.0,0.0
68,2048,40.228,30.481,9.747,0.022,0.001,5.798,0.685,3.232,0.0,0.0,0.0,0.0,0.0,0.0
69,2048,38.962,29.954,9.008,0.018,0.001,4.985,0.674,3.322,0.0,0.0,0.0,0.0,0.0,0.0
70,2048,35.367,28.059,7.308,0.023,0.001,2.376,0.695,4.204,0.0,0.0,0.0,0.0,0.0,0.0
71,2048,34.854,25.075,9.779,0.023,0.001,5.477,0.690,3.581,0.0,0.0,0.0,0.0,0.0,0.0
72,2048,34.626,24.583,10.043,0.021,0.000,5.638,0.693,3.682,0.0,0.0,0.0,0.0,0.0,0.0
73,2048,32.696,24.126,8.570,0.021,0.001,4.221,0.681,3.637,0.0,0.0,0.0,0.0,0.0,0.0
74,1024,32.094,20.479,11.615,0.010,0.001,1.491,6.359,3.744,47.1,48230.0,1024.0,36.5,47463.5,1300.0
75,1024,14.964,10.760,4.204,0.008,0.093,0.081,0.335,3.684,47.1,48230.0,1024.0,36.5,47463.5,1300.0
76,2048,38.599,30.409,8.190,0.019,0.123,3.370,0.719,3.951,47.1,48230.0,1024.0,36.5,47463.5,1300.0
77,2048,37.830,27.779,10.051,0.024,0.125,5.176,0.695,4.021,47.1,48230.0,1024.0,36.5,47463.5,1300.0
78,2048,34.567,26.648,7.919,0.022,0.128,2.958,0.716,4.086,47.1,48230.0,1024.0,36.5,47463.5,1300.0
79,2048,30.199,22.878,7.321,0.019,0.159,1.742,1.223,4.168,47.1,48230.0,1024.0,36.5,47463.5,1300.0
80,2048,34.052,23.893,10.159,0.021,0.127,5.048,0.694,4.260,47.1,48230.0,1024.0,36.5,47463.5,1300.0
81,1024,26.353,19.349,7.004,0.008,0.064,2.352,0.356,4.218,47.1,48230.0,1024.0,36.5,47463.5,1300.0
82,1024,11.650,4.689,6.961,0.008,0.059,2.402,0.335,4.155,47.1,48230.0,1024.0,36.5,47463.5,1300.0
83,1024,25.394,18.391,7.003,0.010,0.063,2.277,0.357,4.288,47.1,48230.0,1024.0,36.5,47463.5,1300.0
84,1024,9.180,4.036,5.144,0.008,0.059,0.502,0.340,4.232,47.1,48230.0,1024.0,36.5,47463.5,1300.0
85,1024,20.647,15.634,5.013,0.010,0.102,0.098,0.382,4.410,47.1,48230.0,1024.0,36.5,47463.5,1300.0
86,2048,36.271,26.124,10.147,0.019,0.124,4.389,1.069,4.538,47.1,48230.0,1024.0,36.5,47463.5,1300.0
87,2048,36.341,25.823,10.518,0.025,0.126,4.983,0.703,4.672,47.1,48230.0,1024.0,36.5,47463.5,1300.0
88,2048,33.544,22.607,10.937,0.021,0.136,5.310,0.690,4.772,47.1,48230.0,1024.0,36.5,47463.5,1300.0
89,1024,24.879,19.165,5.714,0.010,0.070,0.103,0.419,5.102,47.1,48230.0,1024.0,36.5,47463.5,1300.0
90,1024,9.040,3.499,5.541,0.008,0.088,0.089,0.365,4.989,47.1,48230.0,1024.0,36.5,47463.5,1300.0
91,1024,26.069,17.139,8.930,0.010,0.074,2.830,0.942,5.064,47.1,48230.0,1024.0,36.5,47463.5,1300.0
92,1024,16.410,8.127,8.283,0.009,0.066,2.741,0.388,5.073,47.1,48230.0,1024.0,36.5,47463.5,1300.0
93,2048,37.698,26.266,11.432,0.018,0.133,5.494,0.706,5.072,47.1,48230.0,1024.0,36.5,47463.5,1300.0
94,2048,36.707,25.610,11.097,0.020,0.125,4.937,0.706,5.300,47.1,48230.0,1024.0,36.5,47463.5,1300.0
95,2048,33.042,25.586,7.456,0.019,0.173,0.800,1.270,5.182,47.1,48230.0,1024.0,36.5,47463.5,1300.0
96,2048,35.297,24.107,11.190,0.021,0.134,5.132,0.689,5.204,47.1,48230.0,1024.0,36.5,47463.5,1300.0
97,2048,37.383,26.260,11.123,0.020,0.126,4.938,0.697,5.335,47.1,48230.0,1024.0,36.5,47463.5,1300.0
98,2048,39.721,29.486,10.235,0.018,0.136,3.769,0.823,5.478,47.1,48230.0,1024.0,36.5,47463.5,1300.0
99,2048,38.900,30.540,8.360,0.020,0.171,1.123,1.258,5.778,47.1,48230.0,1024.0,36.5,47463.5,1300.0
100,2048,44.798,33.448,11.350,0.016,0.122,4.986,0.693,5.527,47.1,48230.0,1024.0,36.5,47463.5,1300.0
101,1024,34.945,25.999,8.946,0.008,0.063,2.798,0.353,5.722,47.1,48230.0,1024.0,36.5,47463.5,1300.0
102,2048,38.824,27.385,11.439,0.021,0.135,4.333,0.706,6.236,47.1,48230.0,1024.0,36.5,47463.5,1300.0
103,2048,38.270,30.018,8.252,0.023,0.173,1.372,0.726,5.949,47.1,48230.0,1024.0,36.5,47463.5,1300.0
104,2048,40.667,29.471,11.196,0.016,0.125,4.260,1.051,5.739,47.1,48230.0,1024.0,36.5,47463.5,1300.0
105,2048,46.141,33.557,12.584,0.022,0.137,5.818,0.689,5.910,47.1,48230.0,1024.0,36.5,47463.5,1300.0
106,1024,34.346,24.973,9.373,0.007,0.061,3.017,0.353,5.931,47.1,48230.0,1024.0,36.5,47463.5,1300.0
107,2048,36.343,25.338,11.005,0.027,0.134,3.749,0.747,6.337,47.1,48230.0,1024.0,36.5,47463.5,1300.0
108,2048,36.364,26.184,10.180,0.019,0.170,2.337,1.269,6.374,47.1,48230.0,1024.0,36.5,47463.5,1300.0
109,2048,41.039,29.566,11.473,0.019,0.127,4.437,0.747,6.134,47.1,48230.0,1024.0,36.5,47463.5,1300.0
110,2048,43.399,31.862,11.537,0.020,0.128,4.450,0.692,6.240,47.1,48230.0,1024.0,36.5,47463.5,1300.0
111,1024,30.711,22.133,8.578,0.008,0.061,1.948,0.348,6.212,47.1,48230.0,1024.0,36.5,47463.5,1300.0
112,1024,28.847,21.425,7.422,0.011,0.072,0.212,0.412,6.704,47.1,48230.0,1024.0,36.5,47463.5,1300.0
113,1024,14.615,7.390,7.225,0.009,0.088,0.090,0.365,6.672,47.1,48230.0,1024.0,36.5,47463.5,1300.0
114,2048,39.707,27.416,12.291,0.018,0.134,4.322,1.103,6.708,47.1,48230.0,1024.0,36.5,47463.5,1300.0
115,2048,45.911,34.221,11.690,0.020,0.125,4.344,0.710,6.483,47.1,48230.0,1024.0,36.5,47463.5,1300.0
116,1024,34.265,24.781,9.484,0.008,0.061,2.505,0.359,6.549,47.1,48230.0,1024.0,36.5,47463.5,1300.0
117,2048,34.657,24.828,9.829,0.017,0.122,2.346,0.708,6.632,47.1,48230.0,1024.0,36.5,47463.5,1300.0
118,2048,34.900,23.974,10.926,0.022,0.169,2.895,1.198,6.634,47.1,48230.0,1024.0,36.5,47463.5,1300.0
119,2048,43.280,30.008,13.272,0.023,0.129,5.402,0.720,6.990,47.1,48230.0,1024.0,36.5,47463.5,1300.0
120,1024,32.060,22.118,9.942,0.007,0.063,2.551,0.355,6.963,47.1,48230.0,1024.0,36.5,47463.5,1300.0
121,2048,37.208,24.310,12.898,0.021,0.132,4.883,0.707,7.146,47.1,48230.0,1024.0,36.5,47463.5,1300.0
122,2048,39.193,28.896,10.297,0.023,0.165,1.197,1.251,7.652,47.1,48230.0,1024.0,36.5,47463.5,1300.0
123,2048,52.660,38.535,14.125,0.023,0.163,5.595,0.738,7.597,47.1,48230.0,1024.0,36.5,47463.5,1300.0
124,1024,42.629,31.585,11.044,0.009,0.066,2.962,0.372,7.633,47.1,48230.0,1024.0,36.5,47463.5,1300.0
125,1024,32.218,21.255,10.963,0.008,0.066,2.839,0.374,7.675,47.1,48230.0,1024.0,36.5,47463.5,1300.0
126,2048,57.390,45.080,12.310,0.018,0.126,3.971,0.723,7.468,47.1,48230.0,1024.0,36.5,47463.5,1300.0
127,2048,37.178,26.731,10.447,0.018,0.172,1.391,1.238,7.618,47.1,48230.0,1024.0,36.5,47463.5,1300.0
128,2048,47.543,33.422,14.121,0.020,0.141,5.159,0.749,8.044,47.1,48230.0,1024.0,36.5,47463.5,1300.0
129,1024,37.327,26.347,10.980,0.009,0.065,2.502,0.371,8.031,47.1,48230.0,1024.0,36.5,47463.5,1300.0
130,2048,40.997,27.242,13.755,0.021,0.139,4.510,0.751,8.324,47.1,48230.0,1024.0,36.5,47463.5,1300.0
131,2048,40.686,30.733,9.953,0.021,0.178,0.827,0.745,8.174,47.1,48230.0,1024.0,36.5,47463.5,1300.0
132,2048,43.034,29.448,13.586,0.019,0.137,4.127,1.108,8.187,46.9,48008.0,1024.0,28.5,48259.2,1694.0
133,1024,32.783,21.785,10.998,0.007,0.073,2.309,0.366,8.240,46.9,48008.0,1024.0,28.5,48259.2,1694.0
134,2048,39.623,26.662,12.961,0.018,0.135,3.692,0.753,8.358,46.9,48008.0,1024.0,28.5,48259.2,1694.0
135,2048,42.248,29.929,12.319,0.020,0.133,3.033,0.750,8.374,46.9,48008.0,1024.0,28.5,48259.2,1694.0
136,2048,44.354,32.398,11.956,0.017,0.172,2.182,1.274,8.303,46.9,48008.0,1024.0,28.5,48259.2,1694.0
137,1024,34.165,23.194,10.971,0.008,0.063,2.345,0.361,8.193,46.9,48008.0,1024.0,28.5,48259.2,1694.0
138,2048,40.951,27.252,13.699,0.022,0.130,4.527,0.747,8.263,46.9,48008.0,1024.0,28.5,48259.2,1694.0
139,2048,45.040,30.312,14.728,0.021,0.135,4.970,0.740,8.854,46.9,48008.0,1024.0,28.5,48259.2,1694.0
140,1024,33.146,23.769,9.377,0.008,0.066,0.089,0.375,8.836,46.9,48008.0,1024.0,28.5,48259.2,1694.0
141,2048,44.546,21.965,22.581,0.016,9.531,2.899,1.133,8.998,46.9,48008.0,1024.0,28.5,48259.2,1694.0
142,1024,35.334,23.179,12.155,0.008,0.152,2.810,0.378,8.805,46.9,48008.0,1024.0,28.5,48259.2,1694.0
143,2048,44.882,29.331,15.551,0.021,0.260,5.586,0.730,8.945,46.9,48008.0,1024.0,28.5,48259.2,1694.0
144,1024,35.426,23.652,11.774,0.008,0.147,2.421,0.366,8.830,46.9,48008.0,1024.0,28.5,48259.2,1694.0
145,2048,37.510,26.173,11.337,0.017,0.246,1.874,0.691,8.503,46.9,48008.0,1024.0,28.5,48259.2,1694.0
146,2048,38.241,24.955,13.286,0.019,0.760,2.739,1.234,8.523,46.9,48008.0,1024.0,28.5,48259.2,1694.0
147,2048,44.714,29.853,14.861,0.021,0.283,4.848,0.673,9.028,46.9,48008.0,1024.0,28.5,48259.2,1694.0
148,1024,35.883,23.705,12.178,0.007,0.146,2.578,0.360,9.085,46.9,48008.0,1024.0,28.5,48259.2,1694.0
149,2048,37.918,23.826,14.092,0.020,0.263,3.858,0.739,9.201,46.9,48008.0,1024.0,28.5,48259.2,1694.0
150,2048,43.964,26.415,17.549,0.024,0.793,2.162,1.221,13.340,46.9,48008.0,1024.0,28.5,48259.2,1694.0
151,1024,40.951,22.693,18.258,0.011,0.203,3.702,0.535,13.804,46.9,48008.0,1024.0,28.5,48259.2,1694.0
152,1024,41.698,23.184,18.514,0.012,0.248,3.724,0.542,13.983,46.9,48008.0,1024.0,28.5,48259.2,1694.0
153,3072,86.168,68.025,18.143,0.041,0.445,7.769,1.004,8.876,46.9,48008.0,1024.0,28.5,48259.2,1694.0
154,1024,75.208,64.888,10.320,0.007,0.143,0.933,0.340,8.895,46.9,48008.0,1024.0,28.5,48259.2,1694.0
155,1024,30.466,20.193,10.273,0.011,0.700,0.088,0.379,9.084,46.9,48008.0,1024.0,28.5,48259.2,1694.0
156,1024,20.389,9.044,11.345,0.008,0.133,1.453,0.704,9.044,46.9,48008.0,1024.0,28.5,48259.2,1694.0
157,2048,50.239,35.321,14.918,0.019,0.252,4.857,0.691,9.092,46.9,48008.0,1024.0,28.5,48259.2,1694.0
158,1024,41.157,28.958,12.199,0.008,0.140,2.403,0.405,9.240,46.9,48008.0,1024.0,28.5,48259.2,1694.0
159,2048,43.966,28.474,15.492,0.022,0.257,4.512,0.790,9.903,46.9,48008.0,1024.0,28.5,48259.2,1694.0
160,1024,32.915,22.688,10.227,0.007,0.147,0.409,0.343,9.319,46.9,48008.0,1024.0,28.5,48259.2,1694.0
161,2048,36.542,21.814,14.728,0.021,0.850,2.332,1.242,10.273,46.9,48008.0,1024.0,28.5,48259.2,1694.0
162,2048,48.303,31.587,16.716,0.020,0.293,5.226,0.741,10.427,46.9,48008.0,1024.0,28.5,48259.2,1694.0
163,1024,40.657,27.084,13.573,0.009,0.151,2.535,0.387,10.489,46.9,48008.0,1024.0,28.5,48259.2,1694.0
164,2048,50.011,33.373,16.638,0.025,0.271,5.005,0.743,10.582,46.9,48008.0,1024.0,28.5,48259.2,1694.0
165,1024,40.033,28.773,11.260,0.008,0.161,0.089,0.375,10.625,46.9,48008.0,1024.0,28.5,48259.2,1694.0
166,2048,49.830,34.083,15.747,0.020,0.874,2.806,1.321,10.715,46.9,48008.0,1024.0,28.5,48259.2,1694.0
167,1024,42.517,28.540,13.977,0.008,0.156,2.670,0.380,10.761,46.9,48008.0,1024.0,28.5,48259.2,1694.0
168,1024,38.813,24.707,14.106,0.011,0.199,2.632,0.398,10.860,46.9,48008.0,1024.0,28.5,48259.2,1694.0
169,2048,72.438,55.380,17.058,0.020,0.273,5.449,0.745,10.563,46.9,48008.0,1024.0,28.5,48259.2,1694.0
170,1024,64.422,51.107,13.315,0.009,0.155,2.185,0.366,10.598,46.9,48008.0,1024.0,28.5,48259.2,1694.0
171,1024,54.319,43.125,11.194,0.008,0.155,0.087,0.366,10.575,46.9,48008.0,1024.0,28.5,48259.2,1694.0
172,2048,62.002,45.758,16.244,0.016,0.812,3.431,1.124,10.854,46.9,48008.0,1024.0,28.5,48259.2,1694.0
173,2048,54.082,37.507,16.575,0.019,0.259,5.208,0.689,10.392,46.9,48008.0,1024.0,28.5,48259.2,1694.0
174,1024,46.586,32.895,13.691,0.008,0.146,2.757,0.349,10.428,46.9,48008.0,1024.0,28.5,48259.2,1694.0
175,1024,38.747,25.300,13.447,0.008,0.144,2.606,0.352,10.336,46.9,48008.0,1024.0,28.5,48259.2,1694.0
176,2048,67.237,52.976,14.261,0.017,0.269,1.808,0.794,11.368,46.9,48008.0,1024.0,28.5,48259.2,1694.0
177,1024,60.026,45.983,14.043,0.009,0.652,1.174,0.822,11.385,46.9,48008.0,1024.0,28.5,48259.2,1694.0
178,2048,54.193,36.914,17.279,0.021,0.251,4.865,0.766,11.368,46.9,48008.0,1024.0,28.5,48259.2,1694.0
179,1024,48.472,32.903,15.569,0.008,0.153,2.510,0.390,12.505,46.9,48008.0,1024.0,28.5,48259.2,1694.0
180,1024,47.910,27.088,20.822,0.011,0.219,3.721,0.535,16.333,46.9,48008.0,1024.0,28.5,48259.2,1694.0
181,3072,101.291,76.403,24.888,0.038,1.216,5.556,1.574,16.499,46.9,48008.0,1024.0,28.5,48259.2,1694.0
182,1024,94.742,79.996,14.746,0.011,0.218,2.207,0.968,11.336,46.9,48008.0,1024.0,28.5,48259.2,1694.0
183,1024,88.215,73.455,14.760,0.008,0.153,2.755,0.364,11.479,46.9,48008.0,1024.0,28.5,48259.2,1694.0
184,1024,81.187,66.918,14.269,0.008,0.150,2.210,0.369,11.530,46.9,48008.0,1024.0,28.5,48259.2,1694.0
185,2048,94.224,75.890,18.334,0.019,0.266,5.389,0.725,11.927,46.9,48008.0,1024.0,28.5,48259.2,1694.0
186,1024,87.299,72.905,14.394,0.009,0.156,2.565,0.366,11.295,46.9,48008.0,1024.0,28.5,48259.2,1694.0
187,1024,78.456,66.004,12.452,0.008,0.153,0.644,0.359,11.286,46.9,48008.0,1024.0,28.5,48259.2,1694.0
188,2048,61.256,45.755,15.501,0.018,0.792,1.881,1.259,11.546,46.9,48008.0,1024.0,28.5,48259.2,1694.0
189,2048,62.252,36.311,25.941,0.026,0.358,7.040,1.060,17.448,46.9,48008.0,1024.0,28.5,48259.2,1694.0
190,1024,62.633,41.087,21.546,0.012,0.222,3.294,0.534,17.480,46.9,48008.0,1024.0,28.5,48259.2,1694.0
191,1024,63.342,41.293,22.049,0.011,0.219,3.680,0.531,17.604,46.9,48008.0,1024.0,28.5,48259.2,1694.0
192,3072,100.192,83.799,16.393,0.025,0.945,2.670,1.036,11.712,46.9,48031.9,1024.0,28.5,48259.2,1694.0
193,1024,93.613,78.951,14.662,0.008,0.153,2.384,0.685,11.429,46.9,48031.9,1024.0,28.5,48259.2,1694.0
194,1024,86.579,72.194,14.385,0.008,0.148,2.301,0.350,11.576,46.9,48031.9,1024.0,30.9,48008.0,1552.0
195,1024,79.911,65.403,14.508,0.008,0.146,2.334,0.349,11.669,46.9,48031.9,1024.0,30.9,48008.0,1552.0
196,2048,92.308,74.725,17.583,0.020,0.257,4.352,0.710,12.237,46.9,48031.9,1024.0,30.9,48008.0,1552.0
197,1024,86.025,70.979,15.046,0.007,0.157,2.189,0.362,12.326,46.9,48031.9,1024.0,30.9,48008.0,1552.0
198,1024,77.775,64.735,13.040,0.008,0.160,0.088,0.367,12.415,46.9,48031.9,1024.0,30.9,48008.0,1552.0
199,2048,63.915,45.818,18.097,0.016,0.822,3.091,1.253,12.909,46.9,48031.9,1024.0,30.9,48008.0,1552.0
200,3072,77.937,45.387,32.550,0.043,0.453,11.939,1.576,18.531,46.9,48031.9,1024.0,30.9,48008.0,1552.0
201,1024,76.536,60.249,16.287,0.008,0.157,2.734,0.375,13.011,46.9,48031.9,1024.0,30.9,48008.0,1552.0
202,1024,70.528,55.254,15.274,0.008,0.156,1.738,0.372,12.996,46.9,48031.9,1024.0,30.9,48008.0,1552.0
203,1024,62.949,49.198,13.751,0.008,0.162,0.091,0.374,13.113,46.9,48031.9,1024.0,30.9,48008.0,1552.0
204,2048,91.424,72.521,18.903,0.017,0.887,3.503,1.234,13.256,46.9,48031.9,1024.0,30.9,48008.0,1552.0
205,1024,85.969,70.122,15.847,0.008,0.156,2.105,0.384,13.191,46.9,48031.9,1024.0,30.9,48008.0,1552.0
206,1024,80.987,64.648,16.339,0.008,0.156,2.572,0.376,13.225,46.9,48031.9,1024.0,30.9,48008.0,1552.0
207,2048,72.982,53.810,19.172,0.018,0.268,4.830,0.748,13.303,46.9,48031.9,1024.0,30.9,48008.0,1552.0
208,1024,66.803,51.541,15.262,0.008,0.162,1.263,0.377,13.449,46.9,48031.9,1024.0,30.9,48008.0,1552.0
209,1024,60.078,45.634,14.444,0.008,0.690,0.090,0.374,13.279,46.9,48031.9,1024.0,30.9,48008.0,1552.0
210,2048,70.657,51.592,19.065,0.020,0.269,4.037,1.160,13.570,46.9,48031.9,1024.0,30.9,48008.0,1552.0
211,1024,65.769,49.355,16.414,0.009,0.158,2.476,0.376,13.394,46.9,48031.9,1024.0,30.9,48008.0,1552.0
212,1024,60.811,44.469,16.342,0.008,0.155,2.355,0.392,13.430,46.9,48031.9,1024.0,30.9,48008.0,1552.0
213,1024,59.842,43.061,16.781,0.010,0.214,2.625,0.396,13.529,46.9,48031.9,1024.0,30.9,48008.0,1552.0
214,2048,92.024,73.642,18.382,0.017,0.271,3.618,0.787,13.683,46.9,48031.9,1024.0,30.9,48008.0,1552.0
215,1024,85.313,70.604,14.709,0.008,0.680,0.090,0.376,13.552,46.9,48031.9,1024.0,30.9,48008.0,1552.0
216,1024,80.167,64.119,16.048,0.008,0.141,1.991,0.720,13.186,46.9,48031.9,1024.0,30.9,48008.0,1552.0
217,2048,66.956,47.736,19.220,0.018,0.258,5.174,0.708,13.055,46.9,48031.9,1024.0,30.9,48008.0,1552.0
