frame,samples,total_ms,wait_ms,exec_ms,copy_ms,sound_ms,tg_ms,ui_ms,plot_ms,bg_fps,bg_sps,bg_spf,fg_fps,fg_sps,fg_spf
1,960,18.533,18.357,0.176,0.011,0.001,0.094,0.001,0.052,0.0,0.0,0.0,0.0,0.0,0.0
2,960,3.931,3.702,0.229,0.011,0.001,0.119,0.000,0.086,0.0,0.0,0.0,0.0,0.0,0.0
3,960,0.541,0.048,0.493,0.010,0.000,0.164,0.258,0.058,0.0,0.0,0.0,0.0,0.0,0.0
4,960,0.866,0.046,0.820,0.010,0.000,0.238,0.453,0.116,0.0,0.0,0.0,0.0,0.0,0.0
5,960,1.129,0.042,1.087,0.009,0.001,0.408,0.475,0.191,0.0,0.0,0.0,0.0,0.0,0.0
6,960,1.342,0.067,1.275,0.009,0.001,0.622,0.430,0.211,0.0,0.0,0.0,0.0,0.0,0.0
7,960,1.645,0.048,1.597,0.010,0.000,0.866,0.464,0.254,0.0,0.0,0.0,0.0,0.0,0.0
8,960,1.888,0.038,1.850,0.009,0.000,1.104,0.432,0.302,0.0,0.0,0.0,0.0,0.0,0.0
9,960,2.216,0.050,2.166,0.009,0.001,1.362,0.420,0.372,0.0,0.0,0.0,0.0,0.0,0.0
10,960,2.453,0.088,2.365,0.010,0.000,1.525,0.423,0.406,0.0,0.0,0.0,0.0,0.0,0.0
11,960,2.830,0.048,2.782,0.009,0.001,1.906,0.407,0.456,0.0,0.0,0.0,0.0,0.0,0.0
12,960,3.332,0.047,3.285,0.009,0.000,2.277,0.497,0.499,0.0,0.0,0.0,0.0,0.0,0.0
13,960,3.910,0.049,3.861,0.010,0.000,2.857,0.428,0.565,0.0,0.0,0.0,0.0,0.0,0.0
14,960,4.276,0.040,4.236,0.009,0.001,3.172,0.430,0.622,0.0,0.0,0.0,0.0,0.0,0.0
15,960,4.280,0.048,4.232,0.009,0.000,3.143,0.417,0.659,0.0,0.0,0.0,0.0,0.0,0.0
16,960,2.078,0.047,2.031,0.010,0.000,0.879,0.428,0.712,0.0,0.0,0.0,0.0,0.0,0.0
17,960,4.096,0.046,4.050,0.009,0.000,2.852,0.431,0.755,0.0,0.0,0.0,0.0,0.0,0.0
18,960,3.144,0.040,3.104,0.006,0.000,2.177,0.314,0.604,0.0,0.0,0.0,0.0,0.0,0.0
19,960,3.159,0.036,3.123,0.007,0.000,2.154,0.316,0.643,0.0,0.0,0.0,0.0,0.0,0.0
20,960,3.357,0.042,3.315,0.007,0.000,2.178,0.434,0.694,0.0,0.0,0.0,0.0,0.0,0.0
21,960,3.233,0.042,3.191,0.008,0.000,2.161,0.308,0.713,0.0,0.0,0.0,0.0,0.0,0.0
22,960,1.714,0.043,1.671,0.007,0.000,0.576,0.317,0.769,0.0,0.0,0.0,0.0,0.0,0.0
