frame,cpu_total,cpu0,cpu1,cpu2,cpu3,mem_used_mb,mem_total_mb,temp_c,freq_mhz,throttled
100,29.7,7.5,86.8,12.8,13.0,2280.0,16214.9,58.4,2400.0,0
200,31.3,1.0,99.1,12.2,11.5,2285.9,16214.9,59.0,2400.0,0
300,30.2,1.0,100.0,7.6,12.0,2288.9,16214.9,59.5,2400.0,0
400,27.9,0.9,94.7,4.9,10.6,2290.2,16214.9,60.1,2400.0,0
500,28.5,0.0,99.0,4.4,10.2,2295.5,16214.9,60.6,2400.0,0
600,29.4,0.9,99.1,5.6,10.7,2296.8,16214.9,60.6,2400.0,0
700,28.7,0.4,99.1,4.3,9.3,2299.7,16214.9,61.1,2400.0,0
800,28.9,1.6,99.5,4.2,10.9,2304.4,16214.9,60.6,2400.0,0
900,29.6,3.1,99.1,4.0,11.8,2301.6,16214.9,61.7,2400.0,0
1000,28.7,0.5,99.5,4.5,10.0,2302.0,16214.9,60.6,2400.0,0
1100,34.7,9.3,98.6,20.0,9.5,2279.7,16214.9,60.6,2400.0,0
1200,28.0,2.0,50.5,58.8,0.0,2277.5,16214.9,62.3,2400.0,0
