frame,cpu_total,cpu0,cpu1,cpu2,cpu3,mem_used_mb,mem_total_mb,temp_c,freq_mhz,throttled
100,28.0,14.7,1.3,1.3,93.5,2252.0,16214.9,57.3,2400.0,0
200,28.2,11.6,92.6,1.0,7.8,2258.6,16214.9,59.0,2400.0,0
300,27.8,8.4,99.3,1.7,0.7,2263.2,16214.9,59.0,2400.0,0
400,27.1,5.5,99.3,2.9,1.1,2266.7,16214.9,59.5,2400.0,0
500,27.9,5.2,99.3,6.1,1.8,2266.1,16214.9,59.5,2400.0,0
600,27.1,5.6,99.6,2.2,0.0,2263.9,16214.9,60.6,2400.0,0
700,26.9,4.5,99.3,2.4,0.0,2259.7,16214.9,60.6,2400.0,0
800,26.8,1.4,99.7,4.6,1.0,2259.8,16214.9,60.1,2400.0,0
900,26.6,0.4,99.6,4.7,0.4,2260.4,16214.9,61.7,2400.0,0
1000,27.0,1.4,99.7,5.5,1.0,2257.9,16214.9,60.1,2400.0,0
1100,27.3,1.6,99.2,4.7,4.1,2261.2,16214.9,61.7,2400.0,0
1200,27.4,4.0,99.6,4.2,0.7,2252.1,16214.9,61.1,2400.0,0
