# platform=macos kernel=darwin host=gyeongjinui-MacBookAir-3.local device=unknown git_commit=40af12c sample_rate=96000
frame,samples,block_drops,buffer_pct,total_ms,wait_ms,exec_ms,copy_ms,sound_ms,tg_ms,ui_ms,plot_ms,bg_fps,bg_sps,bg_spf,fg_fps,fg_sps,fg_spf,noise_floor,ref_peak,noise_ratio,sync_lost,beat_missed
29,1920,0,0.1,14.412,14.120,0.292,0.007,0.000,0.196,0.024,0.064,0.0,0.0,0.0,0.0,0.0,0.0,0.001201,0.067778,0.017721,0,0
30,1920,0,0.1,13.177,12.899,0.278,0.007,0.000,0.183,0.023,0.065,0.0,0.0,0.0,0.0,0.0,0.0,0.001178,0.067778,0.017378,0,0
31,1920,0,0.1,11.404,11.124,0.280,0.007,0.000,0.181,0.023,0.069,0.0,0.0,0.0,0.0,0.0,0.0,0.001178,0.067778,0.017378,0,0
32,960,0,0.0,9.530,9.349,0.181,0.004,0.000,0.092,0.012,0.073,0.0,0.0,0.0,0.0,0.0,0.0,0.001178,0.067778,0.017378,0,0
33,1920,0,0.1,18.876,18.640,0.236,0.007,0.000,0.087,0.062,0.079,0.0,0.0,0.0,0.0,0.0,0.0,0.001192,0.067778,0.017584,0,0
34,1920,0,0.1,18.623,18.378,0.245,0.007,0.000,0.123,0.029,0.086,0.0,0.0,0.0,0.0,0.0,0.0,0.001208,0.067778,0.017821,0,0
35,1920,0,0.1,18.272,17.970,0.302,0.007,0.000,0.182,0.026,0.087,0.0,0.0,0.0,0.0,0.0,0.0,0.001195,0.067778,0.017625,0,0
36,2880,0,0.1,20.578,20.165,0.413,0.011,0.000,0.276,0.038,0.088,0.0,0.0,0.0,0.0,0.0,0.0,0.001120,0.067778,0.016522,0,0
37,1920,0,0.1,14.656,14.342,0.314,0.007,0.000,0.187,0.027,0.093,0.0,0.0,0.0,0.0,0.0,0.0,0.001156,0.067778,0.017054,0,0
38,2880,0,0.1,21.793,21.406,0.387,0.011,0.000,0.229,0.042,0.105,0.0,0.0,0.0,0.0,0.0,0.0,0.001174,0.067778,0.017314,0,0
39,2880,0,0.1,20.169,19.820,0.349,0.010,0.000,0.189,0.038,0.111,0.0,0.0,0.0,0.0,0.0,0.0,0.001178,0.067778,0.017382,0,0
40,1920,0,0.1,17.555,17.219,0.336,0.008,0.000,0.190,0.028,0.110,0.0,0.0,0.0,0.0,0.0,0.0,0.001174,0.067778,0.017314,0,0
41,2880,0,0.1,22.886,22.423,0.463,0.011,0.000,0.291,0.041,0.120,0.0,0.0,0.0,0.0,0.0,0.0,0.001118,0.067778,0.016494,0,0
42,1920,0,0.1,18.951,18.626,0.325,0.007,0.000,0.178,0.026,0.114,0.0,0.0,0.0,0.0,0.0,0.0,0.001118,0.067778,0.016491,0,0
43,2880,0,0.1,23.389,23.052,0.337,0.010,0.001,0.169,0.037,0.120,0.0,0.0,0.0,0.0,0.0,0.0,0.001137,0.067778,0.016774,0,0
44,1920,0,0.1,18.724,18.446,0.278,0.007,0.000,0.121,0.026,0.124,0.0,0.0,0.0,0.0,0.0,0.0,0.001174,0.060896,0.019282,0,0
45,2880,0,0.1,22.769,22.324,0.445,0.010,0.000,0.267,0.037,0.130,0.0,0.0,0.0,0.0,0.0,0.0,0.001142,0.060896,0.018758,0,0
46,1920,0,0.1,17.569,17.224,0.345,0.007,0.000,0.178,0.026,0.134,0.0,0.0,0.0,0.0,0.0,0.0,0.001107,0.060896,0.018182,0,0
47,2880,0,0.1,22.836,22.272,0.564,0.010,0.001,0.267,0.149,0.137,0.0,0.0,0.0,0.0,0.0,0.0,0.001107,0.060896,0.018182,0,0
48,1920,0,0.1,17.765,17.466,0.299,0.007,0.000,0.124,0.025,0.143,0.0,0.0,0.0,0.0,0.0,0.0,0.001107,0.060896,0.018182,0,0
49,2880,0,0.1,22.323,21.952,0.371,0.010,0.000,0.173,0.038,0.149,0.0,0.0,0.0,0.0,0.0,0.0,0.001124,0.061397,0.018312,0,0
50,1920,0,0.1,16.832,16.474,0.358,0.007,0.000,0.172,0.026,0.153,0.0,0.0,0.0,0.0,0.0,0.0,0.001122,0.061397,0.018269,0,0
51,2880,0,0.1,21.134,20.669,0.465,0.010,0.000,0.259,0.038,0.158,0.0,0.0,0.0,0.0,0.0,0.0,0.001107,0.061397,0.018022,0,0
52,1920,0,0.1,15.166,14.773,0.393,0.006,0.001,0.177,0.029,0.179,0.0,0.0,0.0,0.0,0.0,0.0,0.001131,0.061397,0.018417,0,0
53,1920,0,0.1,18.402,18.030,0.372,0.007,0.000,0.166,0.029,0.169,0.0,0.0,0.0,0.0,0.0,0.0,0.001146,0.061397,0.018664,0,0
54,2880,0,0.1,23.158,22.803,0.355,0.011,0.000,0.135,0.039,0.170,0.0,0.0,0.0,0.0,0.0,0.0,0.001183,0.060896,0.019424,0,0
55,1920,0,0.1,16.423,16.028,0.395,0.007,0.000,0.189,0.026,0.173,0.0,0.0,0.0,0.0,0.0,0.0,0.001186,0.060896,0.019483,0,0
56,2880,0,0.1,20.991,20.488,0.503,0.010,0.000,0.274,0.038,0.181,0.0,0.0,0.0,0.0,0.0,0.0,0.001179,0.060896,0.019356,0,0
57,1920,0,0.1,15.665,15.269,0.396,0.007,0.000,0.186,0.021,0.182,0.0,0.0,0.0,0.0,0.0,0.0,0.001190,0.060896,0.019541,0,0
58,2880,0,0.1,23.797,23.325,0.472,0.010,0.000,0.224,0.039,0.199,0.0,0.0,0.0,0.0,0.0,0.0,0.001194,0.060896,0.019608,0,0
59,1920,0,0.1,17.259,16.944,0.315,0.006,0.000,0.090,0.027,0.191,0.0,0.0,0.0,0.0,0.0,0.0,0.001206,0.061397,0.019636,0,0
60,2880,0,0.1,22.018,21.494,0.524,0.010,0.000,0.275,0.037,0.202,0.0,0.0,0.0,0.0,0.0,0.0,0.001206,0.061397,0.019636,0,0
61,1920,0,0.1,15.255,14.835,0.420,0.007,0.000,0.186,0.026,0.201,0.0,0.0,0.0,0.0,0.0,0.0,0.001198,0.061397,0.019516,0,0
62,1920,0,0.1,20.005,19.572,0.433,0.007,0.000,0.188,0.026,0.212,0.0,0.0,0.0,0.0,0.0,0.0,0.001194,0.061397,0.019447,0,0
63,2880,0,0.1,25.969,25.430,0.539,0.010,0.000,0.261,0.043,0.224,0.0,0.0,0.0,0.0,0.0,0.0,0.001194,0.061397,0.019447,0,0
64,2880,0,0.1,22.351,21.927,0.424,0.011,0.000,0.145,0.041,0.227,0.0,0.0,0.0,0.0,0.0,0.0,0.001201,0.061623,0.019489,0,0
65,1920,0,0.1,16.971,16.516,0.455,0.007,0.001,0.189,0.026,0.232,0.0,0.0,0.0,0.0,0.0,0.0,0.001190,0.061623,0.019311,0,0
66,2880,0,0.1,23.600,23.029,0.571,0.010,0.000,0.285,0.039,0.236,0.0,0.0,0.0,0.0,0.0,0.0,0.001141,0.061623,0.018519,0,0
67,1920,0,0.1,19.202,18.741,0.461,0.007,0.000,0.180,0.032,0.242,0.0,0.0,0.0,0.0,0.0,0.0,0.001125,0.061623,0.018257,0,0
68,2880,0,0.1,26.059,25.479,0.580,0.011,0.000,0.229,0.050,0.290,0.0,0.0,0.0,0.0,0.0,0.0,0.001117,0.061623,0.018134,0,0
69,2880,0,0.1,21.742,21.259,0.483,0.011,0.000,0.174,0.045,0.252,0.0,0.0,0.0,0.0,0.0,0.0,0.001138,0.061849,0.018394,0,0
70,1920,0,0.1,18.599,18.136,0.463,0.007,0.000,0.172,0.028,0.255,0.0,0.0,0.0,0.0,0.0,0.0,0.001137,0.061849,0.018376,0,0
71,2880,0,0.1,23.925,23.351,0.574,0.010,0.001,0.257,0.038,0.267,0.0,0.0,0.0,0.0,0.0,0.0,0.001117,0.061849,0.018068,0,0
72,2880,0,0.1,21.184,20.608,0.576,0.011,0.000,0.256,0.042,0.267,0.0,0.0,0.0,0.0,0.0,0.0,0.001163,0.061849,0.018797,0,0
73,1920,0,0.1,17.170,16.772,0.398,0.007,0.000,0.079,0.035,0.277,0.0,0.0,0.0,0.0,0.0,0.0,0.001141,0.061849,0.018451,0,0
74,2880,0,0.1,23.952,23.076,0.876,0.011,0.000,0.197,0.401,0.267,0.0,0.0,0.0,0.0,0.0,0.0,0.001202,0.061623,0.019502,0,0
75,2880,0,0.1,20.829,20.136,0.693,0.011,0.000,0.254,0.045,0.383,0.0,0.0,0.0,0.0,0.0,0.0,0.001163,0.061623,0.018875,0,0
76,1920,0,0.1,18.384,17.759,0.625,0.007,0.001,0.176,0.030,0.411,0.0,0.0,0.0,0.0,0.0,0.0,0.001172,0.061623,0.019024,0,0
77,2880,0,0.1,28.913,28.276,0.637,0.010,0.001,0.290,0.040,0.295,0.0,0.0,0.0,0.0,0.0,0.0,0.001163,0.061623,0.018865,0,0
78,2880,0,0.1,26.442,25.967,0.475,0.011,0.000,0.119,0.043,0.302,0.0,0.0,0.0,0.0,0.0,0.0,0.001198,0.061849,0.019364,0,0
79,2880,0,0.1,22.927,22.260,0.667,0.018,0.000,0.288,0.044,0.316,0.0,0.0,0.0,0.0,0.0,0.0,0.001214,0.061849,0.019636,0,0
80,1920,0,0.1,18.912,18.364,0.548,0.006,0.001,0.194,0.029,0.317,0.0,0.0,0.0,0.0,0.0,0.0,0.001193,0.061849,0.019293,0,0
81,2880,0,0.1,26.780,26.115,0.665,0.010,0.000,0.285,0.041,0.328,0.0,0.0,0.0,0.0,0.0,0.0,0.001182,0.061849,0.019109,0,0
82,2880,0,0.1,22.976,22.435,0.541,0.010,0.000,0.179,0.041,0.311,0.0,0.0,0.0,0.0,0.0,0.0,0.001193,0.061849,0.019289,0,0
83,2880,0,0.1,20.842,20.232,0.610,0.011,0.000,0.221,0.044,0.334,0.0,0.0,0.0,0.0,0.0,0.0,0.001205,0.061623,0.019562,0,0
84,1920,0,0.1,16.152,15.597,0.555,0.006,0.000,0.183,0.028,0.336,0.0,0.0,0.0,0.0,0.0,0.0,0.001194,0.061623,0.019379,0,0
85,2880,0,0.1,23.675,22.992,0.683,0.010,0.000,0.284,0.045,0.343,0.0,0.0,0.0,0.0,0.0,0.0,0.001151,0.061623,0.018674,0,0
86,1920,0,0.1,19.125,18.539,0.586,0.007,0.000,0.195,0.030,0.353,0.0,0.0,0.0,0.0,0.0,0.0,0.001154,0.061623,0.018732,0,0
87,2880,0,0.1,26.305,25.759,0.546,0.014,0.001,0.138,0.047,0.346,0.0,0.0,0.0,0.0,0.0,0.0,0.001168,0.061623,0.018955,0,0
88,2880,0,0.1,21.637,20.951,0.686,0.010,0.000,0.280,0.041,0.355,0.0,0.0,0.0,0.0,0.0,0.0,0.001182,0.061849,0.019108,0,0
89,1920,0,0.1,19.237,18.661,0.576,0.007,0.000,0.196,0.027,0.346,0.0,0.0,0.0,0.0,0.0,0.0,0.001168,0.061849,0.018892,0,0
90,2880,0,0.1,26.282,25.553,0.729,0.011,0.000,0.299,0.046,0.373,0.0,0.0,0.0,0.0,0.0,0.0,0.001154,0.061849,0.018664,0,0
91,2880,0,0.1,24.897,24.227,0.670,0.010,0.001,0.259,0.042,0.358,0.0,0.0,0.0,0.0,0.0,0.0,0.001160,0.061849,0.018755,0,0
92,2880,0,0.1,23.152,21.981,1.171,0.010,0.000,0.157,0.625,0.379,0.0,0.0,0.0,0.0,0.0,0.0,0.001202,0.061992,0.019397,0,0
93,2880,0,0.1,28.328,27.582,0.746,0.010,0.029,0.288,0.046,0.372,0.0,0.0,0.0,0.0,0.0,0.0,0.001195,0.061992,0.019270,0,0
94,2880,0,0.1,29.613,28.834,0.779,0.011,0.030,0.300,0.043,0.395,0.0,0.0,0.0,0.0,0.0,0.0,0.001155,0.061992,0.018639,0,0
95,960,0,0.0,20.619,20.111,0.508,0.003,0.010,0.094,0.014,0.386,0.0,0.0,0.0,0.0,0.0,0.0,0.001154,0.061992,0.018612,0,0
96,1920,0,0.1,26.812,26.149,0.663,0.007,0.020,0.200,0.028,0.407,0.0,0.0,0.0,47.9,96239.4,2010.0,0.001154,0.061992,0.018612,0,0
97,2880,0,0.1,25.888,25.335,0.553,0.011,0.029,0.057,0.041,0.415,100.5,96477.6,960.0,47.9,96239.4,2010.0,0.001154,0.061992,0.018612,0,0
98,2880,0,0.1,22.166,21.371,0.795,0.011,0.030,0.236,0.113,0.405,100.5,96477.6,960.0,47.9,96239.4,2010.0,0.001154,0.062135,0.018569,0,0
99,2880,0,0.1,26.723,25.929,0.794,0.010,0.030,0.293,0.048,0.412,100.5,96477.6,960.0,47.9,96239.4,2010.0,0.001127,0.062135,0.018138,0,0
100,2880,0,0.1,24.233,23.424,0.809,0.011,0.029,0.303,0.047,0.419,100.5,96477.6,960.0,47.9,96239.4,2010.0,0.001130,0.062135,0.018188,0,0
101,2880,0,0.1,20.828,20.197,0.631,0.010,0.030,0.107,0.054,0.430,100.5,96477.6,960.0,47.9,96239.4,2010.0,0.001118,0.062135,0.017993,0,0
102,1920,0,0.1,19.150,18.491,0.659,0.011,0.021,0.098,0.096,0.432,100.5,96477.6,960.0,47.9,96239.4,2010.0,0.001127,0.062075,0.018155,0,0
103,3840,0,0.1,32.286,31.340,0.946,0.014,0.038,0.395,0.054,0.445,100.5,96477.6,960.0,47.9,96239.4,2010.0,0.001100,0.062075,0.017726,0,0
104,1920,0,0.1,19.290,18.609,0.681,0.007,0.020,0.186,0.036,0.432,100.5,96477.6,960.0,47.9,96239.4,2010.0,0.001081,0.062075,0.017411,0,0
105,2880,0,0.1,26.252,25.483,0.769,0.010,0.029,0.220,0.049,0.458,100.5,96477.6,960.0,47.9,96239.4,2010.0,0.001079,0.062075,0.017375,0,0
106,2880,0,0.1,23.203,22.560,0.643,0.010,0.031,0.065,0.106,0.430,100.5,96477.6,960.0,47.9,96239.4,2010.0,0.001081,0.062075,0.017421,0,0
107,2880,0,0.1,27.418,26.567,0.851,0.011,0.030,0.285,0.048,0.477,100.5,96477.6,960.0,47.9,96239.4,2010.0,0.001096,0.062075,0.017656,0,0
108,2880,0,0.1,24.266,23.426,0.840,0.010,0.030,0.280,0.041,0.478,100.5,96477.6,960.0,47.9,96239.4,2010.0,0.001093,0.062075,0.017608,0,0
109,2880,0,0.1,23.180,22.327,0.853,0.012,0.032,0.265,0.045,0.498,100.5,96477.6,960.0,47.9,96239.4,2010.0,0.001096,0.062075,0.017656,0,0
110,1920,0,0.1,20.532,19.981,0.551,0.007,0.020,0.027,0.031,0.466,100.5,96477.6,960.0,47.9,96239.4,2010.0,0.001096,0.062075,0.017656,0,0
111,960,0,0.0,11.015,10.513,0.502,0.004,0.010,0.012,0.014,0.462,100.5,96477.6,960.0,47.9,96239.4,2010.0,0.001096,0.062075,0.017656,0,0
112,2880,0,0.1,23.876,23.003,0.873,0.010,0.036,0.257,0.103,0.467,100.5,96477.6,960.0,47.9,96239.4,2010.0,0.001110,0.062075,0.017882,0,0
113,2880,0,0.1,29.424,28.569,0.855,0.011,0.029,0.278,0.044,0.493,100.5,96477.6,960.0,47.9,96239.4,2010.0,0.001110,0.062075,0.017882,0,0
114,2880,0,0.1,26.517,25.639,0.878,0.011,0.033,0.285,0.046,0.502,100.5,96477.6,960.0,47.9,96239.4,2010.0,0.001094,0.062075,0.017629,0,0
115,2880,0,0.1,25.715,25.072,0.643,0.011,0.030,0.056,0.041,0.505,100.5,96477.6,960.0,47.9,96239.4,2010.0,0.001094,0.062075,0.017629,0,0
116,2880,0,0.1,22.686,21.810,0.876,0.011,0.032,0.223,0.113,0.497,100.5,96477.6,960.0,47.9,96239.4,2010.0,0.001112,0.062075,0.017918,0,0
117,2880,0,0.1,29.043,28.162,0.881,0.011,0.029,0.282,0.045,0.514,100.5,96477.6,960.0,47.9,96239.4,2010.0,0.001115,0.062075,0.017959,0,0
118,2880,0,0.1,25.712,24.814,0.898,0.010,0.030,0.279,0.046,0.533,100.5,96477.6,960.0,47.9,96239.4,2010.0,0.001147,0.062075,0.018484,0,0
119,2880,0,0.1,22.685,21.977,0.708,0.011,0.030,0.105,0.044,0.518,100.5,96477.6,960.0,47.9,96239.4,2010.0,0.001147,0.062075,0.018484,0,0
120,1920,0,0.1,20.032,19.286,0.746,0.007,0.022,0.094,0.090,0.533,100.5,96477.6,960.0,47.9,96239.4,2010.0,0.001132,0.062075,0.018238,0,0
121,3840,0,0.1,33.615,32.584,1.031,0.019,0.042,0.373,0.058,0.539,100.5,96477.6,960.0,47.9,96239.4,2010.0,0.001162,0.062075,0.018715,0,0
122,1920,0,0.1,20.670,19.902,0.768,0.007,0.019,0.183,0.030,0.529,100.5,96477.6,960.0,47.9,96239.4,2010.0,0.001133,0.062075,0.018260,0,0
123,960,0,0.0,11.312,10.645,0.667,0.003,0.009,0.092,0.017,0.546,100.5,96477.6,960.0,47.9,96239.4,2010.0,0.001162,0.062075,0.018715,0,0
124,1920,0,0.1,18.680,17.938,0.742,0.007,0.020,0.120,0.030,0.565,100.5,96477.6,960.0,47.9,96239.4,2010.0,0.001147,0.062075,0.018484,0,0
125,2880,0,0.1,24.719,23.311,1.408,0.010,0.032,0.071,0.171,1.124,100.5,96477.6,960.0,47.9,96239.4,2010.0,0.001147,0.061932,0.018526,0,0
126,2880,0,0.1,28.828,27.921,0.907,0.010,0.030,0.273,0.053,0.540,100.5,96477.6,960.0,47.9,96239.4,2010.0,0.001133,0.061932,0.018302,0,0
127,2880,0,0.1,22.845,21.936,0.909,0.010,0.029,0.284,0.042,0.542,100.5,96477.6,960.0,47.9,96239.4,2010.0,0.001173,0.061932,0.018936,0,0
128,1920,0,0.1,19.082,18.240,0.842,0.007,0.020,0.195,0.034,0.585,100.5,96477.6,960.0,47.9,96239.4,2010.0,0.001160,0.061932,0.018734,0,0
129,2880,0,0.1,25.983,25.202,0.781,0.010,0.030,0.109,0.051,0.581,100.5,96477.6,960.0,47.9,96239.4,2010.0,0.001162,0.061932,0.018760,0,0
130,2880,0,0.1,22.736,21.840,0.896,0.010,0.032,0.185,0.097,0.572,100.5,96477.6,960.0,47.9,96239.4,2010.0,0.001164,0.062113,0.018735,0,0
131,2880,0,0.1,25.301,24.341,0.960,0.011,0.029,0.294,0.042,0.583,100.5,96477.6,960.0,47.9,96239.4,2010.0,0.001159,0.062113,0.018661,0,0
132,1920,0,0.1,20.156,19.311,0.845,0.007,0.019,0.199,0.028,0.592,100.5,96477.6,960.0,47.9,96239.4,2010.0,0.001145,0.062113,0.018434,0,0
133,960,0,0.0,10.838,10.130,0.708,0.003,0.010,0.093,0.013,0.589,100.5,96477.6,960.0,47.9,96239.4,2010.0,0.001137,0.062113,0.018312,0,0
134,1920,0,0.1,16.891,16.094,0.797,0.007,0.020,0.126,0.029,0.615,100.5,96477.6,960.0,47.9,96239.4,2010.0,0.001129,0.062113,0.018183,0,0
135,1920,0,0.1,20.369,19.689,0.680,0.010,0.021,0.027,0.035,0.586,100.5,96477.6,960.0,47.9,96239.4,2010.0,0.001129,0.062113,0.018183,0,0
136,960,0,0.0,11.099,10.350,0.749,0.003,0.017,0.039,0.091,0.599,100.5,96477.6,960.0,47.9,96239.4,2010.0,0.001136,0.062113,0.018294,0,0
137,2880,0,0.1,23.513,22.524,0.989,0.011,0.029,0.287,0.043,0.619,100.5,96477.6,960.0,47.9,96239.4,2010.0,0.001145,0.062113,0.018434,0,0
138,1920,0,0.1,18.628,17.761,0.867,0.007,0.020,0.187,0.030,0.623,100.5,96477.6,960.0,47.9,96239.4,2010.0,0.001145,0.062113,0.018439,0,0
139,2880,0,0.1,24.568,23.542,1.026,0.011,0.031,0.300,0.050,0.634,100.5,96477.6,960.0,47.9,96239.4,2010.0,0.001134,0.062113,0.018254,0,0
140,1920,0,0.1,18.977,18.201,0.776,0.007,0.021,0.094,0.030,0.624,100.5,96477.6,960.0,47.9,96239.4,2010.0,0.001134,0.062113,0.018254,0,0
141,2880,0,0.1,23.213,22.377,0.836,0.010,0.034,0.099,0.096,0.596,100.5,96477.6,960.0,47.9,96239.4,2010.0,0.001134,0.062113,0.018254,0,0
142,2880,0,0.1,22.779,21.787,0.992,0.011,0.030,0.300,0.042,0.609,100.5,96477.6,960.0,47.9,96239.4,2010.0,0.001132,0.062113,0.018232,0,0
143,1920,0,0.1,16.580,15.736,0.844,0.007,0.019,0.189,0.029,0.600,100.5,96477.6,960.0,47.9,96239.4,2010.0,0.001125,0.062113,0.018108,0,0
144,2880,0,0.1,23.901,22.586,1.315,0.012,0.030,0.299,0.042,0.930,100.5,96477.6,960.0,47.9,96239.4,2010.0,0.001118,0.062113,0.018003,0,0
145,2880,0,0.1,23.431,22.434,0.997,0.010,0.061,0.069,0.043,0.813,100.5,96477.6,960.0,47.9,96239.4,2010.0,0.001118,0.062113,0.018003,0,0
146,1920,0,0.1,20.074,19.088,0.986,0.007,0.023,0.149,0.147,0.660,100.5,96477.6,960.0,47.9,96239.4,2010.0,0.001122,0.062025,0.018093,0,0
147,960,0,0.0,10.815,10.047,0.768,0.003,0.010,0.100,0.017,0.638,100.5,96477.6,960.0,47.9,96239.4,2010.0,0.001122,0.062025,0.018093,0,0
148,2880,0,0.1,35.379,34.292,1.087,0.011,0.029,0.302,0.050,0.694,100.5,96477.6,960.0,47.9,96239.4,2010.0,0.001118,0.062025,0.018029,0,0
149,2880,0,0.1,22.007,20.965,1.042,0.010,0.029,0.293,0.045,0.665,100.5,96477.6,960.0,47.9,96239.4,2010.0,0.001064,0.062025,0.017162,0,0
150,2880,0,0.1,21.574,20.723,0.851,0.011,0.029,0.108,0.042,0.661,100.5,96477.6,960.0,47.9,96239.4,2010.0,0.001101,0.062025,0.017749,0,0
151,1920,0,0.1,16.433,15.502,0.931,0.007,0.023,0.105,0.087,0.709,100.5,96477.6,960.0,47.9,96239.4,2010.0,0.001064,0.062122,0.017135,0,0
152,2880,0,0.1,29.866,28.817,1.049,0.011,0.031,0.290,0.043,0.673,100.5,96477.6,960.0,47.9,96239.4,2010.0,0.001064,0.062122,0.017131,0,0
153,2880,0,0.1,28.839,27.776,1.063,0.015,0.029,0.280,0.042,0.697,100.5,96477.6,960.0,47.9,96239.4,2010.0,0.001062,0.062122,0.017102,0,0
154,2880,0,0.1,27.295,26.302,0.993,0.011,0.030,0.222,0.042,0.687,100.5,96477.6,960.0,47.9,96239.4,2010.0,0.001059,0.062122,0.017053,0,0
155,2880,0,0.1,24.429,23.516,0.913,0.011,0.031,0.068,0.116,0.687,100.5,96477.6,960.0,47.9,96239.4,2010.0,0.001060,0.062122,0.017056,0,0
156,3840,0,0.1,32.041,30.763,1.278,0.017,0.040,0.428,0.057,0.736,100.5,96477.6,960.0,47.9,96239.4,2010.0,0.001077,0.062122,0.017332,0,0
