# platform=macos kernel=darwin host=gyeongjinui-MacBookAir-3.local device=unknown git_commit=40af12c sample_rate=96000
frame,samples,block_drops,buffer_pct,total_ms,wait_ms,exec_ms,copy_ms,sound_ms,tg_ms,ui_ms,plot_ms,bg_fps,bg_sps,bg_spf,fg_fps,fg_sps,fg_spf,noise_floor,ref_peak,noise_ratio,sync_lost,beat_missed
42,1920,0,0.1,14.322,13.968,0.354,0.007,0.000,0.217,0.027,0.103,0.0,0.0,0.0,0.0,0.0,0.0,0.000263,0.067767,0.003879,0,0
43,1920,0,0.1,15.198,14.998,0.200,0.007,0.000,0.050,0.032,0.109,0.0,0.0,0.0,0.0,0.0,0.0,0.000263,0.067767,0.003879,0,0
44,1920,0,0.1,16.469,16.129,0.340,0.011,0.000,0.191,0.025,0.113,0.0,0.0,0.0,0.0,0.0,0.0,0.000359,0.067767,0.005303,0,0
45,1920,0,0.1,18.762,18.421,0.341,0.007,0.000,0.190,0.026,0.117,0.0,0.0,0.0,0.0,0.0,0.0,0.000396,0.067767,0.005851,0,0
46,1920,0,0.1,19.722,19.373,0.349,0.007,0.000,0.196,0.027,0.119,0.0,0.0,0.0,0.0,0.0,0.0,0.000324,0.067767,0.004774,0,0
47,2880,0,0.1,22.738,22.277,0.461,0.011,0.000,0.274,0.047,0.129,0.0,0.0,0.0,0.0,0.0,0.0,0.000282,0.067767,0.004165,0,0
48,1920,0,0.1,14.885,14.583,0.302,0.007,0.000,0.146,0.027,0.121,0.0,0.0,0.0,0.0,0.0,0.0,0.000324,0.067767,0.004774,0,0
49,1920,0,0.1,16.925,16.718,0.207,0.007,0.000,0.043,0.027,0.130,0.0,0.0,0.0,0.0,0.0,0.0,0.000335,0.061032,0.005485,0,0
50,1920,0,0.1,18.979,18.624,0.355,0.007,0.000,0.177,0.031,0.139,0.0,0.0,0.0,0.0,0.0,0.0,0.000381,0.061032,0.006240,0,0
51,1920,0,0.1,20.275,19.937,0.338,0.007,0.000,0.176,0.025,0.130,0.0,0.0,0.0,0.0,0.0,0.0,0.000354,0.061032,0.005794,0,0
52,960,0,0.0,10.489,10.264,0.225,0.004,0.000,0.084,0.012,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.000321,0.061032,0.005257,0,0
53,1920,0,0.1,12.138,11.789,0.349,0.007,0.000,0.173,0.027,0.142,0.0,0.0,0.0,0.0,0.0,0.0,0.000267,0.061032,0.004375,0,0
54,1920,0,0.1,15.124,14.657,0.467,0.007,0.000,0.173,0.140,0.145,0.0,0.0,0.0,0.0,0.0,0.0,0.000271,0.061032,0.004446,0,0
55,1920,0,0.1,17.357,17.022,0.335,0.007,0.000,0.127,0.032,0.168,0.0,0.0,0.0,0.0,0.0,0.0,0.000267,0.061032,0.004375,0,0
56,1920,0,0.1,18.521,18.250,0.271,0.007,0.000,0.089,0.026,0.149,0.0,0.0,0.0,0.0,0.0,0.0,0.000301,0.061747,0.004877,0,0
57,2880,0,0.1,21.595,21.133,0.462,0.010,0.000,0.244,0.038,0.170,0.0,0.0,0.0,0.0,0.0,0.0,0.000365,0.061747,0.005908,0,0
58,1920,0,0.1,12.339,11.986,0.353,0.007,0.000,0.161,0.026,0.159,0.0,0.0,0.0,0.0,0.0,0.0,0.000321,0.061747,0.005196,0,0
59,1920,0,0.1,14.473,14.108,0.365,0.007,0.000,0.167,0.028,0.161,0.0,0.0,0.0,0.0,0.0,0.0,0.000264,0.061747,0.004280,0,0
60,1920,0,0.1,14.133,13.755,0.378,0.007,0.000,0.181,0.026,0.164,0.0,0.0,0.0,0.0,0.0,0.0,0.000282,0.061747,0.004571,0,0
61,1920,0,0.1,13.927,13.636,0.291,0.007,0.000,0.085,0.031,0.168,0.0,0.0,0.0,0.0,0.0,0.0,0.000302,0.061747,0.004885,0,0
62,1920,0,0.1,13.626,13.288,0.338,0.007,0.000,0.132,0.026,0.173,0.0,0.0,0.0,0.0,0.0,0.0,0.000363,0.061032,0.005945,0,0
63,1920,0,0.1,12.768,12.335,0.433,0.006,0.001,0.206,0.028,0.191,0.0,0.0,0.0,0.0,0.0,0.0,0.000363,0.061032,0.005945,0,0
64,1920,0,0.1,13.017,12.598,0.419,0.006,0.000,0.201,0.031,0.179,0.0,0.0,0.0,0.0,0.0,0.0,0.000283,0.061032,0.004634,0,0
65,1920,0,0.1,13.205,12.797,0.408,0.007,0.000,0.195,0.024,0.182,0.0,0.0,0.0,0.0,0.0,0.0,0.000260,0.061032,0.004268,0,0
66,1920,0,0.1,18.998,18.581,0.417,0.007,0.001,0.196,0.027,0.186,0.0,0.0,0.0,0.0,0.0,0.0,0.000260,0.061032,0.004268,0,0
67,2880,0,0.1,25.834,25.439,0.395,0.011,0.000,0.151,0.036,0.197,0.0,0.0,0.0,0.0,0.0,0.0,0.000252,0.061032,0.004123,0,0
68,2880,0,0.1,20.848,20.328,0.520,0.010,0.000,0.274,0.036,0.199,0.0,0.0,0.0,0.0,0.0,0.0,0.000350,0.061747,0.005666,0,0
69,1920,0,0.1,14.230,13.781,0.449,0.007,0.000,0.209,0.027,0.206,0.0,0.0,0.0,0.0,0.0,0.0,0.000348,0.061747,0.005631,0,0
70,1920,0,0.1,19.115,18.629,0.486,0.007,0.000,0.200,0.026,0.253,0.0,0.0,0.0,0.0,0.0,0.0,0.000261,0.061747,0.004230,0,0
71,2880,0,0.1,25.149,24.559,0.590,0.010,0.001,0.317,0.040,0.221,0.0,0.0,0.0,0.0,0.0,0.0,0.000258,0.061747,0.004180,0,0
72,1920,0,0.1,19.559,19.228,0.331,0.007,0.000,0.085,0.026,0.213,0.0,0.0,0.0,0.0,0.0,0.0,0.000268,0.061747,0.004345,0,0
73,1920,0,0.1,19.955,19.567,0.388,0.007,0.000,0.135,0.026,0.220,0.0,0.0,0.0,0.0,0.0,0.0,0.000331,0.061805,0.005361,0,0
74,2880,0,0.1,23.444,22.900,0.544,0.011,0.000,0.260,0.042,0.231,0.0,0.0,0.0,0.0,0.0,0.0,0.000311,0.061805,0.005039,0,0
75,1920,0,0.1,19.947,19.528,0.419,0.007,0.001,0.160,0.026,0.225,0.0,0.0,0.0,0.0,0.0,0.0,0.000258,0.061805,0.004169,0,0
76,2880,0,0.1,25.052,24.556,0.496,0.010,0.000,0.214,0.038,0.233,0.0,0.0,0.0,0.0,0.0,0.0,0.000256,0.061805,0.004145,0,0
77,1920,0,0.1,17.275,16.911,0.364,0.007,0.000,0.095,0.026,0.236,0.0,0.0,0.0,0.0,0.0,0.0,0.000256,0.061805,0.004148,0,0
78,2880,0,0.1,21.977,21.537,0.440,0.010,0.000,0.146,0.041,0.243,0.0,0.0,0.0,0.0,0.0,0.0,0.000321,0.061863,0.005192,0,0
79,1920,0,0.1,12.857,12.429,0.428,0.007,0.000,0.146,0.028,0.247,0.0,0.0,0.0,0.0,0.0,0.0,0.000350,0.061863,0.005655,0,0
80,1920,0,0.1,17.749,17.314,0.435,0.006,0.001,0.148,0.029,0.251,0.0,0.0,0.0,0.0,0.0,0.0,0.000300,0.061863,0.004845,0,0
81,1920,0,0.1,19.186,18.755,0.431,0.007,0.000,0.145,0.026,0.253,0.0,0.0,0.0,0.0,0.0,0.0,0.000256,0.061863,0.004141,0,0
82,2880,0,0.1,26.104,25.579,0.525,0.011,0.000,0.203,0.040,0.271,0.0,0.0,0.0,0.0,0.0,0.0,0.000298,0.061863,0.004819,0,0
83,1920,0,0.1,17.827,17.467,0.360,0.007,0.000,0.046,0.029,0.277,0.0,0.0,0.0,0.0,0.0,0.0,0.000304,0.061805,0.004922,0,0
84,2880,0,0.1,25.539,24.549,0.990,0.010,0.001,0.209,0.470,0.299,0.0,0.0,0.0,0.0,0.0,0.0,0.000358,0.061805,0.005793,0,0
85,2880,0,0.1,30.895,29.703,1.192,0.012,0.000,0.227,0.049,0.903,0.0,0.0,0.0,0.0,0.0,0.0,0.000278,0.061805,0.004493,0,0
86,960,0,0.0,21.214,20.819,0.395,0.003,0.000,0.087,0.015,0.289,0.0,0.0,0.0,0.0,0.0,0.0,0.000255,0.061805,0.004128,0,0
87,3840,0,0.1,30.614,29.858,0.756,0.014,0.000,0.338,0.057,0.346,0.0,0.0,0.0,0.0,0.0,0.0,0.000255,0.061805,0.004128,0,0
88,4800,0,0.2,42.402,41.625,0.777,0.018,0.001,0.382,0.068,0.308,0.0,0.0,0.0,0.0,0.0,0.0,0.000390,0.061863,0.006304,0,0
89,2880,0,0.1,26.449,25.746,0.703,0.011,0.000,0.300,0.043,0.349,0.0,0.0,0.0,0.0,0.0,0.0,0.000297,0.061863,0.004799,0,0
90,2880,0,0.1,21.428,20.745,0.683,0.011,0.000,0.297,0.044,0.331,0.0,0.0,0.0,0.0,0.0,0.0,0.000301,0.061863,0.004872,0,0
91,1920,0,0.1,13.750,13.296,0.454,0.007,0.000,0.096,0.029,0.322,0.0,0.0,0.0,0.0,0.0,0.0,0.000320,0.061863,0.005181,0,0
92,1920,0,0.1,17.286,16.771,0.515,0.007,0.001,0.139,0.029,0.339,0.0,0.0,0.0,0.0,0.0,0.0,0.000390,0.061805,0.006310,0,0
93,1920,0,0.1,20.120,19.555,0.565,0.007,0.000,0.192,0.032,0.332,0.0,0.0,0.0,0.0,0.0,0.0,0.000389,0.061805,0.006291,0,0
94,960,0,0.0,10.541,10.103,0.438,0.004,0.000,0.094,0.013,0.327,0.0,0.0,0.0,0.0,0.0,0.0,0.000368,0.061805,0.005950,0,0
95,1920,0,0.1,14.539,13.963,0.576,0.007,0.000,0.202,0.030,0.336,0.0,0.0,0.0,0.0,0.0,0.0,0.000284,0.061805,0.004602,0,0
96,1920,0,0.1,18.285,17.693,0.592,0.007,0.001,0.207,0.035,0.341,0.0,0.0,0.0,0.0,0.0,0.0,0.000272,0.061805,0.004397,0,0
97,2880,0,0.1,21.199,20.552,0.647,0.011,0.000,0.242,0.050,0.343,0.0,0.0,0.0,0.0,0.0,0.0,0.000272,0.061805,0.004397,0,0
98,1920,0,0.1,13.567,13.077,0.490,0.007,0.000,0.099,0.032,0.350,0.0,0.0,0.0,0.0,0.0,0.0,0.000298,0.061863,0.004813,0,0
99,1920,0,0.1,15.124,14.521,0.603,0.007,0.000,0.206,0.037,0.352,0.0,0.0,0.0,0.0,0.0,0.0,0.000344,0.061863,0.005566,0,0
100,1920,0,0.1,18.858,18.248,0.610,0.007,0.000,0.213,0.031,0.359,0.0,0.0,0.0,0.0,0.0,0.0,0.000333,0.061863,0.005387,0,0
101,1920,0,0.1,19.674,19.078,0.596,0.008,0.000,0.201,0.029,0.358,0.0,0.0,0.0,0.0,0.0,0.0,0.000273,0.061863,0.004408,0,0
102,2880,0,0.1,27.634,26.920,0.714,0.011,0.000,0.293,0.042,0.368,0.0,0.0,0.0,0.0,0.0,0.0,0.000272,0.061863,0.004393,0,0
103,2880,0,0.1,23.675,22.557,1.118,0.011,0.000,0.129,0.630,0.348,0.0,0.0,0.0,0.0,0.0,0.0,0.000297,0.062006,0.004787,0,0
104,2880,0,0.1,29.089,28.330,0.759,0.011,0.031,0.295,0.045,0.377,0.0,0.0,0.0,0.0,0.0,0.0,0.000322,0.062006,0.005198,0,0
105,960,0,0.0,20.571,20.070,0.501,0.004,0.010,0.096,0.014,0.376,0.0,0.0,0.0,0.0,0.0,0.0,0.000306,0.062006,0.004936,0,0
106,1920,0,0.1,20.314,19.671,0.643,0.007,0.020,0.200,0.030,0.386,0.0,0.0,0.0,0.0,0.0,0.0,0.000267,0.062006,0.004312,0,0
107,960,0,0.0,10.793,10.288,0.505,0.004,0.010,0.099,0.011,0.381,0.0,0.0,0.0,0.0,0.0,0.0,0.000257,0.062006,0.004143,0,0
108,1920,0,0.1,17.762,17.100,0.662,0.007,0.021,0.202,0.031,0.401,0.0,0.0,0.0,0.0,0.0,0.0,0.000257,0.062006,0.004143,0,0
109,2880,0,0.1,25.290,24.679,0.611,0.011,0.030,0.141,0.045,0.384,100.9,96911.5,960.0,54.1,96666.7,1787.0,0.000257,0.062006,0.004143,0,0
110,2880,0,0.1,22.106,21.414,0.692,0.011,0.032,0.153,0.096,0.400,100.9,96911.5,960.0,54.1,96666.7,1787.0,0.000281,0.062149,0.004527,0,0
111,2880,0,0.1,28.290,27.511,0.779,0.010,0.029,0.283,0.042,0.415,100.9,96911.5,960.0,54.1,96666.7,1787.0,0.000291,0.062149,0.004679,0,0
112,2880,0,0.1,24.033,23.251,0.782,0.011,0.032,0.292,0.043,0.404,100.9,96911.5,960.0,54.1,96666.7,1787.0,0.000246,0.062149,0.003966,0,0
113,2880,0,0.1,21.313,20.642,0.671,0.010,0.028,0.190,0.039,0.404,100.9,96911.5,960.0,54.1,96666.7,1787.0,0.000267,0.062149,0.004291,0,0
114,1920,0,0.1,17.708,17.189,0.519,0.007,0.023,0.028,0.032,0.428,100.9,96911.5,960.0,54.1,96666.7,1787.0,0.000267,0.062149,0.004291,0,0
115,2880,0,0.1,24.497,23.654,0.843,0.011,0.030,0.285,0.104,0.413,100.9,96911.5,960.0,54.1,96666.7,1787.0,0.000268,0.062092,0.004323,0,0
116,2880,0,0.1,28.569,27.733,0.836,0.011,0.030,0.309,0.044,0.442,100.9,96911.5,960.0,54.1,96666.7,1787.0,0.000250,0.062092,0.004033,0,0
117,4800,0,0.2,44.648,43.480,1.168,0.018,0.050,0.341,0.070,0.689,100.9,96911.5,960.0,54.1,96666.7,1787.0,0.000220,0.062092,0.003545,0,0
118,4800,0,0.2,42.615,41.485,1.130,0.019,0.053,0.448,0.148,0.462,100.9,96911.5,960.0,54.1,96666.7,1787.0,0.000228,0.062092,0.003673,0,0
119,3840,0,0.1,31.390,30.396,0.994,0.014,0.040,0.401,0.056,0.482,100.9,96911.5,960.0,54.1,96666.7,1787.0,0.000230,0.062092,0.003707,0,0
120,1920,0,0.1,20.393,19.679,0.714,0.007,0.020,0.177,0.030,0.480,100.9,96911.5,960.0,54.1,96666.7,1787.0,0.000232,0.062092,0.003739,0,0
121,960,0,0.0,10.844,10.330,0.514,0.004,0.009,0.013,0.014,0.474,100.9,96911.5,960.0,54.1,96666.7,1787.0,0.000232,0.062092,0.003739,0,0
122,1920,0,0.1,19.150,18.575,0.575,0.007,0.023,0.027,0.036,0.481,100.9,96911.5,960.0,54.1,96666.7,1787.0,0.000232,0.062092,0.003739,0,0
123,2880,0,0.1,27.293,26.371,0.922,0.010,0.037,0.261,0.104,0.510,100.9,96911.5,960.0,54.1,96666.7,1787.0,0.000237,0.062092,0.003817,0,0
124,3840,0,0.1,32.048,31.001,1.047,0.014,0.042,0.378,0.060,0.552,100.9,96911.5,960.0,54.1,96666.7,1787.0,0.000227,0.062092,0.003662,0,0
125,1920,0,0.1,19.570,18.817,0.753,0.007,0.021,0.187,0.029,0.508,100.9,96911.5,960.0,54.1,96666.7,1787.0,0.000211,0.062092,0.003396,0,0
126,2880,0,0.1,28.453,27.810,0.643,0.010,0.033,0.056,0.044,0.499,100.9,96911.5,960.0,54.1,96666.7,1787.0,0.000212,0.062092,0.003412,0,0
127,2880,0,0.1,25.267,24.427,0.840,0.011,0.029,0.209,0.107,0.484,100.9,96911.5,960.0,54.1,96666.7,1787.0,0.000234,0.062092,0.003772,0,0
128,3840,0,0.1,31.716,30.679,1.037,0.014,0.040,0.370,0.067,0.545,100.9,96911.5,960.0,54.1,96666.7,1787.0,0.000234,0.062092,0.003772,0,0
129,1920,0,0.1,20.021,19.256,0.765,0.007,0.019,0.182,0.031,0.526,100.9,96911.5,960.0,54.1,96666.7,1787.0,0.000238,0.062092,0.003839,0,0
130,2880,0,0.1,25.875,25.158,0.717,0.010,0.029,0.100,0.043,0.534,100.9,96911.5,960.0,54.1,96666.7,1787.0,0.000243,0.062092,0.003910,0,0
131,2880,0,0.1,22.982,22.163,0.819,0.010,0.033,0.173,0.096,0.505,100.9,96911.5,960.0,54.1,96666.7,1787.0,0.000251,0.062092,0.004043,0,0
132,2880,0,0.1,28.498,27.564,0.934,0.012,0.029,0.265,0.044,0.583,100.9,96911.5,960.0,54.1,96666.7,1787.0,0.000251,0.062092,0.004043,0,0
133,2880,0,0.1,25.017,24.091,0.926,0.011,0.032,0.283,0.044,0.556,100.9,96911.5,960.0,54.1,96666.7,1787.0,0.000228,0.062092,0.003671,0,0
134,2880,0,0.1,21.729,20.926,0.803,0.011,0.034,0.148,0.046,0.564,100.9,96911.5,960.0,54.1,96666.7,1787.0,0.000224,0.062092,0.003615,0,0
135,1920,0,0.1,18.339,16.939,1.400,0.007,0.026,0.055,0.170,1.142,100.9,96911.5,960.0,54.1,96666.7,1787.0,0.000227,0.061949,0.003667,0,0
136,3840,0,0.1,32.250,31.261,0.989,0.013,0.039,0.345,0.053,0.539,100.9,96911.5,960.0,54.1,96666.7,1787.0,0.000241,0.061949,0.003884,0,0
137,1920,0,0.1,17.904,17.047,0.857,0.007,0.026,0.192,0.032,0.599,100.9,96911.5,960.0,54.1,96666.7,1787.0,0.000243,0.061949,0.003926,0,0
138,2880,0,0.1,23.763,22.861,0.902,0.011,0.030,0.268,0.045,0.548,100.9,96911.5,960.0,54.1,96666.7,1787.0,0.000243,0.061949,0.003926,0,0
139,1920,0,0.1,13.596,12.971,0.625,0.007,0.018,0.026,0.031,0.543,100.9,96911.5,960.0,54.1,96666.7,1787.0,0.000243,0.061949,0.003926,0,0
140,1920,0,0.1,19.364,18.561,0.803,0.007,0.029,0.096,0.089,0.582,100.9,96911.5,960.0,54.1,96666.7,1787.0,0.000249,0.062092,0.004014,0,0
141,2880,0,0.1,29.846,28.886,0.960,0.010,0.031,0.279,0.041,0.599,100.9,96911.5,960.0,54.1,96666.7,1787.0,0.000251,0.062092,0.004036,0,0
142,960,0,0.0,21.189,20.482,0.707,0.003,0.010,0.091,0.014,0.587,100.9,96911.5,960.0,54.1,96666.7,1787.0,0.000251,0.062092,0.004036,0,0
143,1920,0,0.1,18.414,17.551,0.863,0.007,0.023,0.193,0.036,0.604,100.9,96911.5,960.0,54.1,96666.7,1787.0,0.000239,0.062092,0.003848,0,0
144,2880,0,0.1,23.353,22.446,0.907,0.010,0.029,0.219,0.049,0.598,100.9,96911.5,960.0,54.1,96666.7,1787.0,0.000225,0.062092,0.003616,0,0
145,1920,0,0.1,19.011,18.326,0.685,0.007,0.023,0.027,0.033,0.595,100.9,96911.5,960.0,54.1,96666.7,1787.0,0.000225,0.062092,0.003616,0,0
146,2880,0,0.1,24.153,23.143,1.010,0.011,0.031,0.223,0.126,0.618,100.9,96911.5,960.0,54.1,96666.7,1787.0,0.000239,0.062092,0.003857,0,0
147,2880,0,0.1,29.212,28.160,1.052,0.011,0.030,0.266,0.048,0.696,100.9,96911.5,960.0,54.1,96666.7,1787.0,0.000241,0.062092,0.003884,0,0
148,2880,0,0.1,25.985,24.989,0.996,0.010,0.033,0.263,0.051,0.639,100.9,96911.5,960.0,54.1,96666.7,1787.0,0.000242,0.062092,0.003899,0,0
149,1920,0,0.1,20.829,20.069,0.760,0.007,0.021,0.087,0.030,0.615,100.9,96911.5,960.0,54.1,96666.7,1787.0,0.000246,0.062092,0.003959,0,0
150,960,0,0.0,11.445,10.784,0.661,0.004,0.010,0.013,0.019,0.615,100.9,96911.5,960.0,54.1,96666.7,1787.0,0.000246,0.062092,0.003959,0,0
151,1920,0,0.1,17.510,16.642,0.868,0.007,0.023,0.097,0.099,0.642,100.9,96911.5,960.0,54.1,96666.7,1787.0,0.000248,0.062092,0.003996,0,0
152,2880,0,0.1,29.203,28.224,0.979,0.010,0.030,0.264,0.049,0.626,100.9,96911.5,960.0,54.1,96666.7,1787.0,0.000248,0.062092,0.003996,0,0
153,2880,0,0.1,26.959,26.009,0.950,0.011,0.028,0.250,0.045,0.616,100.9,96911.5,960.0,54.1,96666.7,1787.0,0.000238,0.062092,0.003832,0,0
154,2880,0,0.1,24.006,23.111,0.895,0.010,0.030,0.191,0.042,0.621,100.9,96911.5,960.0,54.1,96666.7,1787.0,0.000230,0.062092,0.003700,0,0
155,1920,0,0.1,19.666,18.955,0.711,0.007,0.023,0.026,0.031,0.623,100.9,96911.5,960.0,54.1,96666.7,1787.0,0.000230,0.062092,0.003700,0,0
156,2880,0,0.1,23.644,22.630,1.014,0.011,0.029,0.201,0.118,0.654,100.9,96911.5,960.0,54.1,96666.7,1787.0,0.000246,0.061947,0.003969,0,0
157,2880,0,0.1,27.423,26.421,1.002,0.010,0.031,0.238,0.049,0.672,100.9,96911.5,960.0,54.1,96666.7,1787.0,0.000246,0.061947,0.003974,0,0
